session,flight,n_iterations,seed,status,wall_ms,error_mm,n_inliers,n_fit_points,rejected_frac,fit_window_duration_ms
2026_07_15_gym,flight_28,10,15,ok,753.8567,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,10,16,ok,817.0001,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,10,17,ok,818.8359,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,10,18,ok,753.2985,157.3859,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,10,19,ok,792.2387,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,10,20,ok,782.5670,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,10,21,ok,770.5826,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,10,22,ok,808.0311,153.4049,25,26,0.0385,416.3015
2026_07_15_gym,flight_28,10,23,ok,768.9640,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,10,24,ok,768.1112,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,15,0,ok,1173.8948,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,15,1,ok,1130.7794,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,15,2,ok,1119.4756,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,15,3,ok,1107.0878,153.4049,25,26,0.0385,416.3015
2026_07_15_gym,flight_28,15,4,ok,1098.4159,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,15,5,ok,1165.4400,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,15,6,ok,1116.4489,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,15,7,ok,1235.5087,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,15,8,ok,1257.1764,153.4049,25,26,0.0385,416.3015
2026_07_15_gym,flight_28,15,9,ok,1232.7509,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,15,10,ok,1309.6771,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,15,11,ok,1328.5681,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,15,12,ok,1413.3457,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,15,13,ok,1332.0809,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,15,14,ok,1571.3999,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,15,15,ok,1227.8213,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,15,16,ok,1184.5157,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,15,17,ok,1150.1842,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,15,18,ok,1240.7999,153.4049,25,26,0.0385,416.3015
2026_07_15_gym,flight_28,15,19,ok,1231.0015,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,15,20,ok,1213.1375,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,15,21,ok,1225.8007,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,15,22,ok,2416.0088,153.4049,25,26,0.0385,416.3015
2026_07_15_gym,flight_28,15,23,ok,1704.1227,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,15,24,ok,1107.3218,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,25,0,ok,1871.9743,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,25,1,ok,1966.7175,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,25,2,ok,1891.6792,153.4049,25,26,0.0385,416.3015
2026_07_15_gym,flight_28,25,3,ok,1861.0621,153.4049,25,26,0.0385,416.3015
2026_07_15_gym,flight_28,25,4,ok,1909.2393,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,25,5,ok,1949.3280,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,25,6,ok,1835.1958,153.4049,25,26,0.0385,416.3015
2026_07_15_gym,flight_28,25,7,ok,2578.6659,153.4049,25,26,0.0385,416.3015
2026_07_15_gym,flight_28,25,8,ok,1857.7642,153.4049,25,26,0.0385,416.3015
2026_07_15_gym,flight_28,25,9,ok,1839.6441,153.4049,25,26,0.0385,416.3015
2026_07_15_gym,flight_28,25,10,ok,1927.6957,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,25,11,ok,1883.7257,153.4049,25,26,0.0385,416.3015
2026_07_15_gym,flight_28,25,12,ok,1862.2965,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,25,13,ok,1947.2359,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,25,14,ok,1930.1279,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,25,15,ok,1888.9879,153.4049,25,26,0.0385,416.3015
2026_07_15_gym,flight_28,25,16,ok,1887.9516,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,25,17,ok,1941.8049,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,25,18,ok,1818.4450,153.4049,25,26,0.0385,416.3015
2026_07_15_gym,flight_28,25,19,ok,1848.6371,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,25,20,ok,1917.3599,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,25,21,ok,1974.6083,149.2141,24,26,0.0769,416.3015
2026_07_15_gym,flight_28,25,22,ok,1878.8421,153.4049,25,26,0.0385,416.3015
2026_07_15_gym,flight_28,25,23,ok,1889.1766,153.4049,25,26,0.0385,416.3015
2026_07_15_gym,flight_28,25,24,ok,1971.7247,153.4049,25,26,0.0385,416.3015
2026_07_15_gym,flight_22,3,0,ok,276.7958,166.8610,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,3,1,ok,275.6178,166.8610,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,3,2,ok,258.6623,168.1678,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,3,3,ok,284.4375,170.9178,18,26,0.3077,416.3020
2026_07_15_gym,flight_22,3,4,ok,297.4854,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,3,5,ok,294.1562,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,3,6,ok,311.8252,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,3,7,ok,269.3981,185.5774,18,26,0.3077,416.3020
2026_07_15_gym,flight_22,3,8,ok,269.1823,179.2270,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,3,9,ok,271.2704,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,3,10,ok,287.8584,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,3,11,ok,263.1941,179.2270,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,3,12,ok,279.7147,171.8261,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,3,13,ok,291.7577,166.8610,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,3,14,ok,279.2205,211.5250,18,26,0.3077,416.3020
2026_07_15_gym,flight_22,3,15,ok,269.1551,166.8610,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,3,16,ok,270.2271,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,3,17,ok,283.6979,421.6758,14,26,0.4615,416.3020
2026_07_15_gym,flight_22,3,18,ok,270.0509,207.1617,15,26,0.4231,416.3020
2026_07_15_gym,flight_22,3,19,ok,270.8687,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,3,20,ok,304.8471,166.8610,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,3,21,ok,282.0916,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,3,22,ok,266.4266,170.4883,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,3,23,ok,278.2802,185.6593,17,26,0.3462,416.3020
2026_07_15_gym,flight_22,3,24,ok,269.4144,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,5,0,ok,474.6663,166.8610,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,5,1,ok,487.2591,166.8610,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,5,2,ok,408.6902,168.1678,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,5,3,ok,433.9558,166.8610,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,5,4,ok,423.3183,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,5,5,ok,428.2285,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,5,6,ok,424.1467,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,5,7,ok,422.2338,185.5774,18,26,0.3077,416.3020
2026_07_15_gym,flight_22,5,8,ok,411.5410,179.2270,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,5,9,ok,424.4293,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,5,10,ok,431.2706,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,5,11,ok,411.4072,179.2270,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,5,12,ok,405.6548,171.8261,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,5,13,ok,414.7230,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,5,14,ok,409.2155,211.5250,18,26,0.3077,416.3020
2026_07_15_gym,flight_22,5,15,ok,408.5967,166.8610,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,5,16,ok,394.9768,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,5,17,ok,396.8940,166.8610,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,5,18,ok,417.2607,207.1617,15,26,0.4231,416.3020
2026_07_15_gym,flight_22,5,19,ok,399.6153,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,5,20,ok,411.1764,166.8610,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,5,21,ok,401.7407,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,5,22,ok,410.4348,170.4883,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,5,23,ok,408.3740,172.3220,18,26,0.3077,416.3020
2026_07_15_gym,flight_22,5,24,ok,404.2459,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,7,0,ok,527.1225,166.8610,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,7,1,ok,543.0178,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,7,2,ok,524.9142,168.1678,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,7,3,ok,543.3229,166.8610,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,7,4,ok,539.0352,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,7,5,ok,549.4311,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,7,6,ok,538.7664,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,7,7,ok,543.9121,185.5774,18,26,0.3077,416.3020
2026_07_15_gym,flight_22,7,8,ok,552.3463,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,7,9,ok,536.3368,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,7,10,ok,534.9956,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,7,11,ok,540.5695,179.2270,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,7,12,ok,543.9084,171.8261,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,7,13,ok,537.0017,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,7,14,ok,540.3143,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,7,15,ok,533.1269,166.8610,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,7,16,ok,531.0425,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,7,17,ok,548.8045,166.8610,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,7,18,ok,521.8079,205.1568,17,26,0.3462,416.3020
2026_07_15_gym,flight_22,7,19,ok,536.7311,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,7,20,ok,550.9726,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,7,21,ok,538.4462,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,7,22,ok,536.8773,170.4883,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,7,23,ok,560.2308,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,7,24,ok,547.6077,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,10,0,ok,786.0116,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,10,1,ok,792.4241,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,10,2,ok,738.1405,168.1678,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,10,3,ok,783.3577,166.8610,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,10,4,ok,756.6666,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,10,5,ok,798.6846,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,10,6,ok,790.3767,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,10,7,ok,843.1196,166.8610,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,10,8,ok,860.9090,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,10,9,ok,776.3410,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,10,10,ok,947.8938,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,10,11,ok,1007.1901,179.2270,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,10,12,ok,874.4221,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,10,13,ok,784.7998,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,10,14,ok,789.8135,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,10,15,ok,822.5152,166.8610,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,10,16,ok,770.3072,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,10,17,ok,783.9644,166.8610,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,10,18,ok,798.2891,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,10,19,ok,784.8985,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,10,20,ok,825.3695,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,10,21,ok,762.3682,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,10,22,ok,780.7410,170.4883,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,10,23,ok,769.5807,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,10,24,ok,848.1573,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,15,0,ok,1091.5001,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,15,1,ok,1148.8637,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,15,2,ok,1091.0392,168.1678,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,15,3,ok,1132.5509,166.8610,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,15,4,ok,1112.6849,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,15,5,ok,1265.6092,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,15,6,ok,1216.5559,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,15,7,ok,1249.8403,166.8610,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,15,8,ok,1310.9960,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,15,9,ok,1277.9847,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,15,10,ok,1295.2215,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,15,11,ok,1476.1921,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,15,12,ok,1354.7008,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,15,13,ok,1611.2512,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,15,14,ok,1253.9536,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,15,15,ok,1274.4309,166.8610,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,15,16,ok,1232.8598,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,15,17,ok,1359.5443,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,15,18,ok,1162.7840,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,15,19,ok,1134.6486,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,15,20,ok,1134.7786,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,15,21,ok,1147.4810,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,15,22,ok,1208.9892,170.4883,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,15,23,ok,1147.3219,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,15,24,ok,1154.4896,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,25,0,ok,1938.3457,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,25,1,ok,1980.4509,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,25,2,ok,1897.0200,168.1678,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,25,3,ok,1900.4550,166.8610,19,26,0.2692,416.3020
2026_07_15_gym,flight_22,25,4,ok,1830.4958,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,25,5,ok,1899.5141,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,25,6,ok,1822.5685,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,25,7,ok,2388.3211,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,25,8,ok,2107.4793,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,25,9,ok,1891.1004,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,25,10,ok,1914.0845,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,25,11,ok,1939.6700,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,25,12,ok,2112.0868,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,25,13,ok,1965.2296,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,25,14,ok,1920.7767,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,25,15,ok,1916.1744,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,25,16,ok,1894.0718,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,25,17,ok,1988.7272,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,25,18,ok,1893.9117,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,25,19,ok,1920.4276,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,25,20,ok,1995.5786,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,25,21,ok,2011.3282,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,25,22,ok,1955.0667,170.4883,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,25,23,ok,2015.5047,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_22,25,24,ok,2215.1399,179.9335,20,26,0.2308,416.3020
2026_07_15_gym,flight_38,3,0,ok,298.7085,295.7518,19,26,0.2692,416.3015
2026_07_15_gym,flight_38,3,1,ok,357.5228,307.0674,20,26,0.2308,416.3015
2026_07_15_gym,flight_38,3,2,ok,293.9534,210.3411,20,26,0.2308,416.3015
2026_07_15_gym,flight_38,3,3,ok,281.4373,231.7067,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,3,4,ok,302.1410,231.7067,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,3,5,ok,298.4377,230.9986,22,26,0.1538,416.3015
2026_07_15_gym,flight_38,3,6,ok,270.5632,230.9986,22,26,0.1538,416.3015
2026_07_15_gym,flight_38,3,7,ok,293.5579,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,3,8,ok,285.1123,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,3,9,ok,285.8018,266.9583,20,26,0.2308,416.3015
2026_07_15_gym,flight_38,3,10,ok,280.3738,218.5808,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,3,11,ok,272.0743,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,3,12,ok,289.7732,146.0052,19,26,0.2692,416.3015
2026_07_15_gym,flight_38,3,13,ok,273.9273,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,3,14,ok,294.1849,256.0994,20,26,0.2308,416.3015
2026_07_15_gym,flight_38,3,15,ok,269.5713,184.6810,19,26,0.2692,416.3015
2026_07_15_gym,flight_38,3,16,ok,283.4916,146.9731,20,26,0.2308,416.3015
2026_07_15_gym,flight_38,3,17,ok,284.2654,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,3,18,ok,295.0152,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,3,19,ok,271.3175,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,3,20,ok,284.7424,200.3280,20,26,0.2308,416.3015
2026_07_15_gym,flight_38,3,21,ok,274.3516,210.3411,20,26,0.2308,416.3015
2026_07_15_gym,flight_38,3,22,ok,274.8426,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,3,23,ok,269.6215,231.7067,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,3,24,ok,305.0381,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,5,0,ok,425.1811,295.7518,19,26,0.2692,416.3015
2026_07_15_gym,flight_38,5,1,ok,412.3652,231.7067,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,5,2,ok,413.3620,230.9986,22,26,0.1538,416.3015
2026_07_15_gym,flight_38,5,3,ok,476.9966,231.7067,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,5,4,ok,407.3388,231.7067,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,5,5,ok,438.9591,230.9986,22,26,0.1538,416.3015
2026_07_15_gym,flight_38,5,6,ok,401.2102,230.9986,22,26,0.1538,416.3015
2026_07_15_gym,flight_38,5,7,ok,463.0722,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,5,8,ok,404.8837,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,5,9,ok,451.1061,266.9583,20,26,0.2308,416.3015
2026_07_15_gym,flight_38,5,10,ok,430.2677,218.5808,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,5,11,ok,407.6401,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,5,12,ok,440.6984,231.7067,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,5,13,ok,408.1831,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,5,14,ok,441.7715,231.7067,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,5,15,ok,432.5908,256.0994,20,26,0.2308,416.3015
2026_07_15_gym,flight_38,5,16,ok,441.5689,146.9731,20,26,0.2308,416.3015
2026_07_15_gym,flight_38,5,17,ok,439.4385,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,5,18,ok,410.9523,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,5,19,ok,410.2612,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,5,20,ok,413.2084,200.3280,20,26,0.2308,416.3015
2026_07_15_gym,flight_38,5,21,ok,439.9698,214.7560,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,5,22,ok,427.7610,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,5,23,ok,454.8422,231.7067,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,5,24,ok,418.9855,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,7,0,ok,527.0164,266.9583,20,26,0.2308,416.3015
2026_07_15_gym,flight_38,7,1,ok,586.6131,231.7067,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,7,2,ok,550.8689,230.9986,22,26,0.1538,416.3015
2026_07_15_gym,flight_38,7,3,ok,566.2329,231.7067,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,7,4,ok,561.5048,231.7067,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,7,5,ok,574.5291,230.9986,22,26,0.1538,416.3015
2026_07_15_gym,flight_38,7,6,ok,582.7893,230.9986,22,26,0.1538,416.3015
2026_07_15_gym,flight_38,7,7,ok,551.9226,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,7,8,ok,542.1451,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,7,9,ok,593.9054,266.9583,20,26,0.2308,416.3015
2026_07_15_gym,flight_38,7,10,ok,582.4225,218.5808,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,7,11,ok,594.8458,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,7,12,ok,564.1545,231.7067,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,7,13,ok,579.0157,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,7,14,ok,589.0248,231.7067,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,7,15,ok,554.4132,256.0994,20,26,0.2308,416.3015
2026_07_15_gym,flight_38,7,16,ok,559.9489,146.9731,20,26,0.2308,416.3015
2026_07_15_gym,flight_38,7,17,ok,576.6621,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,7,18,ok,550.2418,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,7,19,ok,569.7109,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,7,20,ok,572.6432,231.7067,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,7,21,ok,579.1763,214.7560,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,7,22,ok,583.8310,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,7,23,ok,606.3332,231.7067,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,7,24,ok,543.2352,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,10,0,ok,770.7947,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,10,1,ok,800.5361,231.7067,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,10,2,ok,790.0402,230.9986,22,26,0.1538,416.3015
2026_07_15_gym,flight_38,10,3,ok,803.9811,231.7067,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,10,4,ok,779.5898,231.7067,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,10,5,ok,768.0713,230.9986,22,26,0.1538,416.3015
2026_07_15_gym,flight_38,10,6,ok,865.9280,230.9986,22,26,0.1538,416.3015
2026_07_15_gym,flight_38,10,7,ok,797.7259,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,10,8,ok,765.7056,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,10,9,ok,751.4350,266.9583,20,26,0.2308,416.3015
2026_07_15_gym,flight_38,10,10,ok,802.4373,218.5808,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,10,11,ok,803.1950,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,10,12,ok,778.9232,231.7067,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,10,13,ok,780.9453,270.3462,21,26,0.1923,416.3015
2026_07_15_gym,flight_38,10,14,ok,824.3850,231.7067,21,26,0.1923,416.3015
