session,flight,W_ms,status,n_points,detect_sum_ms,triangulate_ms,ransac_ms,total_compute_ms,w_plus_compute_ms,position_error_mm,velocity_error_a_mm_s,velocity_error_b_mm_s,lead_time_ms,reason
2026_07_15_gym,flight_20,350.0,ok,22,420.4966589733958,0.13812299817800522,124.75463799387217,545.389419965446,895.389419965446,236.64251588426657,251.34406135206578,1012.1414570000089,1115.6875,
2026_07_15_gym,flight_20,400.0,ok,25,478.5577069669962,0.15251299738883972,139.25057899951935,617.9607989639044,1017.9607989639044,267.4455813828834,340.3908108118819,948.9736832793955,1065.7315,
2026_07_15_gym,flight_20,430.0,ok,26,497.032491967082,0.15653299540281296,131.06703700125217,628.256061963737,1058.256061963737,285.17147786208494,369.7909867873433,916.1879102760826,1049.0795,
2026_07_15_gym,flight_21,150.0,ok,10,190.30457400530577,0.09810099750757217,88.58639500290155,278.9890700057149,428.9890700057149,580.8023684217685,361.73389050693146,5106.401859586635,1282.2085000000002,
2026_07_15_gym,flight_21,200.0,ok,13,247.82151901721954,0.10945399850606918,102.2287800014019,350.1597530171275,550.1597530171275,275.2505152727814,197.5031752307511,5204.211374905314,1232.2520000000002,
2026_07_15_gym,flight_21,250.0,ok,16,305.33324103057384,0.12052900344133377,103.06788999587297,408.52166002988815,658.5216600298882,86.86320823545728,95.60615909794127,5285.743555154696,1182.296,
2026_07_15_gym,flight_21,300.0,ok,19,362.23628003150225,0.13176999986171722,117.37766599655151,479.7457160279155,779.7457160279155,181.58007707755584,134.09279793558647,5265.419727320836,1132.3395,
2026_07_15_gym,flight_21,350.0,ok,22,419.7360730394721,0.14369700103998184,125.68792299926281,545.5676930397749,895.5676930397749,136.79214847915756,81.7145049221052,5324.116721693778,1082.3835000000001,
2026_07_15_gym,flight_21,400.0,ok,25,477.09167005866766,0.14788299798965454,134.17019400000572,611.409747056663,1011.409747056663,149.91001134674175,54.11504672831305,5368.0720584917935,1032.4275,
2026_07_15_gym,flight_21,430.0,ok,26,495.84475806355476,0.15562500804662704,131.87577399611473,627.8761570677161,1057.8761570677161,189.53396489801756,75.39491087321821,5367.247586502531,1015.7755000000002,
2026_07_15_gym,flight_22,150.0,fit_failed,,,,,,,,,,,ransac_fit: no candidate model reached >= min_samples (8) inliers over 3 iterations
2026_07_15_gym,flight_22,200.0,ok,13,248.0415170043707,0.10769499838352203,101.72892199456692,349.87813399732113,549.8781339973211,104.40604755913148,83.85473924131777,9642.512881974097,1298.862,
2026_07_15_gym,flight_22,250.0,ok,16,304.2588850185275,0.11784400790929794,103.67664600163698,408.0533750280738,658.0533750280738,112.15869102432377,38.9530814376221,9607.343254670339,1248.9055000000003,
2026_07_15_gym,flight_22,300.0,ok,19,361.2736740335822,0.12875200062990189,117.62094699591398,479.0233730301261,779.0233730301261,154.3041455944958,86.8646585093458,9625.685047843905,1198.9495000000002,
2026_07_15_gym,flight_22,350.0,ok,21,400.2654200270772,0.1359570026397705,167.17544200271368,567.5768190324306,917.5768190324306,156.01692577962876,83.92137862637811,9644.582447099863,1165.6425000000002,
2026_07_15_gym,flight_22,400.0,ok,23,438.95525101572275,0.14738299697637558,129.39004000276327,568.4926740154624,968.4926740154624,222.7236098432223,144.84307084472536,9698.963245342487,1099.037,
2026_07_15_gym,flight_22,430.0,ok,24,457.47161401063204,0.14899500459432602,129.32308900356293,586.9436980187893,1016.9436980187893,201.8314690329046,129.0969559091504,9690.167652508693,1082.3850000000002,
2026_07_15_gym,flight_23,150.0,ok,10,190.66409000754356,0.09715700894594193,94.46038500219584,285.22163201868534,435.22163201868534,1475.1644178398396,1022.3665867915086,10655.91499987938,1148.9945000000002,
2026_07_15_gym,flight_23,200.0,ok,13,248.3234729990363,0.10599000006914139,112.07509600371122,360.5045590028167,560.5045590028167,415.6183327146265,304.1053059417565,10187.835868214022,1099.0385,
2026_07_15_gym,flight_23,250.0,ok,16,306.064343996346,0.11713899672031403,117.49026799947023,423.67175099253654,673.6717509925365,135.1675578433215,130.42279236278608,10082.187269344371,1049.082,
