session,flight,N,lead_time_ms,error_mm,status,reason
2026_07_21_gym,flight_24,19,965.82,249.4706,ok,
2026_07_21_gym,flight_24,20,949.17,232.7027,ok,
2026_07_21_gym,flight_24,21,932.51,258.3081,ok,
2026_07_21_gym,flight_24,22,915.86,293.5957,ok,
2026_07_21_gym,flight_24,23,899.21,235.9680,ok,
2026_07_21_gym,flight_24,24,882.55,233.8080,ok,
2026_07_21_gym,flight_24,25,865.91,389.8289,ok,
2026_07_21_gym,flight_24,26,849.25,332.3992,ok,
2026_07_21_gym,flight_24,27,832.60,307.2297,ok,
2026_07_21_gym,flight_24,28,815.95,286.8017,ok,
2026_07_21_gym,flight_24,29,799.30,251.2075,ok,
2026_07_21_gym,flight_24,30,782.65,327.8854,ok,
2026_07_21_gym,flight_24,31,765.99,301.1635,ok,
2026_07_21_gym,flight_24,32,749.34,271.3131,ok,
2026_07_21_gym,flight_24,33,732.69,248.8041,ok,
2026_07_21_gym,flight_24,34,716.03,229.3518,ok,
2026_07_21_gym,flight_24,35,699.38,226.6462,ok,
2026_07_21_gym,flight_24,36,682.73,222.8870,ok,
2026_07_21_gym,flight_24,37,666.08,219.5760,ok,
2026_07_21_gym,flight_24,38,649.42,194.4417,ok,
2026_07_21_gym,flight_24,39,632.78,176.7888,ok,
2026_07_21_gym,flight_24,40,616.12,163.3587,ok,
2026_07_21_gym,flight_24,41,599.47,149.9735,ok,
2026_07_21_gym,flight_24,42,582.82,139.7470,ok,
2026_07_21_gym,flight_24,43,566.17,138.7528,ok,
2026_07_21_gym,flight_24,44,549.51,189.5791,ok,
2026_07_21_gym,flight_24,45,532.87,164.5701,ok,
2026_07_21_gym,flight_24,46,516.21,165.4280,ok,
2026_07_21_gym,flight_24,47,499.56,165.6938,ok,
2026_07_21_gym,flight_24,48,482.91,154.1958,ok,
2026_07_21_gym,flight_24,49,466.26,138.5067,ok,
2026_07_21_gym,flight_24,50,449.61,137.9177,ok,
2026_07_21_gym,flight_24,51,432.95,135.1290,ok,
2026_07_21_gym,flight_24,52,416.30,123.2191,ok,
2026_07_21_gym,flight_24,53,399.65,117.7409,ok,
2026_07_21_gym,flight_24,54,383.00,118.1684,ok,
2026_07_21_gym,flight_24,55,366.35,124.2841,ok,
2026_07_21_gym,flight_24,56,349.69,124.7829,ok,
2026_07_21_gym,flight_24,57,333.04,117.5327,ok,
2026_07_21_gym,flight_24,58,316.39,105.5508,ok,
2026_07_21_gym,flight_24,59,299.74,98.1407,ok,
2026_07_21_gym,flight_24,60,283.08,107.4304,ok,
2026_07_21_gym,flight_24,61,266.43,105.3376,ok,
2026_07_21_gym,flight_24,62,249.78,104.3522,ok,
2026_07_21_gym,flight_24,63,233.13,115.6981,ok,
2026_07_21_gym,flight_24,64,216.48,111.1637,ok,
2026_07_21_gym,flight_24,65,199.83,109.2230,ok,
2026_07_21_gym,flight_24,66,183.17,103.3088,ok,
2026_07_21_gym,flight_24,67,166.52,100.3664,ok,
2026_07_21_gym,flight_24,68,149.87,95.0667,ok,
2026_07_21_gym,flight_24,69,133.22,91.1454,ok,
2026_07_21_gym,flight_24,70,116.56,87.5994,ok,
2026_07_21_gym,flight_24,71,99.91,85.9074,ok,
2026_07_21_gym,flight_24,72,83.26,79.0805,ok,
2026_07_21_gym,flight_24,73,66.61,78.3294,ok,
2026_07_21_gym,flight_24,74,49.96,75.1145,ok,
2026_07_21_gym,flight_24,75,33.31,85.7443,ok,
2026_07_21_gym,flight_24,76,16.65,82.4123,ok,
2026_07_21_gym,flight_25,3,1332.16,9361.7760,ok,
2026_07_21_gym,flight_25,4,1315.51,6947.0321,ok,
2026_07_21_gym,flight_25,5,1298.86,3030.9628,ok,
2026_07_21_gym,flight_25,6,1282.20,1184.5011,ok,
2026_07_21_gym,flight_25,7,1265.56,423.3491,ok,
2026_07_21_gym,flight_25,8,1248.90,458.0357,ok,
2026_07_21_gym,flight_25,9,1232.25,356.8012,ok,
2026_07_21_gym,flight_25,10,1215.60,458.0545,ok,
2026_07_21_gym,flight_25,11,1198.95,585.9862,ok,
2026_07_21_gym,flight_25,12,1182.29,263.2121,ok,
2026_07_21_gym,flight_25,13,1165.64,257.3252,ok,
2026_07_21_gym,flight_25,14,1148.99,315.1947,ok,
2026_07_21_gym,flight_25,15,1132.34,231.1872,ok,
2026_07_21_gym,flight_25,16,1115.68,201.8281,ok,
2026_07_21_gym,flight_25,17,1099.03,172.3139,ok,
2026_07_21_gym,flight_25,18,1082.38,167.7457,ok,
2026_07_21_gym,flight_25,19,1065.73,152.9010,ok,
2026_07_21_gym,flight_25,20,1049.08,157.7670,ok,
2026_07_21_gym,flight_25,21,1032.43,162.4930,ok,
2026_07_21_gym,flight_25,22,1015.77,142.9738,ok,
2026_07_21_gym,flight_25,23,999.12,139.3221,ok,
2026_07_21_gym,flight_25,24,982.47,131.4951,ok,
2026_07_21_gym,flight_25,25,965.82,128.8977,ok,
2026_07_21_gym,flight_25,26,949.16,126.8318,ok,
2026_07_21_gym,flight_25,27,932.51,128.2833,ok,
2026_07_21_gym,flight_25,28,915.86,142.0040,ok,
2026_07_21_gym,flight_25,29,899.21,129.0952,ok,
2026_07_21_gym,flight_25,30,882.55,113.5353,ok,
2026_07_21_gym,flight_25,31,865.91,109.5260,ok,
2026_07_21_gym,flight_25,32,849.25,92.5896,ok,
2026_07_21_gym,flight_25,33,832.60,92.8664,ok,
2026_07_21_gym,flight_25,34,815.95,97.3475,ok,
2026_07_21_gym,flight_25,35,799.30,96.7684,ok,
2026_07_21_gym,flight_25,36,782.64,95.2969,ok,
2026_07_21_gym,flight_25,37,765.99,95.2817,ok,
2026_07_21_gym,flight_25,38,749.34,115.1570,ok,
2026_07_21_gym,flight_25,39,732.69,145.0524,ok,
2026_07_21_gym,flight_25,40,716.03,120.6898,ok,
2026_07_21_gym,flight_25,41,699.38,123.6319,ok,
2026_07_21_gym,flight_25,42,682.73,128.8028,ok,
2026_07_21_gym,flight_25,43,666.08,116.2655,ok,
2026_07_21_gym,flight_25,44,649.43,96.0054,ok,
2026_07_21_gym,flight_25,45,632.78,87.8961,ok,
2026_07_21_gym,flight_25,46,616.12,82.5049,ok,
2026_07_21_gym,flight_25,47,599.47,81.7458,ok,
2026_07_21_gym,flight_25,48,582.82,77.1606,ok,
2026_07_21_gym,flight_25,49,566.17,70.7073,ok,
2026_07_21_gym,flight_25,50,549.51,81.1629,ok,
2026_07_21_gym,flight_25,51,532.87,77.1482,ok,
2026_07_21_gym,flight_25,52,516.21,69.3373,ok,
2026_07_21_gym,flight_25,53,499.56,70.1163,ok,
2026_07_21_gym,flight_25,54,482.91,65.1934,ok,
2026_07_21_gym,flight_25,55,466.26,67.8669,ok,
2026_07_21_gym,flight_25,56,449.60,68.6294,ok,
2026_07_21_gym,flight_25,57,432.95,65.3160,ok,
2026_07_21_gym,flight_25,58,416.30,80.8548,ok,
2026_07_21_gym,flight_25,59,399.65,59.1764,ok,
2026_07_21_gym,flight_25,60,382.99,51.5654,ok,
2026_07_21_gym,flight_25,61,366.35,54.5241,ok,
2026_07_21_gym,flight_25,62,349.69,59.1811,ok,
2026_07_21_gym,flight_25,63,333.04,62.7747,ok,
2026_07_21_gym,flight_25,64,316.39,55.0116,ok,
2026_07_21_gym,flight_25,65,299.74,51.8938,ok,
2026_07_21_gym,flight_25,66,283.08,41.4558,ok,
2026_07_21_gym,flight_25,67,266.43,39.1394,ok,
2026_07_21_gym,flight_25,68,233.13,42.0363,ok,
2026_07_21_gym,flight_25,69,216.47,38.9100,ok,
2026_07_21_gym,flight_25,70,199.82,40.7716,ok,
2026_07_21_gym,flight_25,71,183.17,43.4253,ok,
2026_07_21_gym,flight_25,72,166.52,52.0097,ok,
2026_07_21_gym,flight_25,73,149.87,46.6282,ok,
2026_07_21_gym,flight_25,74,133.22,44.4691,ok,
2026_07_21_gym,flight_25,75,116.56,39.6198,ok,
2026_07_21_gym,flight_25,76,99.91,46.4961,ok,
2026_07_21_gym,flight_25,77,83.26,53.5520,ok,
2026_07_21_gym,flight_25,78,66.61,71.2832,ok,
2026_07_21_gym,flight_25,79,33.30,62.8484,ok,
2026_07_21_gym,flight_26,3,1348.81,5492.3047,ok,
2026_07_21_gym,flight_26,4,1332.16,4196.8316,ok,
2026_07_21_gym,flight_26,5,1315.51,3122.8338,ok,
2026_07_21_gym,flight_26,6,1298.86,2110.5538,ok,
2026_07_21_gym,flight_26,7,1282.21,1572.4037,ok,
2026_07_21_gym,flight_26,8,1265.56,648.1154,ok,
2026_07_21_gym,flight_26,9,1248.90,573.2470,ok,
2026_07_21_gym,flight_26,10,1232.25,358.7265,ok,
2026_07_21_gym,flight_26,11,1215.60,266.0218,ok,
2026_07_21_gym,flight_26,12,1198.95,346.8702,ok,
2026_07_21_gym,flight_26,13,1182.29,500.9484,ok,
2026_07_21_gym,flight_26,14,1165.64,513.4502,ok,
2026_07_21_gym,flight_26,15,1148.99,460.4308,ok,
2026_07_21_gym,flight_26,16,1132.34,332.7108,ok,
2026_07_21_gym,flight_26,17,1115.69,212.8450,ok,
2026_07_21_gym,flight_26,18,1099.03,404.6042,ok,
2026_07_21_gym,flight_26,19,1082.38,197.2647,ok,
2026_07_21_gym,flight_26,20,1065.73,187.9057,ok,
2026_07_21_gym,flight_26,21,1049.08,184.5577,ok,
2026_07_21_gym,flight_26,22,1032.43,171.6065,ok,
2026_07_21_gym,flight_26,23,1015.77,175.1738,ok,
2026_07_21_gym,flight_26,24,999.12,181.3868,ok,
2026_07_21_gym,flight_26,25,982.47,182.7752,ok,
2026_07_21_gym,flight_26,26,965.82,179.2813,ok,
2026_07_21_gym,flight_26,27,949.16,224.9819,ok,
2026_07_21_gym,flight_26,28,932.51,231.1296,ok,
2026_07_21_gym,flight_26,29,915.86,220.7656,ok,
2026_07_21_gym,flight_26,30,899.21,277.1413,ok,
2026_07_21_gym,flight_26,31,882.56,283.1472,ok,
2026_07_21_gym,flight_26,32,849.25,414.2610,ok,
2026_07_21_gym,flight_26,33,832.60,376.8330,ok,
2026_07_21_gym,flight_26,34,815.95,337.2719,ok,
2026_07_21_gym,flight_26,35,799.30,292.3346,ok,
2026_07_21_gym,flight_26,36,782.64,261.2163,ok,
2026_07_21_gym,flight_26,37,765.99,238.3931,ok,
2026_07_21_gym,flight_26,38,749.34,231.3291,ok,
2026_07_21_gym,flight_26,39,732.69,219.3523,ok,
2026_07_21_gym,flight_26,40,716.04,200.9928,ok,
2026_07_21_gym,flight_26,41,699.39,196.1351,ok,
2026_07_21_gym,flight_26,42,682.73,190.2542,ok,
2026_07_21_gym,flight_26,43,666.08,170.4429,ok,
2026_07_21_gym,flight_26,44,649.43,153.5655,ok,
2026_07_21_gym,flight_26,45,632.78,144.2411,ok,
2026_07_21_gym,flight_26,46,616.12,143.7012,ok,
2026_07_21_gym,flight_26,47,599.47,141.9336,ok,
2026_07_21_gym,flight_26,48,582.82,144.9821,ok,
2026_07_21_gym,flight_26,49,566.17,147.9057,ok,
2026_07_21_gym,flight_26,50,549.52,129.5192,ok,
2026_07_21_gym,flight_26,51,532.87,125.7146,ok,
2026_07_21_gym,flight_26,52,516.21,125.6760,ok,
2026_07_21_gym,flight_26,53,499.56,110.8537,ok,
2026_07_21_gym,flight_26,54,482.91,111.1245,ok,
2026_07_21_gym,flight_26,55,466.26,108.5664,ok,
2026_07_21_gym,flight_26,56,449.60,101.2250,ok,
2026_07_21_gym,flight_26,57,432.95,107.1607,ok,
2026_07_21_gym,flight_26,58,416.30,116.5661,ok,
2026_07_21_gym,flight_26,59,399.65,126.4924,ok,
2026_07_21_gym,flight_26,60,382.99,151.9624,ok,
2026_07_21_gym,flight_26,61,366.34,157.0216,ok,
2026_07_21_gym,flight_26,62,349.69,144.5331,ok,
2026_07_21_gym,flight_26,63,333.04,150.2653,ok,
2026_07_21_gym,flight_26,64,316.39,138.9659,ok,
2026_07_21_gym,flight_26,65,299.74,123.3164,ok,
2026_07_21_gym,flight_26,66,283.08,121.7041,ok,
2026_07_21_gym,flight_26,67,266.43,121.1938,ok,
2026_07_21_gym,flight_26,68,249.78,114.1651,ok,
2026_07_21_gym,flight_26,69,233.13,108.7097,ok,
2026_07_21_gym,flight_26,70,216.48,102.9347,ok,
2026_07_21_gym,flight_26,71,199.82,108.1868,ok,
2026_07_21_gym,flight_26,72,183.17,104.1615,ok,
2026_07_21_gym,flight_26,73,166.52,93.5197,ok,
2026_07_21_gym,flight_26,74,149.87,89.1122,ok,
2026_07_21_gym,flight_26,75,133.22,85.9378,ok,
2026_07_21_gym,flight_26,76,116.56,85.8176,ok,
2026_07_21_gym,flight_26,77,99.91,89.3026,ok,
2026_07_21_gym,flight_26,78,83.26,76.8059,ok,
2026_07_21_gym,flight_26,79,66.61,74.3387,ok,
2026_07_21_gym,flight_26,80,49.95,69.1285,ok,
2026_07_21_gym,flight_26,81,33.30,64.9025,ok,
2026_07_21_gym,flight_26,82,16.65,63.3207,ok,
2026_07_21_gym,flight_27,3,1215.60,6259.5649,ok,
2026_07_21_gym,flight_27,4,1198.95,5042.4667,ok,
2026_07_21_gym,flight_27,5,1182.29,138.5750,ok,
2026_07_21_gym,flight_27,6,1165.64,614.1726,ok,
2026_07_21_gym,flight_27,7,1148.99,564.1289,ok,
2026_07_21_gym,flight_27,8,1132.34,634.5525,ok,
2026_07_21_gym,flight_27,9,1115.69,197.7523,ok,
2026_07_21_gym,flight_27,10,1099.04,367.9695,ok,
2026_07_21_gym,flight_27,11,1082.38,223.4438,ok,
2026_07_21_gym,flight_27,12,1065.73,305.5524,ok,
2026_07_21_gym,flight_27,13,1049.08,191.4539,ok,
2026_07_21_gym,flight_27,14,1032.43,165.3081,ok,
2026_07_21_gym,flight_27,15,1015.77,235.1236,ok,
2026_07_21_gym,flight_27,16,999.12,371.3315,ok,
2026_07_21_gym,flight_27,17,982.47,302.6390,ok,
2026_07_21_gym,flight_27,18,965.82,199.2750,ok,
2026_07_21_gym,flight_27,19,949.16,155.8478,ok,
2026_07_21_gym,flight_27,20,932.51,260.1304,ok,
2026_07_21_gym,flight_27,21,915.86,187.8968,ok,
2026_07_21_gym,flight_27,22,899.21,190.7394,ok,
2026_07_21_gym,flight_27,23,882.56,197.2568,ok,
2026_07_21_gym,flight_27,24,865.91,170.8106,ok,
2026_07_21_gym,flight_27,25,849.25,159.4902,ok,
2026_07_21_gym,flight_27,26,832.60,157.1630,ok,
2026_07_21_gym,flight_27,27,815.95,147.6923,ok,
2026_07_21_gym,flight_27,28,799.30,145.2055,ok,
2026_07_21_gym,flight_27,29,782.64,161.2440,ok,
2026_07_21_gym,flight_27,30,765.99,146.6404,ok,
2026_07_21_gym,flight_27,31,749.34,138.6820,ok,
2026_07_21_gym,flight_27,32,732.69,155.1717,ok,
2026_07_21_gym,flight_27,33,716.04,152.0497,ok,
2026_07_21_gym,flight_27,34,699.39,149.9644,ok,
2026_07_21_gym,flight_27,35,682.73,146.4392,ok,
2026_07_21_gym,flight_27,36,666.08,138.1105,ok,
2026_07_21_gym,flight_27,37,649.43,144.0388,ok,
2026_07_21_gym,flight_27,38,632.78,142.6849,ok,
2026_07_21_gym,flight_27,39,616.12,130.3962,ok,
2026_07_21_gym,flight_27,40,599.47,132.0776,ok,
2026_07_21_gym,flight_27,41,582.82,134.4451,ok,
2026_07_21_gym,flight_27,42,566.17,145.1239,ok,
2026_07_21_gym,flight_27,43,549.52,167.2121,ok,
2026_07_21_gym,flight_27,44,532.87,164.2260,ok,
2026_07_21_gym,flight_27,45,516.21,160.5056,ok,
2026_07_21_gym,flight_27,46,499.56,152.9694,ok,
2026_07_21_gym,flight_27,47,482.91,143.0567,ok,
2026_07_21_gym,flight_27,48,466.26,140.2474,ok,
2026_07_21_gym,flight_27,49,449.60,138.4294,ok,
2026_07_21_gym,flight_27,50,432.95,136.4908,ok,
2026_07_21_gym,flight_27,51,416.30,138.4086,ok,
2026_07_21_gym,flight_27,52,399.65,142.8877,ok,
2026_07_21_gym,flight_27,53,383.00,150.9564,ok,
2026_07_21_gym,flight_27,54,366.35,147.8722,ok,
2026_07_21_gym,flight_27,55,349.69,146.9075,ok,
2026_07_21_gym,flight_27,56,333.04,145.8443,ok,
2026_07_21_gym,flight_27,57,316.39,146.8146,ok,
2026_07_21_gym,flight_27,58,299.74,146.7083,ok,
2026_07_21_gym,flight_27,59,283.08,151.7202,ok,
2026_07_21_gym,flight_27,60,266.43,154.0121,ok,
2026_07_21_gym,flight_27,61,249.78,157.3968,ok,
2026_07_21_gym,flight_27,62,233.13,156.9510,ok,
2026_07_21_gym,flight_27,63,216.47,158.6450,ok,
2026_07_21_gym,flight_27,64,199.82,157.3446,ok,
2026_07_21_gym,flight_27,65,183.17,156.6295,ok,
2026_07_21_gym,flight_27,66,166.52,167.3618,ok,
2026_07_21_gym,flight_27,67,149.87,168.5113,ok,
2026_07_21_gym,flight_27,68,133.22,170.1242,ok,
2026_07_21_gym,flight_27,69,116.56,164.4504,ok,
2026_07_21_gym,flight_27,70,99.91,155.9703,ok,
2026_07_21_gym,flight_27,71,83.26,149.0928,ok,
2026_07_21_gym,flight_27,72,66.61,144.5011,ok,
2026_07_21_gym,flight_27,73,49.95,145.4317,ok,
2026_07_21_gym,flight_27,74,33.30,148.1243,ok,
2026_07_21_gym,flight_27,75,16.65,152.1635,ok,
2026_07_21_gym,flight_28,3,1198.95,3796.9780,ok,
2026_07_21_gym,flight_28,4,1182.30,3102.8115,ok,
2026_07_21_gym,flight_28,5,1165.64,357.4127,ok,
2026_07_21_gym,flight_28,6,1148.99,1282.2384,ok,
2026_07_21_gym,flight_28,7,1132.34,1402.3535,ok,
2026_07_21_gym,flight_28,8,1115.69,226.6430,ok,
2026_07_21_gym,flight_28,9,1099.04,688.7985,ok,
2026_07_21_gym,flight_28,10,1082.38,156.6711,ok,
2026_07_21_gym,flight_28,11,1065.73,313.3627,ok,
2026_07_21_gym,flight_28,12,1032.42,119.0344,ok,
2026_07_21_gym,flight_28,13,1015.78,214.7597,ok,
2026_07_21_gym,flight_28,14,999.12,249.2069,ok,
2026_07_21_gym,flight_28,15,982.47,204.7346,ok,
2026_07_21_gym,flight_28,16,965.82,244.4962,ok,
2026_07_21_gym,flight_28,17,949.17,138.3578,ok,
2026_07_21_gym,flight_28,18,932.51,138.3963,ok,
2026_07_21_gym,flight_28,19,915.86,121.9975,ok,
2026_07_21_gym,flight_28,20,899.21,129.2004,ok,
2026_07_21_gym,flight_28,21,882.56,136.8163,ok,
2026_07_21_gym,flight_28,22,865.90,170.1547,ok,
2026_07_21_gym,flight_28,23,849.25,164.7681,ok,
2026_07_21_gym,flight_28,24,832.60,154.0527,ok,
2026_07_21_gym,flight_28,25,815.95,205.4863,ok,
2026_07_21_gym,flight_28,26,799.30,196.4707,ok,
2026_07_21_gym,flight_28,27,782.65,229.2627,ok,
2026_07_21_gym,flight_28,28,765.99,253.5469,ok,
2026_07_21_gym,flight_28,29,749.34,174.9929,ok,
2026_07_21_gym,flight_28,30,732.69,179.4930,ok,
2026_07_21_gym,flight_28,31,716.04,176.3472,ok,
2026_07_21_gym,flight_28,32,699.39,170.7330,ok,
2026_07_21_gym,flight_28,33,682.73,165.6900,ok,
2026_07_21_gym,flight_28,34,666.08,160.7093,ok,
2026_07_21_gym,flight_28,35,649.43,151.9633,ok,
2026_07_21_gym,flight_28,36,632.78,146.0512,ok,
2026_07_21_gym,flight_28,37,616.13,139.5077,ok,
2026_07_21_gym,flight_28,38,599.47,144.3216,ok,
2026_07_21_gym,flight_28,39,582.82,140.6662,ok,
2026_07_21_gym,flight_28,40,566.17,144.9914,ok,
2026_07_21_gym,flight_28,41,549.52,117.7882,ok,
2026_07_21_gym,flight_28,42,532.86,115.2392,ok,
2026_07_21_gym,flight_28,43,516.21,108.3888,ok,
2026_07_21_gym,flight_28,44,499.56,108.4157,ok,
2026_07_21_gym,flight_28,45,482.91,106.1937,ok,
2026_07_21_gym,flight_28,46,466.26,98.9999,ok,
2026_07_21_gym,flight_28,47,449.61,94.5562,ok,
2026_07_21_gym,flight_28,48,432.95,106.8278,ok,
2026_07_21_gym,flight_28,49,416.30,118.6355,ok,
2026_07_21_gym,flight_28,50,399.65,120.6375,ok,
2026_07_21_gym,flight_28,51,366.34,111.9574,ok,
2026_07_21_gym,flight_28,52,349.69,109.5211,ok,
2026_07_21_gym,flight_28,53,333.04,97.3124,ok,
2026_07_21_gym,flight_28,54,316.39,93.0934,ok,
2026_07_21_gym,flight_28,55,299.74,87.4973,ok,
2026_07_21_gym,flight_28,56,283.09,94.4772,ok,
2026_07_21_gym,flight_28,57,266.43,91.0842,ok,
2026_07_21_gym,flight_28,58,249.78,92.9811,ok,
2026_07_21_gym,flight_28,59,233.13,97.1355,ok,
2026_07_21_gym,flight_28,60,216.48,97.7362,ok,
2026_07_21_gym,flight_28,61,199.82,102.9219,ok,
2026_07_21_gym,flight_28,62,183.17,101.5705,ok,
2026_07_21_gym,flight_28,63,166.52,100.7724,ok,
2026_07_21_gym,flight_28,64,149.87,88.7773,ok,
2026_07_21_gym,flight_28,65,133.21,93.1017,ok,
2026_07_21_gym,flight_28,66,116.56,92.8835,ok,
2026_07_21_gym,flight_28,67,99.91,84.3317,ok,
2026_07_21_gym,flight_28,68,83.26,88.5475,ok,
2026_07_21_gym,flight_28,69,66.61,89.1561,ok,
2026_07_21_gym,flight_28,70,49.96,92.6684,ok,
2026_07_21_gym,flight_28,71,33.30,82.1144,ok,
2026_07_21_gym,flight_29,3,1382.12,3492.6420,ok,
2026_07_21_gym,flight_29,4,1365.47,1525.0794,ok,
2026_07_21_gym,flight_29,5,1348.82,928.0177,ok,
2026_07_21_gym,flight_29,6,1332.16,1339.4132,ok,
2026_07_21_gym,flight_29,7,1315.51,687.5968,ok,
2026_07_21_gym,flight_29,8,1298.86,663.3878,ok,
2026_07_21_gym,flight_29,9,1282.21,796.5083,ok,
2026_07_21_gym,flight_29,10,1265.56,817.4587,ok,
2026_07_21_gym,flight_29,11,1248.90,1049.8702,ok,
2026_07_21_gym,flight_29,12,1232.25,979.4956,ok,
2026_07_21_gym,flight_29,13,1215.60,725.5280,ok,
2026_07_21_gym,flight_29,14,1198.95,607.0798,ok,
2026_07_21_gym,flight_29,15,1182.30,538.8423,ok,
2026_07_21_gym,flight_29,16,1165.64,455.7134,ok,
2026_07_21_gym,flight_29,17,1148.99,356.6383,ok,
2026_07_21_gym,flight_29,18,1132.34,592.8496,ok,
2026_07_21_gym,flight_29,19,1115.69,348.3431,ok,
2026_07_21_gym,flight_29,20,1099.04,294.2936,ok,
2026_07_21_gym,flight_29,21,1082.38,303.9011,ok,
2026_07_21_gym,flight_29,22,1065.73,251.7607,ok,
2026_07_21_gym,flight_29,23,1049.08,228.5025,ok,
2026_07_21_gym,flight_29,24,1032.43,200.6328,ok,
2026_07_21_gym,flight_29,25,1015.78,163.8244,ok,
2026_07_21_gym,flight_29,26,999.12,140.9623,ok,
2026_07_21_gym,flight_29,27,982.47,151.0423,ok,
2026_07_21_gym,flight_29,28,965.82,126.3319,ok,
2026_07_21_gym,flight_29,29,949.17,99.2940,ok,
2026_07_21_gym,flight_29,30,932.52,104.2039,ok,
2026_07_21_gym,flight_29,31,915.86,102.2034,ok,
2026_07_21_gym,flight_29,32,899.21,125.5985,ok,
2026_07_21_gym,flight_29,33,882.56,129.3452,ok,
2026_07_21_gym,flight_29,34,865.91,111.9935,ok,
2026_07_21_gym,flight_29,35,849.25,93.7993,ok,
2026_07_21_gym,flight_29,36,832.60,94.3515,ok,
2026_07_21_gym,flight_29,37,815.95,81.5831,ok,
2026_07_21_gym,flight_29,38,799.30,80.8116,ok,
2026_07_21_gym,flight_29,39,782.65,87.4889,ok,
2026_07_21_gym,flight_29,40,765.99,77.9358,ok,
2026_07_21_gym,flight_29,41,749.34,90.4936,ok,
2026_07_21_gym,flight_29,42,732.69,133.0047,ok,
2026_07_21_gym,flight_29,43,716.04,122.5357,ok,
2026_07_21_gym,flight_29,44,699.39,120.6802,ok,
2026_07_21_gym,flight_29,45,682.73,109.2367,ok,
2026_07_21_gym,flight_29,46,666.08,106.6352,ok,
2026_07_21_gym,flight_29,47,649.43,110.2944,ok,
2026_07_21_gym,flight_29,48,632.78,111.7550,ok,
2026_07_21_gym,flight_29,49,616.13,101.6462,ok,
2026_07_21_gym,flight_29,50,599.47,100.7978,ok,
2026_07_21_gym,flight_29,51,582.82,95.9685,ok,
2026_07_21_gym,flight_29,52,566.17,90.4148,ok,
2026_07_21_gym,flight_29,53,549.52,85.5378,ok,
2026_07_21_gym,flight_29,54,532.87,70.1425,ok,
2026_07_21_gym,flight_29,55,516.21,65.3219,ok,
2026_07_21_gym,flight_29,56,499.56,58.6474,ok,
2026_07_21_gym,flight_29,57,482.91,60.1925,ok,
2026_07_21_gym,flight_29,58,466.26,60.9308,ok,
2026_07_21_gym,flight_29,59,449.61,66.0487,ok,
2026_07_21_gym,flight_29,60,432.95,64.0724,ok,
2026_07_21_gym,flight_29,61,416.30,72.3467,ok,
2026_07_21_gym,flight_29,62,399.65,79.5273,ok,
2026_07_21_gym,flight_29,63,383.00,74.0561,ok,
2026_07_21_gym,flight_29,64,366.34,72.2042,ok,
2026_07_21_gym,flight_29,65,349.69,89.3144,ok,
2026_07_21_gym,flight_29,66,333.04,93.1921,ok,
2026_07_21_gym,flight_29,67,316.39,93.9478,ok,
2026_07_21_gym,flight_29,68,299.74,100.0010,ok,
2026_07_21_gym,flight_29,69,283.08,107.2126,ok,
2026_07_21_gym,flight_29,70,266.43,106.9407,ok,
2026_07_21_gym,flight_29,71,249.78,113.2513,ok,
2026_07_21_gym,flight_29,72,233.13,112.8754,ok,
2026_07_21_gym,flight_29,73,216.47,113.8374,ok,
2026_07_21_gym,flight_29,74,199.83,113.2016,ok,
2026_07_21_gym,flight_29,75,183.17,114.2296,ok,
2026_07_21_gym,flight_29,76,166.52,115.3628,ok,
2026_07_21_gym,flight_29,77,149.87,107.5091,ok,
2026_07_21_gym,flight_29,78,133.22,101.7418,ok,
2026_07_21_gym,flight_29,79,116.56,104.8804,ok,
2026_07_21_gym,flight_29,80,99.91,94.0208,ok,
2026_07_21_gym,flight_29,81,83.26,90.4099,ok,
2026_07_21_gym,flight_29,82,66.61,88.2398,ok,
2026_07_21_gym,flight_29,83,49.96,95.7522,ok,
2026_07_21_gym,flight_29,84,33.30,92.2765,ok,
2026_07_21_gym,flight_29,85,16.65,88.7044,ok,
2026_07_21_gym,flight_30,3,1332.16,6320.7981,ok,
2026_07_21_gym,flight_30,4,1315.51,2495.3185,ok,
2026_07_21_gym,flight_30,5,1298.86,1425.1700,ok,
2026_07_21_gym,flight_30,6,1282.21,1362.3825,ok,
2026_07_21_gym,flight_30,7,1265.56,330.8588,ok,
2026_07_21_gym,flight_30,8,1248.90,336.9737,ok,
2026_07_21_gym,flight_30,9,1232.25,370.9225,ok,
2026_07_21_gym,flight_30,10,1215.60,286.3316,ok,
2026_07_21_gym,flight_30,11,1198.95,304.5969,ok,
2026_07_21_gym,flight_30,12,1182.29,233.4938,ok,
2026_07_21_gym,flight_30,13,1165.64,231.0660,ok,
2026_07_21_gym,flight_30,14,1148.99,261.9882,ok,
2026_07_21_gym,flight_30,15,1132.34,274.1228,ok,
2026_07_21_gym,flight_30,16,1115.69,261.1264,ok,
2026_07_21_gym,flight_30,17,1099.04,242.1218,ok,
2026_07_21_gym,flight_30,18,1082.38,237.7211,ok,
2026_07_21_gym,flight_30,19,1065.73,190.9407,ok,
2026_07_21_gym,flight_30,20,1049.08,191.9823,ok,
2026_07_21_gym,flight_30,21,1032.43,184.9856,ok,
2026_07_21_gym,flight_30,22,1015.78,375.5929,ok,
2026_07_21_gym,flight_30,23,999.12,249.7607,ok,
