session,flight,N,lead_time_ms,error_mm,status,reason
2026_07_21_gym,flight_1,3,1465.38,6233.9597,ok,
2026_07_21_gym,flight_1,4,1448.73,322.3504,ok,
2026_07_21_gym,flight_1,5,1432.08,459.4833,ok,
2026_07_21_gym,flight_1,6,1415.42,764.3783,ok,
2026_07_21_gym,flight_1,7,1398.77,1431.5106,ok,
2026_07_21_gym,flight_1,8,1382.12,1500.4571,ok,
2026_07_21_gym,flight_1,9,1365.47,574.5672,ok,
2026_07_21_gym,flight_1,10,1348.82,889.1216,ok,
2026_07_21_gym,flight_1,11,1332.16,722.9503,ok,
2026_07_21_gym,flight_1,12,1315.51,598.3285,ok,
2026_07_21_gym,flight_1,13,1298.86,565.2189,ok,
2026_07_21_gym,flight_1,14,1282.21,475.2758,ok,
2026_07_21_gym,flight_1,15,1265.56,409.3241,ok,
2026_07_21_gym,flight_1,16,1248.90,531.6635,ok,
2026_07_21_gym,flight_1,17,1232.25,343.7642,ok,
2026_07_21_gym,flight_1,18,1215.60,218.3152,ok,
2026_07_21_gym,flight_1,19,1198.95,256.9554,ok,
2026_07_21_gym,flight_1,20,1182.29,177.0733,ok,
2026_07_21_gym,flight_1,21,1165.64,164.6667,ok,
2026_07_21_gym,flight_1,22,1148.99,282.7682,ok,
2026_07_21_gym,flight_1,23,1132.34,189.1331,ok,
2026_07_21_gym,flight_1,24,1115.69,173.8330,ok,
2026_07_21_gym,flight_1,25,1099.03,172.1701,ok,
2026_07_21_gym,flight_1,26,1082.38,141.3958,ok,
2026_07_21_gym,flight_1,27,1065.73,132.7117,ok,
2026_07_21_gym,flight_1,28,1049.08,164.7603,ok,
2026_07_21_gym,flight_1,29,1032.43,106.6414,ok,
2026_07_21_gym,flight_1,30,1015.77,86.4138,ok,
2026_07_21_gym,flight_1,31,999.12,74.5485,ok,
2026_07_21_gym,flight_1,32,982.47,75.6406,ok,
2026_07_21_gym,flight_1,33,965.82,75.7624,ok,
2026_07_21_gym,flight_1,34,949.17,76.3338,ok,
2026_07_21_gym,flight_1,35,932.51,71.7213,ok,
2026_07_21_gym,flight_1,36,915.86,65.9086,ok,
2026_07_21_gym,flight_1,37,899.21,77.0987,ok,
2026_07_21_gym,flight_1,38,882.56,83.8625,ok,
2026_07_21_gym,flight_1,39,865.91,84.1329,ok,
2026_07_21_gym,flight_1,40,849.25,69.7830,ok,
2026_07_21_gym,flight_1,41,832.60,45.4004,ok,
2026_07_21_gym,flight_1,42,815.95,39.0024,ok,
2026_07_21_gym,flight_1,43,799.30,40.8631,ok,
2026_07_21_gym,flight_1,44,782.65,31.9079,ok,
2026_07_21_gym,flight_1,45,765.99,30.9821,ok,
2026_07_21_gym,flight_1,46,749.34,47.8624,ok,
2026_07_21_gym,flight_1,47,732.69,59.9211,ok,
2026_07_21_gym,flight_1,48,716.04,46.8329,ok,
2026_07_21_gym,flight_1,49,699.39,28.1801,ok,
2026_07_21_gym,flight_1,50,682.73,22.3817,ok,
2026_07_21_gym,flight_1,51,666.08,15.8624,ok,
2026_07_21_gym,flight_1,52,649.43,18.2989,ok,
2026_07_21_gym,flight_1,53,632.78,25.6632,ok,
2026_07_21_gym,flight_1,54,616.13,17.3954,ok,
2026_07_21_gym,flight_1,55,599.47,14.2209,ok,
2026_07_21_gym,flight_1,56,582.82,15.2338,ok,
2026_07_21_gym,flight_1,57,566.17,21.5359,ok,
2026_07_21_gym,flight_1,58,549.52,22.7426,ok,
2026_07_21_gym,flight_1,59,532.87,17.1801,ok,
2026_07_21_gym,flight_1,60,516.21,17.3468,ok,
2026_07_21_gym,flight_1,61,499.56,30.3897,ok,
2026_07_21_gym,flight_1,62,482.91,34.6514,ok,
2026_07_21_gym,flight_1,63,466.26,27.7744,ok,
2026_07_21_gym,flight_1,64,449.61,25.1705,ok,
2026_07_21_gym,flight_1,65,432.95,26.0701,ok,
2026_07_21_gym,flight_1,66,416.30,30.6337,ok,
2026_07_21_gym,flight_1,67,399.65,31.2610,ok,
2026_07_21_gym,flight_1,68,383.00,28.1638,ok,
2026_07_21_gym,flight_1,69,366.35,25.4021,ok,
2026_07_21_gym,flight_1,70,349.69,27.6035,ok,
2026_07_21_gym,flight_1,71,333.04,28.2277,ok,
2026_07_21_gym,flight_1,72,316.39,20.6313,ok,
2026_07_21_gym,flight_1,73,299.74,21.3294,ok,
2026_07_21_gym,flight_1,74,283.09,19.1410,ok,
2026_07_21_gym,flight_1,75,249.78,19.6500,ok,
2026_07_21_gym,flight_1,76,233.13,20.3291,ok,
2026_07_21_gym,flight_1,77,199.83,20.4939,ok,
2026_07_21_gym,flight_1,78,183.17,20.3134,ok,
2026_07_21_gym,flight_1,79,149.87,23.7543,ok,
2026_07_21_gym,flight_1,80,133.21,28.2835,ok,
2026_07_21_gym,flight_1,81,116.56,29.4377,ok,
2026_07_21_gym,flight_1,82,99.91,33.7815,ok,
2026_07_21_gym,flight_1,83,83.26,37.5375,ok,
2026_07_21_gym,flight_1,84,66.61,41.4325,ok,
2026_07_21_gym,flight_1,85,49.96,45.4498,ok,
2026_07_21_gym,flight_1,86,33.30,51.6323,ok,
2026_07_21_gym,flight_2,3,466.26,756.7500,ok,
2026_07_21_gym,flight_2,4,449.61,403.1356,ok,
2026_07_21_gym,flight_2,5,432.95,236.2010,ok,
2026_07_21_gym,flight_2,6,416.30,277.9178,ok,
2026_07_21_gym,flight_2,7,399.65,222.5444,ok,
2026_07_21_gym,flight_2,8,383.00,126.3482,ok,
2026_07_21_gym,flight_2,9,366.35,142.0810,ok,
2026_07_21_gym,flight_2,10,349.69,147.3867,ok,
2026_07_21_gym,flight_2,11,333.04,137.7137,ok,
2026_07_21_gym,flight_2,12,316.39,149.9361,ok,
2026_07_21_gym,flight_2,13,299.74,178.9906,ok,
2026_07_21_gym,flight_2,14,283.09,156.5725,ok,
2026_07_21_gym,flight_2,15,266.43,156.1856,ok,
2026_07_21_gym,flight_2,16,249.78,135.4167,ok,
2026_07_21_gym,flight_2,17,233.13,104.9900,ok,
2026_07_21_gym,flight_2,18,216.48,99.2824,ok,
2026_07_21_gym,flight_2,19,199.82,91.5581,ok,
2026_07_21_gym,flight_2,20,183.17,96.5106,ok,
2026_07_21_gym,flight_2,21,166.52,89.1919,ok,
2026_07_21_gym,flight_2,22,133.22,89.5102,ok,
2026_07_21_gym,flight_2,23,116.56,88.3797,ok,
2026_07_21_gym,flight_2,24,99.91,78.4486,ok,
2026_07_21_gym,flight_2,25,83.26,90.7135,ok,
2026_07_21_gym,flight_2,26,66.61,91.3440,ok,
2026_07_21_gym,flight_2,27,49.96,94.1435,ok,
2026_07_21_gym,flight_2,28,33.30,88.6732,ok,
2026_07_21_gym,flight_2,29,16.65,74.1951,ok,
2026_07_21_gym,flight_3,3,632.78,1025.7204,ok,
2026_07_21_gym,flight_3,4,616.13,1192.0241,ok,
2026_07_21_gym,flight_3,5,599.47,1014.5884,ok,
2026_07_21_gym,flight_3,6,582.82,810.5850,ok,
2026_07_21_gym,flight_3,7,566.17,663.7540,ok,
2026_07_21_gym,flight_3,8,549.52,552.6486,ok,
2026_07_21_gym,flight_3,9,532.87,470.2728,ok,
2026_07_21_gym,flight_3,10,516.21,399.1307,ok,
2026_07_21_gym,flight_3,11,499.56,348.3227,ok,
2026_07_21_gym,flight_3,12,482.91,284.1043,ok,
2026_07_21_gym,flight_3,13,466.26,256.3725,ok,
2026_07_21_gym,flight_3,14,449.61,245.8406,ok,
2026_07_21_gym,flight_3,15,432.95,189.2019,ok,
2026_07_21_gym,flight_3,16,416.30,106.3199,ok,
2026_07_21_gym,flight_3,17,399.65,92.3672,ok,
2026_07_21_gym,flight_3,18,383.00,84.3489,ok,
2026_07_21_gym,flight_3,19,366.35,78.1161,ok,
2026_07_21_gym,flight_3,20,333.04,79.1331,ok,
2026_07_21_gym,flight_3,21,316.39,62.4721,ok,
2026_07_21_gym,flight_3,22,299.74,43.8948,ok,
2026_07_21_gym,flight_3,23,283.08,42.9727,ok,
2026_07_21_gym,flight_3,24,266.43,40.9795,ok,
2026_07_21_gym,flight_3,25,249.78,50.3733,ok,
2026_07_21_gym,flight_3,26,233.13,52.5863,ok,
2026_07_21_gym,flight_3,27,216.48,75.0446,ok,
2026_07_21_gym,flight_3,28,199.82,60.3813,ok,
2026_07_21_gym,flight_3,29,183.17,48.2065,ok,
2026_07_21_gym,flight_3,30,166.52,41.6522,ok,
2026_07_21_gym,flight_3,31,133.22,38.4153,ok,
2026_07_21_gym,flight_3,32,116.56,29.2002,ok,
2026_07_21_gym,flight_3,33,99.91,26.5096,ok,
2026_07_21_gym,flight_3,34,83.26,22.9398,ok,
2026_07_21_gym,flight_3,35,66.61,23.2998,ok,
2026_07_21_gym,flight_3,36,49.96,30.4375,ok,
2026_07_21_gym,flight_3,37,33.30,27.2352,ok,
2026_07_21_gym,flight_3,38,16.65,26.5853,ok,
2026_07_21_gym,flight_4,3,532.87,2108.0292,ok,
2026_07_21_gym,flight_4,4,516.21,570.2992,ok,
2026_07_21_gym,flight_4,5,499.56,1368.4265,ok,
2026_07_21_gym,flight_4,6,482.91,1483.2589,ok,
2026_07_21_gym,flight_4,7,466.26,1385.6010,ok,
2026_07_21_gym,flight_4,8,449.61,1203.7160,ok,
2026_07_21_gym,flight_4,9,432.95,894.6420,ok,
2026_07_21_gym,flight_4,10,416.30,662.5648,ok,
2026_07_21_gym,flight_4,11,399.65,544.8095,ok,
2026_07_21_gym,flight_4,12,383.00,393.3092,ok,
2026_07_21_gym,flight_4,13,366.35,359.1643,ok,
2026_07_21_gym,flight_4,14,349.69,321.2613,ok,
2026_07_21_gym,flight_4,15,333.04,251.7957,ok,
2026_07_21_gym,flight_4,16,316.39,231.2539,ok,
2026_07_21_gym,flight_4,17,299.74,200.2811,ok,
2026_07_21_gym,flight_4,18,283.08,181.2626,ok,
2026_07_21_gym,flight_4,19,266.43,174.4798,ok,
2026_07_21_gym,flight_4,20,249.78,181.2212,ok,
2026_07_21_gym,flight_4,21,233.13,95.5066,ok,
2026_07_21_gym,flight_4,22,216.48,76.6486,ok,
2026_07_21_gym,flight_4,23,199.82,84.9928,ok,
2026_07_21_gym,flight_4,24,183.17,72.9917,ok,
2026_07_21_gym,flight_4,25,166.52,48.4981,ok,
2026_07_21_gym,flight_4,26,149.87,58.2137,ok,
2026_07_21_gym,flight_4,27,133.21,61.2158,ok,
2026_07_21_gym,flight_4,28,116.56,68.6572,ok,
2026_07_21_gym,flight_4,29,99.91,63.0549,ok,
2026_07_21_gym,flight_4,30,83.26,56.8530,ok,
2026_07_21_gym,flight_4,31,66.61,50.4128,ok,
2026_07_21_gym,flight_4,32,49.93,42.4772,ok,
2026_07_21_gym,flight_4,33,33.30,63.2218,ok,
2026_07_21_gym,flight_4,34,16.65,57.2534,ok,
2026_07_21_gym,flight_5,3,549.52,1316.7801,ok,
2026_07_21_gym,flight_5,4,532.87,684.9695,ok,
2026_07_21_gym,flight_5,5,516.22,567.0837,ok,
2026_07_21_gym,flight_5,6,499.56,378.0255,ok,
2026_07_21_gym,flight_5,7,482.91,386.7341,ok,
2026_07_21_gym,flight_5,8,466.26,231.5435,ok,
2026_07_21_gym,flight_5,9,449.61,265.1674,ok,
2026_07_21_gym,flight_5,10,432.95,197.6793,ok,
2026_07_21_gym,flight_5,11,416.30,158.6549,ok,
2026_07_21_gym,flight_5,12,399.65,153.3183,ok,
2026_07_21_gym,flight_5,13,383.00,101.4894,ok,
2026_07_21_gym,flight_5,14,366.35,92.7148,ok,
2026_07_21_gym,flight_5,15,349.69,78.1935,ok,
2026_07_21_gym,flight_5,16,333.04,52.0496,ok,
2026_07_21_gym,flight_5,17,316.39,31.4594,ok,
2026_07_21_gym,flight_5,18,299.74,29.9229,ok,
2026_07_21_gym,flight_5,19,283.09,26.6084,ok,
2026_07_21_gym,flight_5,20,266.43,36.3141,ok,
2026_07_21_gym,flight_5,21,249.78,54.9079,ok,
2026_07_21_gym,flight_5,22,233.13,44.9164,ok,
2026_07_21_gym,flight_5,23,216.48,40.3271,ok,
2026_07_21_gym,flight_5,24,199.83,44.5184,ok,
2026_07_21_gym,flight_5,25,183.17,41.2081,ok,
2026_07_21_gym,flight_5,26,166.52,47.0068,ok,
2026_07_21_gym,flight_5,27,149.87,58.1656,ok,
2026_07_21_gym,flight_5,28,133.22,58.6901,ok,
2026_07_21_gym,flight_5,29,116.56,74.6982,ok,
2026_07_21_gym,flight_5,30,99.91,63.2437,ok,
2026_07_21_gym,flight_5,31,83.26,54.6095,ok,
2026_07_21_gym,flight_5,32,66.61,59.2977,ok,
2026_07_21_gym,flight_5,33,49.96,60.8587,ok,
2026_07_21_gym,flight_5,34,33.30,63.2203,ok,
2026_07_21_gym,flight_5,35,16.65,49.5361,ok,
2026_07_21_gym,flight_6,3,649.43,1302.5734,ok,
2026_07_21_gym,flight_6,4,632.78,462.4248,ok,
2026_07_21_gym,flight_6,5,616.13,189.0898,ok,
2026_07_21_gym,flight_6,6,599.48,365.6185,ok,
2026_07_21_gym,flight_6,7,582.82,339.8127,ok,
2026_07_21_gym,flight_6,8,566.17,182.5509,ok,
2026_07_21_gym,flight_6,9,549.52,198.3187,ok,
2026_07_21_gym,flight_6,10,532.87,393.5481,ok,
2026_07_21_gym,flight_6,11,516.22,667.2297,ok,
2026_07_21_gym,flight_6,12,499.56,725.6760,ok,
2026_07_21_gym,flight_6,13,482.91,628.5872,ok,
2026_07_21_gym,flight_6,14,466.26,525.6439,ok,
2026_07_21_gym,flight_6,15,449.61,443.5036,ok,
2026_07_21_gym,flight_6,16,432.96,398.2545,ok,
2026_07_21_gym,flight_6,17,416.30,291.6419,ok,
2026_07_21_gym,flight_6,18,399.65,262.1335,ok,
2026_07_21_gym,flight_6,19,383.00,190.1870,ok,
2026_07_21_gym,flight_6,20,366.35,153.0474,ok,
2026_07_21_gym,flight_6,21,349.70,126.2164,ok,
2026_07_21_gym,flight_6,22,333.04,74.6126,ok,
2026_07_21_gym,flight_6,23,316.39,50.2408,ok,
2026_07_21_gym,flight_6,24,299.74,41.9337,ok,
2026_07_21_gym,flight_6,25,283.09,52.2706,ok,
2026_07_21_gym,flight_6,26,266.44,64.0276,ok,
2026_07_21_gym,flight_6,27,249.78,62.1945,ok,
2026_07_21_gym,flight_6,28,233.13,89.5433,ok,
2026_07_21_gym,flight_6,29,216.48,71.6592,ok,
2026_07_21_gym,flight_6,30,199.83,69.6832,ok,
2026_07_21_gym,flight_6,31,183.17,98.8650,ok,
2026_07_21_gym,flight_6,32,166.52,99.4632,ok,
2026_07_21_gym,flight_6,33,149.87,100.2962,ok,
2026_07_21_gym,flight_6,34,133.21,87.7195,ok,
2026_07_21_gym,flight_6,35,116.57,83.1212,ok,
2026_07_21_gym,flight_6,36,99.91,76.6679,ok,
2026_07_21_gym,flight_6,37,83.26,78.9298,ok,
2026_07_21_gym,flight_6,38,66.61,71.5888,ok,
2026_07_21_gym,flight_6,39,49.96,69.0240,ok,
2026_07_21_gym,flight_6,40,33.30,67.2397,ok,
2026_07_21_gym,flight_6,41,16.65,63.7469,ok,
2026_07_21_gym,flight_7,3,416.30,125.9286,ok,
2026_07_21_gym,flight_7,4,399.65,100.9514,ok,
2026_07_21_gym,flight_7,5,383.00,563.5052,ok,
2026_07_21_gym,flight_7,6,366.34,606.0313,ok,
2026_07_21_gym,flight_7,7,349.69,300.0078,ok,
2026_07_21_gym,flight_7,8,333.04,383.4150,ok,
2026_07_21_gym,flight_7,9,316.39,304.5544,ok,
2026_07_21_gym,flight_7,10,299.74,186.6415,ok,
2026_07_21_gym,flight_7,11,283.08,238.3104,ok,
2026_07_21_gym,flight_7,12,266.43,180.2912,ok,
2026_07_21_gym,flight_7,13,249.78,187.3094,ok,
2026_07_21_gym,flight_7,14,233.13,195.2685,ok,
2026_07_21_gym,flight_7,15,216.48,208.1768,ok,
2026_07_21_gym,flight_7,16,199.82,203.3796,ok,
2026_07_21_gym,flight_7,17,183.17,147.3531,ok,
2026_07_21_gym,flight_7,18,166.52,114.9945,ok,
2026_07_21_gym,flight_7,19,149.87,92.2663,ok,
2026_07_21_gym,flight_7,20,133.22,81.5514,ok,
2026_07_21_gym,flight_7,21,116.56,104.1173,ok,
2026_07_21_gym,flight_7,22,99.91,120.2648,ok,
2026_07_21_gym,flight_7,23,83.26,101.0474,ok,
2026_07_21_gym,flight_7,24,66.61,81.9341,ok,
2026_07_21_gym,flight_7,25,49.96,72.0567,ok,
2026_07_21_gym,flight_7,26,33.30,57.9055,ok,
2026_07_21_gym,flight_7,27,16.65,49.2656,ok,
2026_07_21_gym,flight_8,3,549.52,2548.5287,ok,
2026_07_21_gym,flight_8,4,532.86,1528.0748,ok,
2026_07_21_gym,flight_8,5,516.21,1600.5217,ok,
2026_07_21_gym,flight_8,6,499.56,1603.9752,ok,
2026_07_21_gym,flight_8,7,482.91,1359.8238,ok,
2026_07_21_gym,flight_8,8,466.26,922.6916,ok,
2026_07_21_gym,flight_8,9,449.61,523.4483,ok,
2026_07_21_gym,flight_8,10,432.95,269.9763,ok,
2026_07_21_gym,flight_8,11,416.30,149.4993,ok,
2026_07_21_gym,flight_8,12,399.65,106.4831,ok,
2026_07_21_gym,flight_8,13,383.00,118.9154,ok,
2026_07_21_gym,flight_8,14,366.35,121.9900,ok,
2026_07_21_gym,flight_8,15,349.69,117.8800,ok,
2026_07_21_gym,flight_8,16,333.04,115.4715,ok,
2026_07_21_gym,flight_8,17,316.39,99.0121,ok,
2026_07_21_gym,flight_8,18,299.74,85.4129,ok,
2026_07_21_gym,flight_8,19,283.09,83.0488,ok,
2026_07_21_gym,flight_8,20,266.43,80.0003,ok,
2026_07_21_gym,flight_8,21,249.78,88.3707,ok,
2026_07_21_gym,flight_8,22,233.13,88.7671,ok,
2026_07_21_gym,flight_8,23,216.48,79.4939,ok,
2026_07_21_gym,flight_8,24,199.82,82.8509,ok,
2026_07_21_gym,flight_8,25,183.17,80.1203,ok,
2026_07_21_gym,flight_8,26,166.52,79.2766,ok,
2026_07_21_gym,flight_8,27,149.87,76.1351,ok,
2026_07_21_gym,flight_8,28,133.22,71.3972,ok,
2026_07_21_gym,flight_8,29,116.56,66.0108,ok,
2026_07_21_gym,flight_8,30,99.91,66.0127,ok,
2026_07_21_gym,flight_8,31,83.26,56.3958,ok,
2026_07_21_gym,flight_8,32,66.61,51.4636,ok,
2026_07_21_gym,flight_8,33,49.96,45.4644,ok,
2026_07_21_gym,flight_8,34,33.30,44.2972,ok,
2026_07_21_gym,flight_8,35,16.65,40.9897,ok,
2026_07_21_gym,flight_9,3,632.78,573.5708,ok,
2026_07_21_gym,flight_9,4,616.13,546.1618,ok,
2026_07_21_gym,flight_9,5,599.47,499.1036,ok,
2026_07_21_gym,flight_9,6,582.82,419.9828,ok,
2026_07_21_gym,flight_9,7,566.17,211.6037,ok,
2026_07_21_gym,flight_9,8,549.52,180.1366,ok,
2026_07_21_gym,flight_9,9,532.87,158.4374,ok,
2026_07_21_gym,flight_9,10,516.21,133.7863,ok,
2026_07_21_gym,flight_9,11,499.56,100.6314,ok,
2026_07_21_gym,flight_9,12,482.91,98.7620,ok,
2026_07_21_gym,flight_9,13,466.26,100.1643,ok,
2026_07_21_gym,flight_9,14,449.60,109.6089,ok,
2026_07_21_gym,flight_9,15,432.95,110.4810,ok,
2026_07_21_gym,flight_9,16,416.30,110.1918,ok,
2026_07_21_gym,flight_9,17,399.65,102.1615,ok,
2026_07_21_gym,flight_9,18,383.00,117.5871,ok,
2026_07_21_gym,flight_9,19,366.34,109.6169,ok,
2026_07_21_gym,flight_9,20,349.69,106.0811,ok,
2026_07_21_gym,flight_9,21,333.04,103.0657,ok,
2026_07_21_gym,flight_9,22,316.39,91.0136,ok,
2026_07_21_gym,flight_9,23,299.74,78.2774,ok,
2026_07_21_gym,flight_9,24,283.08,74.1536,ok,
2026_07_21_gym,flight_9,25,266.43,69.2296,ok,
2026_07_21_gym,flight_9,26,249.78,70.9685,ok,
2026_07_21_gym,flight_9,27,233.13,65.9349,ok,
2026_07_21_gym,flight_9,28,216.48,63.3310,ok,
2026_07_21_gym,flight_9,29,199.82,58.7451,ok,
2026_07_21_gym,flight_9,30,183.17,56.9799,ok,
2026_07_21_gym,flight_9,31,166.52,55.9798,ok,
2026_07_21_gym,flight_9,32,149.87,56.1988,ok,
2026_07_21_gym,flight_9,33,133.22,53.5262,ok,
2026_07_21_gym,flight_9,34,116.56,50.1372,ok,
2026_07_21_gym,flight_9,35,99.91,48.7079,ok,
2026_07_21_gym,flight_9,36,83.26,48.1931,ok,
2026_07_21_gym,flight_9,37,66.61,47.8771,ok,
2026_07_21_gym,flight_9,38,49.95,58.2359,ok,
2026_07_21_gym,flight_9,39,33.30,62.7757,ok,
2026_07_21_gym,flight_9,40,16.65,59.8069,ok,
2026_07_21_gym,flight_10,3,499.56,1046.2308,ok,
2026_07_21_gym,flight_10,4,482.91,633.9379,ok,
2026_07_21_gym,flight_10,5,466.26,749.1714,ok,
2026_07_21_gym,flight_10,6,449.61,1176.8792,ok,
2026_07_21_gym,flight_10,7,432.95,658.4145,ok,
2026_07_21_gym,flight_10,8,416.30,431.4716,ok,
2026_07_21_gym,flight_10,9,399.65,219.2580,ok,
2026_07_21_gym,flight_10,10,383.00,155.8069,ok,
2026_07_21_gym,flight_10,11,366.35,86.4988,ok,
2026_07_21_gym,flight_10,12,349.69,46.9638,ok,
2026_07_21_gym,flight_10,13,333.04,43.7159,ok,
2026_07_21_gym,flight_10,14,316.39,52.6220,ok,
2026_07_21_gym,flight_10,15,299.74,43.0259,ok,
2026_07_21_gym,flight_10,16,283.09,57.0407,ok,
2026_07_21_gym,flight_10,17,266.43,124.2563,ok,
2026_07_21_gym,flight_10,18,249.78,66.0813,ok,
2026_07_21_gym,flight_10,19,233.13,56.2276,ok,
2026_07_21_gym,flight_10,20,216.48,62.4778,ok,
2026_07_21_gym,flight_10,21,199.82,79.3291,ok,
2026_07_21_gym,flight_10,22,183.17,67.8680,ok,
2026_07_21_gym,flight_10,23,166.52,57.4109,ok,
2026_07_21_gym,flight_10,24,149.87,55.9183,ok,
2026_07_21_gym,flight_10,25,133.22,55.0888,ok,
2026_07_21_gym,flight_10,26,116.56,46.5600,ok,
2026_07_21_gym,flight_10,27,99.91,45.5906,ok,
2026_07_21_gym,flight_10,28,83.26,40.8645,ok,
2026_07_21_gym,flight_10,29,66.61,45.0647,ok,
2026_07_21_gym,flight_10,30,49.96,42.7253,ok,
2026_07_21_gym,flight_10,31,33.30,34.9934,ok,
2026_07_21_gym,flight_10,32,16.65,30.0691,ok,
2026_07_21_gym,flight_11,3,882.56,1733.8405,ok,
2026_07_21_gym,flight_11,4,865.91,996.0816,ok,
2026_07_21_gym,flight_11,5,849.25,977.0645,ok,
2026_07_21_gym,flight_11,6,832.60,427.6083,ok,
2026_07_21_gym,flight_11,7,815.95,286.4130,ok,
2026_07_21_gym,flight_11,8,799.30,152.5834,ok,
2026_07_21_gym,flight_11,9,782.65,223.3447,ok,
2026_07_21_gym,flight_11,10,765.99,204.7045,ok,
2026_07_21_gym,flight_11,11,749.34,218.3047,ok,
2026_07_21_gym,flight_11,12,732.69,200.5013,ok,
2026_07_21_gym,flight_11,13,716.04,138.5658,ok,
2026_07_21_gym,flight_11,14,699.39,150.3050,ok,
2026_07_21_gym,flight_11,15,682.73,249.8993,ok,
2026_07_21_gym,flight_11,16,666.08,178.7305,ok,
2026_07_21_gym,flight_11,17,649.43,192.2844,ok,
2026_07_21_gym,flight_11,18,632.78,187.7739,ok,
2026_07_21_gym,flight_11,19,616.13,178.7644,ok,
2026_07_21_gym,flight_11,20,599.47,191.3058,ok,
2026_07_21_gym,flight_11,21,582.82,224.7693,ok,
2026_07_21_gym,flight_11,22,566.17,217.3635,ok,
2026_07_21_gym,flight_11,23,549.52,220.0469,ok,
2026_07_21_gym,flight_11,24,532.87,226.1566,ok,
2026_07_21_gym,flight_11,25,516.21,239.0747,ok,
2026_07_21_gym,flight_11,26,499.56,256.5325,ok,
2026_07_21_gym,flight_11,27,482.91,278.9971,ok,
2026_07_21_gym,flight_11,28,466.26,281.4458,ok,
2026_07_21_gym,flight_11,29,449.61,274.0416,ok,
2026_07_21_gym,flight_11,30,432.95,265.3254,ok,
2026_07_21_gym,flight_11,31,416.30,250.5580,ok,
2026_07_21_gym,flight_11,32,399.65,221.2828,ok,
2026_07_21_gym,flight_11,33,383.00,197.8866,ok,
2026_07_21_gym,flight_11,34,366.35,181.7787,ok,
2026_07_21_gym,flight_11,35,349.69,183.6341,ok,
2026_07_21_gym,flight_11,36,333.04,163.5108,ok,
2026_07_21_gym,flight_11,37,316.39,159.4936,ok,
2026_07_21_gym,flight_11,38,299.74,149.3204,ok,
2026_07_21_gym,flight_11,39,283.09,141.6002,ok,
2026_07_21_gym,flight_11,40,266.43,151.0379,ok,
2026_07_21_gym,flight_11,41,249.78,154.4125,ok,
2026_07_21_gym,flight_11,42,233.13,143.3009,ok,
2026_07_21_gym,flight_11,43,216.48,135.5913,ok,
2026_07_21_gym,flight_11,44,199.83,120.9806,ok,
2026_07_21_gym,flight_11,45,183.17,112.6399,ok,
2026_07_21_gym,flight_11,46,166.52,108.2361,ok,
2026_07_21_gym,flight_11,47,149.87,105.2414,ok,
2026_07_21_gym,flight_11,48,133.22,103.6997,ok,
2026_07_21_gym,flight_11,49,116.57,103.5752,ok,
2026_07_21_gym,flight_11,50,83.26,102.4217,ok,
2026_07_21_gym,flight_11,51,66.61,89.7214,ok,
2026_07_21_gym,flight_11,52,49.96,77.4297,ok,
2026_07_21_gym,flight_11,53,33.30,69.2060,ok,
2026_07_21_gym,flight_11,54,16.65,65.4056,ok,
2026_07_21_gym,flight_12,3,649.43,191.2969,ok,
2026_07_21_gym,flight_12,4,632.78,880.3944,ok,
2026_07_21_gym,flight_12,5,616.13,885.1939,ok,
2026_07_21_gym,flight_12,6,599.47,521.3333,ok,
2026_07_21_gym,flight_12,7,582.82,394.7510,ok,
2026_07_21_gym,flight_12,8,566.17,216.9921,ok,
2026_07_21_gym,flight_12,9,549.52,165.2977,ok,
2026_07_21_gym,flight_12,10,532.87,141.8345,ok,
2026_07_21_gym,flight_12,11,516.21,96.9587,ok,
2026_07_21_gym,flight_12,12,499.56,85.1831,ok,
2026_07_21_gym,flight_12,13,482.91,96.5843,ok,
2026_07_21_gym,flight_12,14,466.26,119.1782,ok,
2026_07_21_gym,flight_12,15,449.61,96.7478,ok,
2026_07_21_gym,flight_12,16,432.95,100.0742,ok,
2026_07_21_gym,flight_12,17,416.30,84.3587,ok,
2026_07_21_gym,flight_12,18,399.65,63.2930,ok,
2026_07_21_gym,flight_12,19,383.00,83.8092,ok,
2026_07_21_gym,flight_12,20,366.35,74.3461,ok,
2026_07_21_gym,flight_12,21,349.69,66.8421,ok,
2026_07_21_gym,flight_12,22,333.04,68.8778,ok,
2026_07_21_gym,flight_12,23,316.39,50.5770,ok,
2026_07_21_gym,flight_12,24,299.74,57.2699,ok,
2026_07_21_gym,flight_12,25,283.09,70.7519,ok,
2026_07_21_gym,flight_12,26,266.43,79.6281,ok,
2026_07_21_gym,flight_12,27,249.78,82.7326,ok,
2026_07_21_gym,flight_12,28,233.13,73.9305,ok,
2026_07_21_gym,flight_12,29,216.48,75.6175,ok,
2026_07_21_gym,flight_12,30,199.83,79.7766,ok,
2026_07_21_gym,flight_12,31,183.17,93.0759,ok,
2026_07_21_gym,flight_12,32,166.52,102.3372,ok,
2026_07_21_gym,flight_12,33,149.87,96.4223,ok,
2026_07_21_gym,flight_12,34,133.22,94.1948,ok,
2026_07_21_gym,flight_12,35,116.56,92.7789,ok,
2026_07_21_gym,flight_12,36,99.91,84.7572,ok,
2026_07_21_gym,flight_12,37,83.26,80.7933,ok,
