frame_number,u,v
12,220.0950,588.5969
13,230.4421,570.6228
14,239.2626,557.4380
15,253.2641,542.9489
16,265.8476,523.1672
17,277.5022,509.9698
18,289.4387,495.5998
19,300.4449,480.0932
20,310.9484,468.5898
21,322.0827,456.1986
22,332.8821,442.6734
23,345.9381,430.7883
24,357.4760,420.6584
25,367.7924,410.1018
26,382.6548,398.7618
27,394.0572,389.0828
28,403.7656,382.5429
29,413.9877,374.7179
30,425.8337,366.8791
31,437.0913,359.5242
32,445.3351,354.6427
33,456.3023,348.0434
34,467.3150,340.8976
35,477.9369,337.4850
36,488.2850,332.0209
37,499.6223,326.0541
38,509.8261,323.9912
39,520.3333,319.7551
40,531.2852,314.6937
41,541.3781,311.9927
42,552.6978,309.2252
43,561.9772,306.9229
44,572.3007,305.1247
45,583.1880,304.9293
46,592.3238,304.4459
47,600.0826,305.6535
48,610.8454,305.2809
49,619.8159,304.6925
50,629.4470,305.9758
51,639.2239,306.9510
52,648.4314,307.7276
53,657.7532,310.5566
54,667.5297,312.3907
55,677.1599,315.0689
56,686.7333,318.7785
57,696.3704,322.2731
58,705.2216,325.7682
59,714.4538,331.8139
60,724.3973,335.3547
61,732.1515,339.2012
62,742.3090,345.9145
63,751.0625,350.6067
64,760.2172,356.8708
65,769.0399,364.8724
66,778.8822,369.2360
67,787.9868,378.5194
68,796.4489,386.5156
69,805.3200,393.7691
70,816.0496,404.0622
71,826.9292,413.7473
72,837.7151,422.4815
73,847.4382,431.9892
74,854.9481,443.5874
75,865.1721,453.1716
76,874.7659,463.9280
77,881.0270,478.4196
78,890.3989,488.1535
79,901.2637,499.6281
80,908.8816,514.9212
81,917.9835,525.5877
82,925.5760,543.5058
83,934.6239,556.6918
84,946.1228,567.9236
85,954.9719,583.8384
86,964.2202,595.4632
87,971.5079,617.7758
88,979.6742,633.2838
89,987.6422,650.9396
90,996.5004,665.1834
91,1004.0549,683.1485
92,1012.1026,700.7963
93,1020.6463,719.0809
94,1027.8475,737.0465
95,1035.1642,754.1853
97,1050.7103,786.1146
98,1055.1899,808.4779
99,1060.4344,827.9473
100,1067.2576,844.2308
101,1076.0570,862.4642
102,1078.8221,885.5737
103,1085.6559,893.8457
