frame_number,u,v
6,231.1038,586.9737
7,243.4726,571.0512
8,252.2914,552.2625
9,264.7762,536.5210
10,276.0003,520.6106
11,286.4958,500.9093
12,301.0589,492.4272
13,311.4360,475.5192
14,323.9329,457.7589
15,339.8689,447.8939
16,349.4909,433.9162
17,361.4885,418.7149
18,377.7803,409.6292
19,385.8892,396.6238
20,402.0114,383.1312
21,416.5393,375.7089
22,425.3078,363.7022
23,439.3377,354.9145
24,453.0545,346.3714
25,464.5026,338.5459
26,477.7126,330.8169
27,490.9316,322.4923
28,501.4902,315.6256
29,514.3966,309.0178
30,526.9238,303.2171
31,537.6957,295.8610
32,549.4980,289.9833
33,562.7556,285.4683
34,571.1023,279.8471
35,581.8478,275.5056
36,596.3989,273.1542
37,605.9397,269.3786
38,618.1086,266.3016
39,632.6202,265.1711
40,643.4948,262.5761
41,656.1129,262.3519
42,669.1921,263.2033
43,680.2901,261.2648
44,693.3030,261.2045
45,706.4456,262.9780
46,718.2947,263.0035
47,731.2534,264.3750
48,743.0759,267.1246
49,756.7318,265.7581
50,769.7623,267.8754
51,779.9175,272.3892
52,796.2240,274.1755
53,810.7682,271.0402
54,819.3457,282.3366
55,185.3984,802.3845
56,176.8791,810.1344
57,858.5162,295.3911
58,868.8230,296.8395
60,896.1723,315.0165
61,910.2751,323.8316
62,922.1786,333.1612
63,935.6940,343.9978
64,956.0032,351.5487
65,966.1043,364.9275
66,979.8270,377.4791
67,995.0432,382.0679
68,1002.9223,399.8416
69,1016.2514,409.3509
70,1027.7042,421.2991
71,1039.6617,433.9010
72,1052.7492,449.5633
73,1063.5687,462.6268
74,1078.1405,483.6398
75,1090.8093,498.9451
76,1099.9541,510.1185
77,1116.2083,535.7703
78,1131.4110,550.3556
79,1140.6036,577.7477
80,1156.1048,591.1467
81,1167.0661,605.4564
82,1179.9365,629.1477
83,1186.8824,647.2709
84,1199.0172,667.4565
85,1209.9572,685.8077
86,1219.8336,709.8349
87,1228.8188,730.8754
88,1244.0088,740.0439
89,1245.5877,771.6649
90,1255.3755,790.8738
91,1263.7481,806.0377
92,1269.7570,830.5463
93,1276.6976,850.0440
94,1284.5374,866.5918
95,1288.4417,892.1117
