frame_number,u,v
22,457.5881,742.4095
23,465.3357,723.7411
24,472.2592,708.4752
25,485.4080,690.7843
26,492.7506,671.6511
27,502.2496,658.9939
28,510.9201,645.0872
29,519.1426,631.5532
30,529.0879,617.0827
31,538.7809,601.4011
32,542.7303,590.9990
33,552.0228,578.6296
34,561.1285,566.2436
35,567.4171,554.2735
36,577.7290,543.9430
37,586.4555,534.5849
38,593.8248,523.6594
39,602.6891,514.5814
40,610.8462,508.3877
41,617.6326,498.1599
42,627.0575,492.5224
43,634.6983,485.1594
44,640.7161,477.8209
45,648.6905,472.9033
46,657.5374,468.2240
47,661.8616,463.8364
48,671.3139,458.2203
49,678.4253,452.1106
50,680.1226,442.6015
53,703.1524,436.8524
55,724.3533,445.4952
56,726.7856,435.8705
57,739.7168,445.0184
58,745.8917,445.7678
59,752.5771,448.3726
60,761.0627,448.2319
61,767.6423,450.5458
62,771.8156,454.8255
63,782.1238,455.4851
64,795.9737,460.6697
68,830.8263,471.8509
69,832.4809,474.9590
70,843.0798,480.5869
72,853.3630,498.0297
73,860.3374,504.6491
74,870.5761,516.7669
75,874.4049,522.0441
76,882.8259,530.5776
77,890.1739,543.9174
78,894.7133,554.2903
79,902.2168,565.1768
80,910.5921,578.0232
81,919.5840,591.9041
82,926.3250,607.5200
83,936.1310,613.9284
84,942.6808,627.9076
85,949.8413,641.7648
86,957.5369,656.7309
87,964.3460,670.6444
88,970.7879,690.0968
89,979.8676,701.7900
90,986.4167,718.8458
91,994.3538,738.3218
92,999.1572,752.1051
93,1006.3033,769.7713
94,1014.1760,791.0284
95,1021.2575,806.0293
96,1027.6802,825.7153
97,1033.7183,844.2364
98,1038.2679,868.8535
99,1041.3399,885.6298
100,1047.2026,906.8918
101,1053.1925,927.6408
102,1058.2871,945.8117
103,1061.6048,967.3623
104,1065.7192,986.4550
105,1064.4536,1004.1937
