frame_number,u,v
29,462.4705,682.6458
30,482.0658,679.1000
31,505.2452,677.6404
32,528.8791,678.3499
33,552.0113,672.6510
34,578.6460,677.2814
35,603.5182,681.6769
36,626.8638,678.5504
37,656.8027,681.1258
38,680.9692,684.4926
39,701.6541,685.0472
40,728.0395,692.0181
41,754.4137,696.3267
42,779.7705,696.9592
43,803.7038,702.1858
44,826.6308,709.0500
45,853.6819,711.1793
46,874.4742,717.9746
47,900.4554,726.6335
48,922.1862,730.8978
49,953.2256,736.7860
50,978.2660,743.4417
51,999.6304,745.6038
52,1026.7769,753.1087
53,1048.9078,764.5509
54,1075.1082,768.3121
55,1090.4076,790.4046
56,1110.9201,798.1389
57,1138.7485,805.6760
58,1156.3814,814.7565
59,1175.9888,813.6667
60,1196.2657,823.4653
61,1213.9669,846.7073
62,1228.1496,858.0737
63,1244.3723,862.4154
64,1263.8906,871.6605
65,1276.7685,888.1473
66,1290.7787,897.5315
67,1304.7467,908.0754
68,1319.2298,916.6702
69,1332.0590,929.8667
