frame_number,u,v
8,371.6235,631.2120
9,385.2332,613.5612
10,394.1025,592.1131
11,403.4506,574.1085
12,414.6238,556.7045
13,423.9252,536.6784
14,436.4904,520.3400
15,448.0437,504.8284
16,456.5924,481.2827
17,470.8974,472.4123
18,482.1706,459.0368
19,487.7341,440.4758
20,503.6772,430.5635
21,512.8442,416.3710
22,522.5493,400.3273
23,534.6752,392.4902
24,544.2355,381.6649
25,554.2836,369.7164
26,565.6017,360.8798
27,576.5383,351.7378
28,586.2372,343.0547
29,597.7891,334.9305
30,608.4233,326.4698
32,629.6332,313.1727
34,637.5938,296.2812
35,374.9381,727.6919
36,657.6078,285.1008
37,667.3947,280.9737
38,677.6000,277.4667
39,687.0657,272.9091
43,393.7456,802.2152
44,741.6376,257.3257
45,750.8594,256.3469
46,756.2814,256.9310
47,382.2982,857.5448
48,376.1512,866.3279
49,369.7241,875.1645
50,796.8764,259.5348
51,807.1073,262.0225
52,816.8982,262.6762
53,828.3367,265.7170
54,837.1449,267.7132
55,846.9439,269.4087
56,857.5703,273.7262
57,867.5501,276.0185
58,877.4709,278.8960
59,887.2566,284.1885
60,894.0205,287.2797
61,904.4209,288.4863
62,912.8067,294.7520
65,1434.4129,397.4826
66,965.5882,316.3641
67,975.4596,323.6616
68,985.3066,333.2597
69,996.1597,341.7924
70,1005.6951,350.0942
71,1012.8125,363.4559
72,1025.2289,370.2697
73,1029.5026,381.7286
74,1039.3225,397.3184
75,1048.3419,404.7144
76,1059.2963,415.7528
77,1072.1455,433.3466
78,1077.9579,442.4540
79,1092.0417,452.6624
80,1103.2569,472.8292
81,1111.7174,483.3345
82,1124.1637,498.8640
83,1132.4651,517.6667
84,1144.5374,531.8047
85,1155.9818,549.5621
86,1164.5399,574.2505
87,1178.9876,593.7320
88,1190.5032,606.3729
89,1196.4349,627.3116
90,1207.2974,658.3503
91,1211.4123,673.7921
92,1214.9923,678.1184
93,1236.1215,697.4050
94,1245.0046,718.4483
95,1251.7418,745.4997
97,1266.5998,793.0769
98,1270.2632,813.0543
99,1275.0619,845.4810
100,1283.2867,857.8208
101,1289.6303,877.7941
102,1300.7087,895.7480
103,1296.3693,922.8797
104,1306.2222,938.3772
