frame_number,u,v
32,271.7431,604.0774
33,283.6385,590.6882
34,293.1761,577.1213
35,305.2240,567.3165
36,315.7737,555.1032
37,326.5279,543.8919
38,340.9835,530.2915
39,352.8109,519.8570
40,363.9212,507.6792
41,376.1273,499.8371
42,388.0850,490.3282
43,398.2488,480.1435
44,413.0773,472.5074
45,424.4872,464.5185
46,436.4808,455.8176
47,449.2193,450.2881
48,461.7143,443.0506
49,477.3080,432.5188
50,485.9240,431.0640
51,501.8385,422.5892
52,511.8457,416.7061
53,527.6189,414.7047
54,539.2476,409.2408
55,547.4642,404.8511
56,561.3313,405.6081
57,574.8918,398.7965
58,584.3967,397.3254
59,241.7522,762.2985
60,613.5304,394.2259
61,623.8062,395.5407
62,638.8860,393.9933
63,652.0255,394.5009
64,659.7167,394.1452
65,226.4233,832.1628
66,689.0457,396.5024
67,697.0149,396.3594
68,712.5588,401.4698
69,726.7673,400.0552
70,736.7790,405.5198
71,752.3605,412.0073
72,765.2783,413.3319
73,776.6768,420.1030
74,788.8801,426.2733
75,803.8794,428.7988
76,817.2595,435.8426
77,828.4893,447.2183
78,836.6145,449.1129
79,851.5475,458.2747
80,866.9505,472.0455
81,877.5838,477.1444
82,891.8210,486.7157
83,905.9012,498.6973
84,917.7682,508.1944
85,931.2332,519.2334
86,942.6358,534.5386
87,956.5077,547.9787
88,970.3842,557.8955
89,984.8090,571.7923
90,994.3680,588.2751
91,1009.6184,601.0726
92,1018.9014,616.9811
93,1031.1046,627.0908
94,1043.6413,658.7992
96,1068.5589,681.4414
98,1090.4005,709.5222
99,1102.0677,726.0758
100,1116.7935,741.9220
101,1123.1165,763.6966
102,1129.5175,781.3670
103,1146.0710,804.0691
104,1151.1656,820.0932
105,1161.0402,838.5726
106,1169.8760,857.6263
107,1178.4427,876.5092
108,1187.0682,894.5230
109,1199.2758,908.0424
