frame_number,u,v
29,465.1043,710.3003
30,489.0067,717.8530
31,510.1792,722.0908
32,536.7398,725.3189
33,560.2653,738.6174
34,588.1456,746.5602
35,615.5106,750.6187
36,640.7190,764.0170
37,665.0608,771.8915
38,694.4162,778.3178
39,717.7966,791.8608
40,745.8992,801.6124
41,773.3308,813.2057
42,798.4070,823.8809
43,826.2302,836.3108
44,852.1273,846.0590
45,879.0685,858.2453
46,905.1811,870.5008
47,930.3820,881.8988
48,953.2332,892.2217
49,981.2828,906.3840
50,1002.7121,918.1925
51,1025.7352,930.3513
52,1049.7520,944.3664
53,1071.4140,956.2730
54,1093.7128,968.6686
55,1113.5851,980.6237
56,1131.2918,995.7336
