frame_number,u,v
51,226.2123,581.8552
52,239.8964,564.8033
53,249.9196,552.4619
54,264.1259,532.6587
55,275.2380,517.8259
56,283.9184,499.8045
57,303.9545,487.7242
58,317.3433,473.5848
59,326.7240,457.8798
60,343.2208,451.5702
61,358.1497,435.7327
62,365.8150,418.6617
63,382.4847,416.6710
64,398.2466,401.3064
65,411.0211,390.0581
66,421.3891,386.2539
67,433.8805,375.9230
68,446.0545,365.4773
69,460.5665,359.5105
70,470.1160,349.8452
71,482.4824,342.2144
72,499.2107,337.9167
73,508.9864,328.1356
74,521.7773,322.4408
75,535.7933,319.3427
76,548.2609,312.1320
77,560.6365,307.7078
78,573.0819,304.6379
79,586.3629,300.4046
80,598.6325,297.1483
81,610.9046,297.7126
82,623.4884,294.6225
83,636.5372,293.2406
84,647.7792,294.0322
85,660.1366,292.0661
86,672.6032,291.7524
87,683.7392,293.1824
88,695.5356,291.4438
89,707.6679,292.6374
90,719.1782,294.9435
91,729.3410,294.5040
92,742.0221,297.1207
93,754.2528,300.2328
94,764.6778,301.3866
95,777.6631,304.9070
96,790.7658,308.3293
97,800.8867,310.8438
98,813.9832,313.4791
99,828.0250,319.9219
100,840.3718,325.7834
101,857.5565,330.1409
102,194.4079,806.9032
103,881.5829,342.9803
104,161.0886,815.5277
105,904.6985,357.2316
106,916.7951,365.6163
107,924.8034,375.5233
108,937.3167,384.5106
109,950.1655,391.3264
110,960.0501,403.6617
111,969.9725,415.9950
112,985.7141,424.9790
113,994.2706,439.4188
114,1003.9942,449.1630
115,1017.5862,462.1121
116,1027.8540,474.4345
117,1040.0149,486.2850
118,1051.3580,498.6420
119,1063.4711,514.3068
120,1074.2771,527.1614
121,1085.2542,549.5630
122,1095.2815,564.9407
123,1108.5063,572.2706
124,1118.2048,592.0242
125,1128.8081,604.8616
127,1065.0667,623.5000
128,1156.9503,663.1581
129,1165.1770,680.8795
130,1177.0037,698.5072
131,1181.4691,716.5540
132,1191.4959,734.3975
133,1199.8993,751.4008
134,1206.6597,771.0024
135,1214.1533,789.1225
136,1221.2454,808.5257
137,1226.9847,825.8643
138,1233.1300,844.2025
139,1239.5617,861.3926
