session,flight,bin,T_ms,status,airborne,n_detected,n_ideal_cadence,position_error_mm,velocity_error_mm_s,hit_miss_match,latency_ms,latency_feasible,last_pair_detect_ms,triangulate_ms,ransac_ms,predict_ms
2026_07_15_gym,flight_14,LOB,750,ok,True,45,45.0,123.63444414499264,127.29782148711772,True,234.86286866633841,True,14.926443999633193,0.14896300062537193,183.6047399993986,19.516055000014603
2026_07_15_gym,flight_14,LOB,800,ok,True,48,48.0,105.06155661151196,114.32272935184199,True,255.9044236668075,True,14.947703001089394,0.15562899969518185,204.3837589994073,19.75066599994898
2026_07_15_gym,flight_14,LOB,850,ok,True,51,50.99999999999999,101.20059791376005,110.39084102924917,True,293.83396366766345,True,14.696445001289248,0.16220400016754866,242.11614800058305,20.19249999895692
2026_07_15_gym,flight_14,LOB,900,ok,True,54,53.99999999999999,95.59002617635316,110.33284267084915,True,275.939907667848,True,14.854260000400245,0.16638900060206652,223.69609200023115,20.556499999947846
2026_07_15_gym,flight_14,LOB,950,ok,True,57,56.99999999999999,103.44433017459752,121.05523059636103,True,307.24059266845387,True,14.65894400049001,0.17344400007277727,254.96879700105637,20.772741000168025
2026_07_15_gym,flight_14,LOB,1000,ok,True,59,59.99999999999999,121.94558402652923,133.60090379846034,True,299.70740566464764,True,14.656832999549806,0.17753699980676174,247.17105499934405,21.035313999280334
2026_07_15_gym,flight_14,LOB,1050,ok,True,60,62.99999999999999,73.75680402567549,98.57892364067436,True,280.3790926669414,True,15.208463000133634,0.18081500008702278,225.39451800007373,22.92862999998033
2026_07_15_gym,flight_14,LOB,1100,ok,True,63,66.0,79.38798604791012,100.3530275956996,True,283.6366296686853,True,14.850871000438929,0.18614799994975328,228.5378890009597,23.395055000670254
2026_07_15_gym,flight_14,LOB,1150,ok,True,66,69.0,79.38798599240711,100.35302752930399,True,321.0393136662121,True,14.992463001050055,0.19323999993503094,265.30194399971515,23.88499999884516
2026_07_15_gym,flight_14,LOB,1200,ok,True,69,72.0,82.99886492331345,106.31510082339,True,293.55548066521686,True,15.062128999270499,0.20868500042706728,237.3379069995135,24.280092999339104
2026_07_15_gym,flight_14,LOB,1250,ok,True,72,75.0,37.77870171546364,71.51610418210933,True,305.20922366591793,True,14.947851999662817,0.20422299951314926,248.94511099997908,24.445371000096202
2026_07_15_gym,flight_15,LOB,150,fit_failed,True,10,9.0,,,,,,,,,
2026_07_15_gym,flight_15,LOB,200,fit_failed,True,13,12.0,,,,,,,,,
2026_07_15_gym,flight_15,LOB,250,ok,True,16,14.999999999999998,453.024696387481,415.6169896225403,True,170.1150726682196,True,15.120462000370026,0.09637000039219856,104.9585000006482,33.273074000142515
2026_07_15_gym,flight_15,LOB,300,ok,True,19,18.0,342.39414368482636,240.90671937294348,True,173.8487596657748,True,14.647555999457836,0.09438899997621775,117.73142599966377,24.70872200001031
2026_07_15_gym,flight_15,LOB,350,ok,True,22,21.0,311.176746764799,200.9844668525202,True,182.85679566736022,True,14.833630001172423,0.10075899958610535,124.68814800027758,26.567591999657452
2026_07_15_gym,flight_15,LOB,400,ok,True,23,24.0,266.92363696453987,179.13854792364071,True,185.64472166790316,True,14.97374000120908,0.10807400103658438,127.58153699990362,26.314703999087214
2026_07_15_gym,flight_15,LOB,450,ok,True,24,26.999999999999996,396.81510392976855,284.86754290786956,True,199.14326066585878,True,14.77027800027281,0.10555600002408028,137.80512999929488,29.79562999960035
2026_07_15_gym,flight_15,LOB,490,ok,True,26,29.4,481.65442647711956,335.4908474456372,True,196.2870356660957,True,15.056369999423623,0.10925900004804134,140.7810920001939,23.67364799976349
2026_07_15_gym,flight_15,LOB,500,ok,True,27,29.999999999999996,535.2537408788205,377.952802432747,True,202.841165666158,True,14.758443999104202,0.11314800009131432,147.48624000046402,23.816666999831796
2026_07_15_gym,flight_15,LOB,550,ok,True,28,33.0,278.0204431426643,264.41389497194103,True,194.8550726675118,True,14.685833000577986,0.11407400015741587,138.2452400000766,25.14325900003314
2026_07_15_gym,flight_15,LOB,600,ok,True,29,36.0,523.6280812355025,358.52932713857336,True,249.92242666582266,True,15.469463000074029,0.11614799965173006,192.62301899958402,25.04712999984622
2026_07_15_gym,flight_15,LOB,650,ok,True,31,39.0,130.0944996830253,99.42703180392729,True,247.0347026667247,True,14.810054999776185,0.12350000068545341,187.74746300000697,27.687017999589443
2026_07_15_gym,flight_15,LOB,700,ok,True,34,42.0,576.6562184814311,431.5517599130749,True,292.45405466544133,True,14.76463000010699,0.1271110000088811,231.24573999922723,29.64990699943155
2026_07_15_gym,flight_15,LOB,750,ok,True,37,45.0,182.7151158553878,138.397137028953,True,262.21525966438156,True,14.968277999199927,0.1342039993032813,201.91646299883723,28.529648000374436
2026_07_15_gym,flight_15,LOB,800,fit_failed,True,40,48.0,,,,,,,,,
2026_07_15_gym,flight_15,LOB,850,ok,True,43,50.99999999999999,210.31161349224672,146.65533828731117,True,254.28999966445068,True,14.820239999331534,0.14537099935114384,200.2864629998803,22.371258999221027
2026_07_15_gym,flight_15,LOB,900,ok,True,46,53.99999999999999,156.4773020907203,111.25341167926992,True,276.46068466609967,True,14.963111000135541,0.1513889990746975,221.88994400016963,22.789574000053108
2026_07_15_gym,flight_15,LOB,950,ok,True,46,56.99999999999999,156.4773020907203,111.25341167926992,True,276.20551966658485,True,14.963111000135541,0.161981999874115,221.7214820003137,22.692277999594808
2026_07_15_gym,flight_15,LOB,1000,ok,True,48,59.99999999999999,208.34559379769624,145.66724584154724,True,288.52118466670316,True,14.955315000377595,0.15829599928110838,233.32605500053614,23.41485199984163
2026_07_15_gym,flight_15,LOB,1050,ok,True,51,62.99999999999999,65.70164517742647,55.23347551310338,True,326.07201866588247,True,14.780926000326872,0.16055599879473448,270.71072200033814,23.753147999756038
2026_07_15_gym,flight_15,LOB,1100,ok,True,54,66.0,192.8787088456072,141.3654551160971,True,317.05322366642457,True,15.023444999940693,0.1668149996548891,259.06444500014186,26.131852000020444
2026_07_15_gym,flight_15,LOB,1150,ok,True,57,69.0,88.33716000180928,59.247258092858374,True,302.5646656655396,True,14.857832999899983,0.1735000004991889,244.18386999890208,26.68279599957168
2026_07_15_gym,flight_15,LOB,1200,ok,True,60,72.0,143.15719349778047,111.97586214769431,True,355.03153866591555,True,14.793926000595093,0.1789079997688532,296.5293889986351,26.862649000249803
2026_07_15_gym,flight_15,LOB,1250,ok,True,63,75.0,60.84595065904165,13.458686578798206,True,376.508979667599,True,14.907665999606252,0.18433300033211708,317.7278140000999,27.02250000089407
2026_07_15_gym,flight_17,MID,150,ok,True,10,9.0,170.8680020357907,132.36950905382025,True,142.98492566651353,True,14.87387099955231,0.0443139998242259,89.87033300008625,21.529741000384092
2026_07_15_gym,flight_17,MID,200,ok,True,13,12.0,621.8989997079091,473.1997044853373,True,154.18788866574565,True,15.090574000030756,0.0841669999063015,99.27199999988079,23.07448099926114
2026_07_15_gym,flight_17,MID,250,ok,True,15,14.999999999999998,235.16127843172964,133.21026909027725,True,153.69718566692123,True,15.205240999348462,0.08616700023412704,100.99383299984038,20.745278000831604
2026_07_15_gym,flight_17,MID,300,ok,True,18,18.0,185.06809727188863,117.30946662929335,True,167.74359266708294,True,14.762777999974787,0.09313000086694956,114.28292599972337,21.938091999851167
2026_07_15_gym,flight_17,MID,350,ok,True,19,21.0,206.77843520859173,147.09793188840757,True,169.0522596683974,True,15.27914800029248,0.09381500072777271,120.0542040001601,16.95842600055039
2026_07_15_gym,flight_17,MID,400,ok,True,20,24.0,181.81050629367047,128.72540375486287,True,172.8124626657615,True,14.977574000135064,0.09505599923431873,121.24001799989492,19.833147999830544
2026_07_15_gym,flight_17,MID,450,ok,True,21,26.999999999999996,181.81049323863138,128.7254511249433,True,228.47683466846743,True,15.007852000184357,0.09933399967849255,176.0625370014459,20.640445000492036
2026_07_15_gym,flight_17,MID,490,ok,True,21,29.4,181.81049323863138,128.7254511249433,True,228.6040196676428,True,15.007852000184357,0.10251900088042021,176.2032599998638,20.623722000047565
2026_07_15_gym,flight_17,MID,500,ok,True,21,29.999999999999996,181.81049323863138,128.7254511249433,True,228.35877766708532,True,15.007852000184357,0.1014630002900958,176.00988900009543,20.572906999848783
2026_07_15_gym,flight_17,MID,550,ok,True,23,33.0,206.77865262300503,147.09700537309485,True,242.01405466596285,True,15.138221999630332,0.1055739987641573,188.5402400009334,21.56335199996829
2026_07_15_gym,flight_17,MID,600,ok,True,26,36.0,117.27774760616444,162.65116586972448,True,225.47429566613087,True,14.77929599955678,0.11122199986129999,177.74209200032055,16.17501899972558
2026_07_15_gym,flight_17,MID,650,ok,True,26,39.0,117.27774760616444,162.65116586972448,True,225.87588866489628,True,14.77929599955678,0.1109259994700551,178.18881499953568,16.130184999667108
2026_07_15_gym,flight_17,MID,700,ok,True,29,42.0,386.7090475599677,346.500192926057,True,253.32290766822794,True,15.022741001099348,0.11777800042182207,202.73099999967963,18.78472200036049
2026_07_15_gym,flight_17,MID,750,ok,True,32,45.0,134.24787008147135,149.80221115917388,True,294.25224066867185,True,15.186241000890732,0.12253700010478497,243.26435100007802,19.01244500093162
2026_07_15_gym,flight_17,MID,800,ok,True,34,48.0,365.212042423455,346.06369397361897,True,262.9120916683848,True,14.777537000365555,0.12796200066804886,212.03388900030404,19.306037000380456
2026_07_15_gym,flight_17,MID,850,ok,True,35,50.99999999999999,72.05984042451873,135.89994018014036,True,264.5506656660388,True,15.031128999777138,0.13096299953758717,213.32294400036335,19.39896299969405
2026_07_15_gym,flight_17,MID,900,ok,True,38,53.99999999999999,68.4244045373818,56.9442687645621,True,264.50235166649026,True,15.089444000273943,0.13622299954295158,212.57448100019246,20.035536999814212
2026_07_15_gym,flight_17,MID,950,ok,True,41,56.99999999999999,160.59674254182744,162.06046662320935,True,334.1662406685452,True,14.714370000176132,0.14235199987888336,282.4828330008313,20.16001900099218
2026_07_15_gym,flight_17,MID,1000,ok,True,44,59.99999999999999,30.406692751270956,49.07719062793688,True,306.64633366713923,True,15.094426000490785,0.1488699996843934,254.49709300044924,20.239277999848127
2026_07_15_gym,flight_17,MID,1050,ok,True,46,62.99999999999999,60.140275072411924,126.20655584751144,True,343.4790366670738,True,15.036926000379026,0.15236999932676554,289.3383150007576,22.284758999943733
2026_07_15_gym,flight_17,MID,1100,ok,True,47,66.0,59.010623313374886,63.495297782723945,True,293.5416486669953,True,15.185370000079274,0.15503699984401464,238.8560370001942,22.67853800021112
2026_07_15_gym,flight_17,MID,1150,ok,False,50,69.0,55.922034832455495,70.04919714160518,True,343.3137036661307,True,14.805499999783933,0.16135199926793575,296.7543150000274,14.925870000384748
2026_07_15_gym,flight_17,MID,1200,fit_failed,False,53,72.0,,,,,,,,,
2026_07_15_gym,flight_17,MID,1250,ok,False,55,75.0,71.9559076247729,113.35932611673745,True,335.4767036677028,True,15.03846300020814,0.1699449997395277,288.48022200074047,15.121407000347972
2026_07_15_gym,flight_19,LOB,150,ok,True,10,9.0,363.43600773674575,474.4840667357626,True,149.76577666743347,True,14.616573999635875,0.045055000111460686,95.5447960011661,22.892684999853373
2026_07_15_gym,flight_19,LOB,200,ok,True,13,12.0,279.86798640154825,406.83814304507524,True,164.15125966692963,True,15.284481999464333,0.08568500075489283,113.0858890004456,19.028536999598145
2026_07_15_gym,flight_19,LOB,250,ok,True,16,14.999999999999998,216.51460448919045,330.29634606797345,True,162.95975866696486,True,15.21390699967742,0.09107400011271238,108.69183300063014,22.29627799987793
2026_07_15_gym,flight_19,LOB,300,ok,True,19,18.0,318.8586656040132,395.8130751801556,True,185.62185266489783,True,15.048055998980999,0.09853699989616871,130.62799999956042,23.18059299979359
2026_07_15_gym,flight_19,LOB,350,ok,True,22,21.0,57.221367004051785,145.58139306940933,True,193.85200066740313,True,15.006018999963999,0.10414799954742193,141.69764800090343,20.377519000321627
2026_07_15_gym,flight_19,LOB,400,ok,True,25,24.0,42.28938136590197,64.72712822602634,True,199.3284076663355,True,15.265999999828637,0.10996299982070923,146.35772200021893,20.928055999800563
2026_07_15_gym,flight_19,LOB,450,ok,True,28,26.999999999999996,14.020809256622396,36.74076479235152,True,209.65916666636863,True,14.753982000052929,0.11618500016629696,155.74979599937797,22.372537000104785
2026_07_15_gym,flight_19,LOB,490,ok,True,30,29.4,76.5229852285083,64.12440132831895,True,213.36573966654638,True,15.011258999817073,0.11927799973636866,159.4375179996714,22.131018000654876
2026_07_15_gym,flight_19,LOB,500,ok,True,31,29.999999999999996,50.92800248115037,46.146452811530914,True,222.65977666682252,True,14.666702999733388,0.12090699933469296,169.02646300010383,22.179037000983953
2026_07_15_gym,flight_19,LOB,550,ok,True,34,33.0,31.063686876287328,27.97000846198703,True,217.71764766673246,True,14.755222000181675,0.12879600003361702,171.00383300054818,15.163129999302328
2026_07_15_gym,flight_19,LOB,600,ok,True,37,36.0,37.24603009334389,28.577537388226947,True,233.3149266677598,True,14.764259999617934,0.13522300031036139,184.4589250003919,17.289852000772953
2026_07_15_gym,flight_19,LOB,650,ok,True,40,39.0,44.45210017871854,30.38017609286462,True,231.98325966733196,True,15.038685000501573,0.14061200059950352,180.84138899948448,19.29590700007975
2026_07_15_gym,flight_19,LOB,700,ok,True,43,42.0,52.09742056457551,39.976533023022114,True,254.29466566598663,True,14.607703999616206,0.14525900036096573,203.0126289986074,19.862407000735402
2026_07_15_gym,flight_19,LOB,750,ok,True,46,45.0,47.63161553173006,35.743346264237466,True,258.2860546677063,True,14.891889000311494,0.15218500047922134,206.46731400024146,20.10800000000745
2026_07_15_gym,flight_19,LOB,800,ok,True,49,48.0,51.32019924459437,38.56380810704065,True,259.77472066661966,True,14.698184999637306,0.16973999980837107,207.70296300016344,20.53716600034386
2026_07_15_gym,flight_19,LOB,850,ok,True,52,50.99999999999999,31.626673798741198,23.10039669365398,True,281.78298266759765,True,14.78655599988997,0.16577800083905458,229.33785200025886,20.826129999943078
2026_07_15_gym,flight_19,LOB,900,ok,True,55,53.99999999999999,37.39428958123846,27.577437346424947,True,333.133944666634,True,15.13633400015533,0.17166699934750795,280.13399900030345,21.02527800016105
2026_07_15_gym,flight_19,LOB,950,ok,True,58,56.99999999999999,31.60128546459497,22.58190230210281,True,296.6107776683445,True,14.70490700006485,0.17627800069749355,243.6996850008145,21.36324100010097
2026_07_15_gym,flight_19,LOB,1000,ok,True,60,59.99999999999999,70.92744716241143,61.96090798727412,True,344.6025556676711,True,14.98363000061363,0.18070400040596724,291.1867220001295,21.58483299985528
2026_07_15_gym,flight_19,LOB,1050,ok,True,63,62.99999999999999,20.394652495478226,26.934759303491923,True,341.9674626669536,True,14.633814999833703,0.18681499920785427,286.6925550000742,23.78761100117117
2026_07_15_gym,flight_19,LOB,1100,fit_failed,False,66,66.0,,,,,,,,,
2026_07_15_gym,flight_19,LOB,1150,ok,False,68,69.0,6.011719877679084,6.319949624348458,True,333.7519076668347,True,15.024721999652684,0.19725900050252676,286.192908000201,15.670351999811828
2026_07_15_gym,flight_19,LOB,1200,ok,False,70,72.0,379.3079205452066,468.80334928173073,True,279.8349626657243,True,14.714851999655366,0.20161099918186665,232.242314000614,16.00951899960637
2026_07_15_gym,flight_19,LOB,1250,ok,False,72,75.0,39.317102157668785,61.892768051824135,True,334.9242406661312,True,14.900462999939919,0.20631499961018562,286.1373150004074,17.01348099950701
2026_07_15_gym,flight_20,LOB,150,fit_failed,True,10,9.0,,,,,,,,,
2026_07_15_gym,flight_20,LOB,200,fit_failed,True,13,12.0,,,,,,,,,
2026_07_15_gym,flight_20,LOB,250,ok,True,16,14.999999999999998,122.36821431296529,165.51896399054678,True,154.63901866755137,True,14.778389000333846,0.08757400047034025,102.34390700049698,20.762481999583542
2026_07_15_gym,flight_20,LOB,300,ok,True,19,18.0,117.4612098721635,296.24326055548767,True,172.75194466734925,True,15.174389000050724,0.09605500008910894,118.79779700003564,22.017037000507116
2026_07_15_gym,flight_20,LOB,350,ok,True,22,21.0,26.934222341412546,124.03356912593812,True,175.8803876672561,True,14.999240000732243,0.10305599961429834,126.62564799934626,17.485777000896633
2026_07_15_gym,flight_20,LOB,400,ok,True,25,24.0,141.22814819593972,137.77961892057468,True,190.9027236678327,True,14.849666999652982,0.10896300058811903,139.51451900042593,19.76290800049901
2026_07_15_gym,flight_20,LOB,450,ok,True,28,26.999999999999996,160.58993573357455,158.58371151429742,True,192.75907566553602,True,15.089166999794543,0.1156669994816184,140.30398199986666,20.583592999726534
