frame_number,u,v
48,414.6417,715.6740
49,439.8880,720.7574
50,471.4576,724.3867
51,499.9035,728.3756
52,530.1836,738.0407
53,560.7512,743.8963
54,594.8807,746.7319
55,621.9232,757.7371
56,655.6319,763.6006
57,686.7375,770.9343
58,718.3448,780.3472
59,748.1850,787.8299
60,783.2213,794.3027
61,815.7547,800.7374
62,847.7359,806.2785
63,874.5425,821.8257
64,914.0454,830.9063
65,941.7826,834.1944
66,972.9157,842.5414
67,1000.7888,862.6436
68,1030.1881,863.3368
69,1056.7607,874.3597
70,1084.9229,892.5120
71,1111.3325,896.2456
72,1136.2203,906.0742
73,1161.0860,920.7354
74,1182.1643,928.1673
75,1206.5999,939.0331
76,1225.9579,949.4340
77,1248.1337,964.9171
78,1264.7138,979.1749
