frame_number,u,v
64,195.3799,641.2978
65,216.7989,644.2991
66,238.5756,648.3117
67,261.0921,647.6939
68,284.2882,650.0249
69,307.1580,655.5202
70,329.5781,652.9584
71,351.1128,656.0518
72,377.3268,664.3920
73,402.3230,664.3057
74,428.0427,669.6704
75,455.2356,679.7662
76,483.2293,685.4761
77,510.1801,693.2556
78,534.6431,700.7008
79,561.1688,704.4076
80,588.3546,713.4798
81,615.8335,722.0972
82,644.2627,730.4697
83,672.3980,739.8072
84,700.9275,746.9258
85,724.6614,749.9491
86,754.0179,760.1301
87,780.3682,772.6341
88,809.3249,782.8604
89,834.7817,789.6502
90,856.7962,802.9877
91,881.5197,817.4900
92,904.0787,821.0681
93,929.8972,837.5197
94,953.3236,843.8196
95,979.9746,858.3102
96,1003.2645,866.8975
97,1025.8649,875.5559
98,1044.0765,887.0643
99,1065.5668,897.3075
100,1084.2227,906.7179
101,1097.7832,921.5980
102,1116.4871,932.0181
103,1130.3106,956.3101
104,1152.5675,952.0401
