frame_number,u,v
42,325.7151,636.7634
43,339.4044,618.9283
44,352.0548,602.3524
45,367.7978,588.6697
46,379.5951,572.9852
47,394.4628,559.6313
48,408.1182,545.3797
49,422.2710,527.9418
50,437.0108,519.6614
51,450.1474,502.1913
52,466.6153,487.3099
53,483.7677,480.4611
54,496.5825,466.8962
55,512.4896,455.1756
56,527.8260,446.0760
57,539.1954,437.6827
58,553.9257,425.8751
59,1393.6866,456.6856
60,582.9477,410.7612
61,598.7639,399.4909
62,616.6993,396.2420
63,628.4680,385.7972
64,643.7920,380.1009
65,659.9653,376.7891
66,672.9079,370.1529
67,688.9816,365.5719
68,703.5332,362.7242
69,716.9880,356.5887
70,732.6692,352.1567
71,746.9847,350.9029
72,763.5481,343.2843
73,783.2078,343.8367
74,796.3004,340.3899
75,806.7104,334.8055
76,822.6825,336.3915
77,838.4279,336.4913
78,851.5546,334.3441
79,867.6496,336.5137
80,881.7632,338.9539
81,892.8326,336.9315
82,911.6755,340.9056
83,922.6667,343.0379
84,951.2249,337.0884
85,957.9643,344.4111
86,972.6701,349.5963
87,988.9296,345.6500
88,1004.5497,360.4081
89,1016.3444,361.5477
90,1030.1524,367.9579
91,1046.3576,375.6077
92,1062.1777,384.7216
94,1095.0202,401.3727
95,1110.8770,410.5486
96,1125.6419,413.1073
97,1141.3131,426.3269
98,1150.3495,435.2697
99,1169.2381,438.2540
100,1182.3380,457.2097
101,1194.8709,467.1099
102,1215.5544,476.3458
103,1227.3185,496.5788
104,1240.7685,506.9328
105,1256.7647,518.0348
106,1272.2873,537.3752
107,1286.4708,555.6602
108,1294.7910,580.7559
109,1312.6883,583.1818
110,1320.6103,595.1710
112,1348.7837,632.6047
113,1358.7320,642.5033
114,1370.5088,660.6053
115,1379.9426,682.1764
116,263.9420,799.5565
117,259.5628,809.1377
118,1410.9048,739.0061
119,249.0951,826.8785
120,247.1084,835.4880
121,1444.8042,792.7814
122,240.8998,854.3115
123,236.4688,862.0492
127,1233.4792,673.1354
