frame_number,u,v
33,289.9275,785.8954
34,309.3494,752.4972
35,322.3653,738.3078
36,332.4536,721.0738
37,342.9270,704.7361
38,355.0192,691.1789
39,366.3396,675.5864
40,378.4855,662.8153
41,391.3121,649.4276
42,400.5564,636.8539
43,407.4475,616.8161
44,425.7934,609.9030
45,440.0786,598.9602
46,451.4156,589.5725
47,461.1531,580.1286
48,471.7325,564.8950
49,486.0584,555.1866
50,500.3777,544.8901
51,509.9089,537.3940
52,522.1500,526.8496
53,536.5947,521.0066
54,546.0832,511.6185
55,565.3067,508.2151
56,575.5296,502.1062
57,588.9704,493.6566
58,600.0347,486.9552
59,611.6951,484.4579
60,622.6431,478.7608
61,634.4997,477.2842
62,646.4936,473.5829
63,657.0282,468.9232
64,669.3321,466.1264
65,683.3522,463.3161
66,696.2410,462.9807
67,707.7293,461.0146
68,720.5501,466.6413
69,730.5943,465.9133
70,742.6505,468.3371
71,754.5196,467.5717
72,763.6392,469.2647
73,777.0753,470.6278
74,791.1388,471.1845
76,819.7203,477.3822
77,831.5380,483.4646
78,845.6603,483.6912
79,857.0916,494.1692
80,868.6484,503.1930
81,883.8287,508.7937
82,894.8906,520.5998
83,909.3716,525.9120
84,920.2779,532.3495
85,931.7808,545.9802
86,945.2849,554.3782
87,958.2828,560.1537
88,969.0657,575.4263
89,985.7812,582.9086
90,997.5549,599.1878
91,1008.5746,610.2849
92,1018.7922,619.4679
93,1032.2321,637.5814
94,1043.5558,651.0706
95,1055.0737,663.1766
96,1063.1187,682.0232
97,1076.3447,691.4100
98,1092.3079,711.1586
99,1101.3881,727.2017
100,1112.6469,743.7480
101,1125.7482,766.4184
102,1140.2439,773.3050
103,1145.5016,793.3307
104,1157.2123,811.3807
105,1164.2921,826.1323
106,1172.2616,848.0296
107,1184.3455,864.3376
108,1192.8220,883.5774
109,1202.2432,906.6015
110,1210.8452,922.6543
111,1215.4873,946.4899
112,1225.2460,964.5282
