frame_number,u,v
18,157.6699,665.2380
19,171.1540,655.1715
20,177.5171,638.5405
21,189.9841,624.5225
22,206.6697,616.5358
23,216.3538,605.7659
24,228.4333,595.1748
25,242.1675,583.8074
26,251.4108,576.9739
27,260.6784,569.5651
28,276.2683,558.3763
29,285.1581,545.3451
30,296.5322,534.5756
31,315.5365,529.8602
32,329.0927,520.6313
33,340.9220,515.0499
34,351.7964,510.9872
35,362.7975,500.0058
36,375.1335,492.7144
38,402.6927,485.6908
39,414.2409,482.1034
40,425.5725,478.5268
41,437.9342,473.6156
42,450.0942,471.2641
43,464.3231,469.8637
44,474.7659,461.8258
45,487.3663,462.1948
46,502.6407,462.8141
47,511.4552,455.3899
48,527.9419,459.2983
49,542.4846,464.3269
50,553.7010,465.7975
51,564.6704,467.5918
52,576.0502,468.5949
53,585.6326,468.0035
54,599.4042,468.5666
55,613.3292,471.6424
56,623.1776,474.3231
57,635.7770,485.3139
58,646.5013,489.1884
59,659.3839,490.5693
60,671.8873,496.1673
61,682.3680,503.0462
62,693.9002,508.9208
63,708.2776,517.1860
64,717.9330,523.2227
65,734.4626,529.7705
66,746.3402,540.0298
67,760.7115,547.3857
68,768.2019,560.6123
69,780.3915,567.3831
70,789.3566,577.3277
71,803.3697,590.9621
72,814.6099,599.9394
73,827.8338,608.0613
74,842.9608,619.2133
75,851.0341,633.7866
76,861.4714,647.3324
77,869.0974,659.6359
78,885.6278,674.1015
79,896.4454,689.5530
80,909.1626,704.4808
81,916.6136,718.0530
82,931.3900,734.4229
83,938.2589,748.5498
84,947.1577,761.7103
85,958.8601,774.9408
86,968.8315,788.1207
87,977.0508,804.8566
88,989.4146,818.4625
89,999.0700,833.5746
90,1007.3860,855.7639
91,1019.3263,867.8177
92,1025.9590,884.0137
93,1030.5150,903.5508
94,1037.2939,923.2589
95,1042.9083,938.0265
