frame_number,u,v
11,301.9799,751.6091
12,317.0647,735.4365
13,331.9081,721.6854
14,345.9142,703.8145
15,356.4235,690.2130
16,368.0942,673.9310
17,381.6980,659.0353
18,394.9448,647.4071
19,407.4271,634.0415
20,419.0166,617.8479
21,434.4220,606.0270
22,446.1992,592.2713
23,456.0975,577.5500
24,473.7947,567.2243
25,485.1454,556.5166
26,496.1571,540.9959
27,511.1926,537.1101
28,524.7514,527.3907
29,536.8513,517.8500
30,549.3198,513.4272
31,561.1824,501.8179
32,571.1090,491.7222
33,586.2573,486.3088
34,602.2668,474.5205
35,616.2920,472.6658
36,628.1185,472.0522
37,639.5827,466.8250
38,649.9205,460.4485
39,659.2882,454.2153
40,672.8931,452.0048
41,687.6031,447.6842
42,701.1269,449.2633
43,712.1493,447.6338
44,722.5538,445.4158
45,735.7710,445.7093
46,747.2994,440.3706
47,757.1794,439.6346
48,774.3350,439.3882
49,787.3190,441.3940
50,799.5285,443.4021
51,812.0267,450.7319
52,822.3239,451.7072
53,832.4795,452.9706
54,843.0330,457.8320
55,852.9728,457.8949
56,864.9376,461.9788
57,881.7623,465.0742
58,895.1514,469.3477
59,909.8132,475.2420
60,919.5884,491.0733
61,927.2949,492.8351
62,938.3281,500.5222
63,951.3711,507.8284
64,964.3363,511.4491
65,977.8971,522.5246
66,988.8401,534.6929
67,998.3284,541.0522
68,1010.5320,552.5870
69,1021.6177,564.9170
70,1035.8689,565.6075
71,1046.9137,581.7267
72,1057.8696,594.9209
73,1072.0275,609.0873
74,1083.1618,622.7856
75,1091.2077,637.9037
76,1099.0381,646.0328
77,1112.3217,659.2729
78,1123.1721,677.5180
80,1143.8608,705.7896
81,1154.0474,716.3804
82,1167.2456,739.6127
83,1174.5788,756.6924
84,1182.5977,765.3871
85,1186.9154,782.0217
86,1197.4199,797.9833
87,1206.7585,814.6325
88,1216.4776,830.9620
89,1226.3372,847.8809
90,1230.6621,868.8425
91,1237.5289,884.5805
92,1243.4950,902.7933
93,1251.6570,920.6386
94,1257.3948,939.3893
