frame_number,u,v
18,332.3768,725.5405
19,345.9391,715.9663
20,354.3821,698.3270
21,368.8776,680.1165
22,384.5645,674.9356
23,397.8900,663.4607
24,410.1722,649.4746
25,426.4580,636.0594
26,438.8826,628.8644
27,449.9823,620.0493
28,464.8619,608.5867
29,478.7386,598.3213
30,488.1287,585.5836
31,506.6584,578.5996
32,521.5499,571.9822
33,534.9559,565.0176
34,547.5881,559.2519
35,557.6472,549.2940
36,570.5231,541.3353
37,585.4964,539.6182
38,598.4110,532.9982
39,612.5965,529.7078
40,624.9134,525.8712
41,636.8152,519.3772
42,650.1765,517.7176
43,663.3169,517.7301
44,674.8129,514.5413
45,686.4982,512.6448
46,703.1626,509.9494
47,712.0250,502.9120
48,725.1722,503.4231
49,742.5808,511.0395
50,754.9967,513.0928
51,766.1952,515.8169
52,777.6203,517.3108
53,788.4510,515.9623
54,799.2779,518.1703
55,811.8200,522.9294
56,823.1420,522.5136
57,836.7747,527.7259
58,846.2393,537.8466
59,859.0151,539.3168
60,872.1258,543.0004
61,881.3171,551.8311
62,890.9238,555.9201
63,903.3047,565.4691
65,934.1695,575.1809
66,944.5965,582.8187
67,955.6590,590.6328
68,964.5634,608.2743
69,973.4976,615.4090
70,983.3289,623.7577
71,995.2951,635.9164
72,1006.3784,644.1488
73,1020.6565,647.2216
74,1033.4342,657.8151
75,1038.8543,679.9355
76,1048.6622,691.7117
77,1053.6124,703.9492
78,1067.7431,716.3453
79,1077.8850,729.2898
80,1086.4173,739.2798
81,1096.7295,755.7482
82,1110.0691,767.9823
83,1120.3697,778.5932
84,1126.8361,794.2880
85,1135.5469,807.1350
86,1144.3023,819.6653
87,1149.4394,835.7780
88,1159.5755,848.7663
89,1167.0580,862.4573
90,1175.2588,879.9839
91,1184.3647,892.5248
93,1192.9934,926.4983
94,1196.2094,945.1947
95,1200.9572,960.5851
