frame_number,u,v
29,330.5595,654.9288
30,341.6570,640.0789
31,355.8905,623.0206
32,365.1891,611.2573
33,379.9062,598.8009
34,393.8178,586.2569
35,409.9782,574.4407
36,420.0774,560.1369
37,435.0004,548.9870
38,446.1896,540.4865
39,458.4729,528.3024
40,471.4185,520.1452
41,485.3734,511.0598
42,497.8037,500.5591
43,510.9146,492.8804
44,524.1328,486.0210
45,536.2945,477.5054
46,549.6018,470.7404
47,562.3279,466.0672
48,573.7743,458.2504
49,586.8655,454.9808
50,599.6654,451.4285
51,611.9260,444.9835
52,624.4729,441.5483
53,637.3896,439.9797
54,649.4931,434.7998
55,662.2821,432.6527
56,674.1456,432.3727
57,685.4962,427.8164
58,698.2274,426.9578
59,710.4154,427.5264
60,719.7267,424.3669
61,734.3061,425.7044
62,746.3960,428.1263
63,756.7568,420.1530
64,772.9363,425.3282
65,782.8850,422.9802
66,1412.0000,397.5000
67,805.4788,428.5636
68,818.5270,430.8815
69,831.1513,434.8243
70,842.6680,439.2808
71,860.4561,442.9364
72,873.3370,451.2506
73,880.7481,456.0479
74,896.3451,461.6627
75,908.1933,467.7613
76,919.3898,476.7492
77,933.2431,485.3559
78,945.1396,492.0681
79,953.3776,507.4397
81,981.6095,518.7432
82,989.1981,535.3520
83,1003.7212,543.6509
84,1018.3220,550.2153
85,1023.9944,569.5383
86,1040.2044,578.8031
87,1051.6133,588.0521
88,1059.6701,600.0962
89,1070.7480,617.9032
90,1080.1575,632.2747
91,1094.5416,646.8878
92,1106.9169,654.3457
93,1113.4108,677.2455
94,1123.1292,690.2985
95,1137.4688,705.9889
96,1145.2240,725.1126
97,1156.8720,731.9062
98,1166.8748,754.9210
99,1171.4366,770.3493
100,1185.2567,784.0308
101,1193.7362,799.5326
102,1201.4761,815.6170
103,1210.9833,836.1955
104,1219.1675,851.6446
105,1226.8511,868.7159
106,1233.5423,889.4545
107,1241.0378,906.0697
108,1246.6130,923.6683
109,1254.2483,943.3209
