frame_number,u,v
3,341.8340,749.1823
4,354.8288,729.7684
5,366.8758,710.4467
6,382.6447,690.3923
7,394.9080,675.6005
8,407.7411,657.3441
9,421.6453,640.4662
10,436.9248,624.8494
11,452.8996,608.3656
12,465.7496,590.5941
13,480.8160,579.5635
14,495.1375,562.1994
15,509.3978,551.3136
16,523.2648,539.7975
17,536.9794,520.6932
18,552.6159,509.9799
19,569.0661,501.5396
20,580.6806,489.6431
21,594.6785,477.6907
22,610.9695,472.1097
23,621.4330,463.4867
24,646.9844,460.4309
25,654.4004,450.0617
26,665.7523,435.3165
27,679.1319,431.4640
28,693.0855,425.0946
29,706.0284,417.0077
30,720.1593,413.4664
31,731.4909,414.9273
32,743.5161,410.0355
33,758.4868,406.9500
34,772.0410,402.8854
35,787.3339,395.5597
36,804.0366,394.0886
37,811.3596,397.4465
38,824.0689,394.0977
39,835.9034,395.4546
40,847.5161,395.9744
41,859.1022,395.9126
42,879.9026,398.1491
43,889.0932,394.7498
45,913.7299,399.3531
46,925.5533,401.2565
47,938.6040,407.5952
48,953.0550,416.8947
49,965.1019,419.8779
50,975.4680,419.5439
51,990.1203,430.4139
52,998.9117,428.7795
53,1020.0000,431.4695
54,1030.9565,453.2392
55,1033.7638,459.4122
56,1048.5398,464.2674
59,1092.4885,488.9047
60,1105.4952,496.3465
61,1112.7063,508.9634
62,1134.0939,518.3862
63,1141.1102,532.4856
64,1152.3062,543.2900
65,1163.0429,552.6004
66,1172.8613,573.7653
67,1184.8590,582.3712
68,1197.2741,603.5752
69,1206.1813,613.2214
70,1218.2487,618.9286
71,1229.0033,636.4988
72,1241.0005,653.6492
73,1250.1075,664.1434
74,1257.8967,693.1419
75,1267.1586,707.6756
76,1274.8280,723.4395
77,1282.3091,742.5941
78,1294.6934,758.0132
79,1300.4870,773.2680
80,1303.5636,795.2866
81,1411.5000,397.5000
82,1314.3801,836.7496
83,1324.1763,859.4396
84,1341.0321,862.6118
85,1346.9741,880.2255
86,1351.3595,898.4452
87,1354.9009,919.2144
88,1357.7910,939.4791
