cls,window_ms,D_mm,phase_i,phase_j,origin_y_mm,origin_z_mm,n_included,n_correct,match_fraction
LONG,850,250,0,9,-2910.0000,225.0000,60,44,0.733333
LONG,850,250,1,0,-2885.0000,0.0000,60,38,0.633333
LONG,850,250,1,1,-2885.0000,25.0000,60,39,0.650000
LONG,850,250,1,2,-2885.0000,50.0000,60,38,0.633333
LONG,850,250,1,3,-2885.0000,75.0000,60,37,0.616667
LONG,850,250,1,4,-2885.0000,100.0000,60,38,0.633333
LONG,850,250,1,5,-2885.0000,125.0000,60,39,0.650000
LONG,850,250,1,6,-2885.0000,150.0000,60,38,0.633333
LONG,850,250,1,7,-2885.0000,175.0000,60,40,0.666667
LONG,850,250,1,8,-2885.0000,200.0000,60,37,0.616667
LONG,850,250,1,9,-2885.0000,225.0000,60,42,0.700000
LONG,850,250,2,0,-2860.0000,0.0000,60,38,0.633333
LONG,850,250,2,1,-2860.0000,25.0000,60,39,0.650000
LONG,850,250,2,2,-2860.0000,50.0000,60,39,0.650000
LONG,850,250,2,3,-2860.0000,75.0000,60,38,0.633333
LONG,850,250,2,4,-2860.0000,100.0000,60,37,0.616667
LONG,850,250,2,5,-2860.0000,125.0000,60,37,0.616667
LONG,850,250,2,6,-2860.0000,150.0000,60,36,0.600000
LONG,850,250,2,7,-2860.0000,175.0000,60,40,0.666667
LONG,850,250,2,8,-2860.0000,200.0000,60,37,0.616667
LONG,850,250,2,9,-2860.0000,225.0000,60,43,0.716667
LONG,850,250,3,0,-2835.0000,0.0000,60,41,0.683333
LONG,850,250,3,1,-2835.0000,25.0000,60,41,0.683333
LONG,850,250,3,2,-2835.0000,50.0000,60,41,0.683333
LONG,850,250,3,3,-2835.0000,75.0000,60,41,0.683333
LONG,850,250,3,4,-2835.0000,100.0000,60,39,0.650000
LONG,850,250,3,5,-2835.0000,125.0000,60,39,0.650000
LONG,850,250,3,6,-2835.0000,150.0000,60,38,0.633333
LONG,850,250,3,7,-2835.0000,175.0000,60,42,0.700000
LONG,850,250,3,8,-2835.0000,200.0000,60,39,0.650000
LONG,850,250,3,9,-2835.0000,225.0000,60,46,0.766667
LONG,850,250,4,0,-2810.0000,0.0000,60,43,0.716667
LONG,850,250,4,1,-2810.0000,25.0000,60,42,0.700000
LONG,850,250,4,2,-2810.0000,50.0000,60,41,0.683333
LONG,850,250,4,3,-2810.0000,75.0000,60,41,0.683333
LONG,850,250,4,4,-2810.0000,100.0000,60,42,0.700000
LONG,850,250,4,5,-2810.0000,125.0000,60,41,0.683333
LONG,850,250,4,6,-2810.0000,150.0000,60,42,0.700000
LONG,850,250,4,7,-2810.0000,175.0000,60,44,0.733333
LONG,850,250,4,8,-2810.0000,200.0000,60,40,0.666667
LONG,850,250,4,9,-2810.0000,225.0000,60,46,0.766667
LONG,850,250,5,0,-2785.0000,0.0000,60,44,0.733333
LONG,850,250,5,1,-2785.0000,25.0000,60,42,0.700000
LONG,850,250,5,2,-2785.0000,50.0000,60,40,0.666667
LONG,850,250,5,3,-2785.0000,75.0000,60,40,0.666667
LONG,850,250,5,4,-2785.0000,100.0000,60,40,0.666667
LONG,850,250,5,5,-2785.0000,125.0000,60,38,0.633333
LONG,850,250,5,6,-2785.0000,150.0000,60,37,0.616667
LONG,850,250,5,7,-2785.0000,175.0000,60,42,0.700000
LONG,850,250,5,8,-2785.0000,200.0000,60,37,0.616667
LONG,850,250,5,9,-2785.0000,225.0000,60,45,0.750000
LONG,850,250,6,0,-2760.0000,0.0000,60,42,0.700000
LONG,850,250,6,1,-2760.0000,25.0000,60,38,0.633333
LONG,850,250,6,2,-2760.0000,50.0000,60,35,0.583333
LONG,850,250,6,3,-2760.0000,75.0000,60,37,0.616667
LONG,850,250,6,4,-2760.0000,100.0000,60,38,0.633333
LONG,850,250,6,5,-2760.0000,125.0000,60,35,0.583333
LONG,850,250,6,6,-2760.0000,150.0000,60,34,0.566667
LONG,850,250,6,7,-2760.0000,175.0000,60,38,0.633333
LONG,850,250,6,8,-2760.0000,200.0000,60,35,0.583333
LONG,850,250,6,9,-2760.0000,225.0000,60,41,0.683333
LONG,850,250,7,0,-2735.0000,0.0000,60,43,0.716667
LONG,850,250,7,1,-2735.0000,25.0000,60,41,0.683333
LONG,850,250,7,2,-2735.0000,50.0000,60,40,0.666667
LONG,850,250,7,3,-2735.0000,75.0000,60,41,0.683333
LONG,850,250,7,4,-2735.0000,100.0000,60,40,0.666667
LONG,850,250,7,5,-2735.0000,125.0000,60,40,0.666667
LONG,850,250,7,6,-2735.0000,150.0000,60,39,0.650000
LONG,850,250,7,7,-2735.0000,175.0000,60,42,0.700000
LONG,850,250,7,8,-2735.0000,200.0000,60,36,0.600000
LONG,850,250,7,9,-2735.0000,225.0000,60,43,0.716667
LONG,850,250,8,0,-2710.0000,0.0000,60,42,0.700000
LONG,850,250,8,1,-2710.0000,25.0000,60,41,0.683333
LONG,850,250,8,2,-2710.0000,50.0000,60,40,0.666667
LONG,850,250,8,3,-2710.0000,75.0000,60,40,0.666667
LONG,850,250,8,4,-2710.0000,100.0000,60,40,0.666667
LONG,850,250,8,5,-2710.0000,125.0000,60,40,0.666667
LONG,850,250,8,6,-2710.0000,150.0000,60,37,0.616667
LONG,850,250,8,7,-2710.0000,175.0000,60,40,0.666667
LONG,850,250,8,8,-2710.0000,200.0000,60,35,0.583333
LONG,850,250,8,9,-2710.0000,225.0000,60,42,0.700000
LONG,850,250,9,0,-2685.0000,0.0000,60,41,0.683333
LONG,850,250,9,1,-2685.0000,25.0000,60,41,0.683333
LONG,850,250,9,2,-2685.0000,50.0000,60,40,0.666667
LONG,850,250,9,3,-2685.0000,75.0000,60,40,0.666667
LONG,850,250,9,4,-2685.0000,100.0000,60,40,0.666667
LONG,850,250,9,5,-2685.0000,125.0000,60,39,0.650000
LONG,850,250,9,6,-2685.0000,150.0000,60,40,0.666667
LONG,850,250,9,7,-2685.0000,175.0000,60,41,0.683333
LONG,850,250,9,8,-2685.0000,200.0000,60,37,0.616667
LONG,850,250,9,9,-2685.0000,225.0000,60,42,0.700000
LONG,850,300,0,0,-2910.0000,0.0000,60,39,0.650000
LONG,850,300,0,1,-2910.0000,30.0000,60,41,0.683333
LONG,850,300,0,2,-2910.0000,60.0000,60,45,0.750000
LONG,850,300,0,3,-2910.0000,90.0000,60,48,0.800000
LONG,850,300,0,4,-2910.0000,120.0000,60,48,0.800000
LONG,850,300,0,5,-2910.0000,150.0000,60,43,0.716667
LONG,850,300,0,6,-2910.0000,180.0000,60,42,0.700000
LONG,850,300,0,7,-2910.0000,210.0000,60,44,0.733333
LONG,850,300,0,8,-2910.0000,240.0000,60,48,0.800000
LONG,850,300,0,9,-2910.0000,270.0000,60,50,0.833333
LONG,850,300,1,0,-2880.0000,0.0000,60,34,0.566667
LONG,850,300,1,1,-2880.0000,30.0000,60,36,0.600000
LONG,850,300,1,2,-2880.0000,60.0000,60,42,0.700000
LONG,850,300,1,3,-2880.0000,90.0000,60,45,0.750000
LONG,850,300,1,4,-2880.0000,120.0000,60,45,0.750000
LONG,850,300,1,5,-2880.0000,150.0000,60,40,0.666667
LONG,850,300,1,6,-2880.0000,180.0000,60,40,0.666667
LONG,850,300,1,7,-2880.0000,210.0000,60,40,0.666667
LONG,850,300,1,8,-2880.0000,240.0000,60,43,0.716667
LONG,850,300,1,9,-2880.0000,270.0000,60,43,0.716667
LONG,850,300,2,0,-2850.0000,0.0000,60,35,0.583333
LONG,850,300,2,1,-2850.0000,30.0000,60,36,0.600000
LONG,850,300,2,2,-2850.0000,60.0000,60,41,0.683333
LONG,850,300,2,3,-2850.0000,90.0000,60,44,0.733333
LONG,850,300,2,4,-2850.0000,120.0000,60,45,0.750000
LONG,850,300,2,5,-2850.0000,150.0000,60,41,0.683333
LONG,850,300,2,6,-2850.0000,180.0000,60,39,0.650000
LONG,850,300,2,7,-2850.0000,210.0000,60,39,0.650000
LONG,850,300,2,8,-2850.0000,240.0000,60,43,0.716667
LONG,850,300,2,9,-2850.0000,270.0000,60,43,0.716667
LONG,850,300,3,0,-2820.0000,0.0000,60,34,0.566667
LONG,850,300,3,1,-2820.0000,30.0000,60,35,0.583333
LONG,850,300,3,2,-2820.0000,60.0000,60,39,0.650000
LONG,850,300,3,3,-2820.0000,90.0000,60,41,0.683333
LONG,850,300,3,4,-2820.0000,120.0000,60,42,0.700000
LONG,850,300,3,5,-2820.0000,150.0000,60,37,0.616667
LONG,850,300,3,6,-2820.0000,180.0000,60,37,0.616667
LONG,850,300,3,7,-2820.0000,210.0000,60,38,0.633333
LONG,850,300,3,8,-2820.0000,240.0000,60,39,0.650000
LONG,850,300,3,9,-2820.0000,270.0000,60,39,0.650000
LONG,850,300,4,0,-2790.0000,0.0000,60,38,0.633333
LONG,850,300,4,1,-2790.0000,30.0000,60,39,0.650000
LONG,850,300,4,2,-2790.0000,60.0000,60,42,0.700000
LONG,850,300,4,3,-2790.0000,90.0000,60,46,0.766667
LONG,850,300,4,4,-2790.0000,120.0000,60,47,0.783333
LONG,850,300,4,5,-2790.0000,150.0000,60,41,0.683333
LONG,850,300,4,6,-2790.0000,180.0000,60,41,0.683333
LONG,850,300,4,7,-2790.0000,210.0000,60,43,0.716667
LONG,850,300,4,8,-2790.0000,240.0000,60,45,0.750000
LONG,850,300,4,9,-2790.0000,270.0000,60,45,0.750000
LONG,850,300,5,0,-2760.0000,0.0000,60,38,0.633333
LONG,850,300,5,1,-2760.0000,30.0000,60,38,0.633333
LONG,850,300,5,2,-2760.0000,60.0000,60,42,0.700000
LONG,850,300,5,3,-2760.0000,90.0000,60,45,0.750000
LONG,850,300,5,4,-2760.0000,120.0000,60,47,0.783333
LONG,850,300,5,5,-2760.0000,150.0000,60,41,0.683333
LONG,850,300,5,6,-2760.0000,180.0000,60,41,0.683333
LONG,850,300,5,7,-2760.0000,210.0000,60,42,0.700000
LONG,850,300,5,8,-2760.0000,240.0000,60,44,0.733333
LONG,850,300,5,9,-2760.0000,270.0000,60,44,0.733333
LONG,850,300,6,0,-2730.0000,0.0000,60,35,0.583333
LONG,850,300,6,1,-2730.0000,30.0000,60,36,0.600000
LONG,850,300,6,2,-2730.0000,60.0000,60,40,0.666667
LONG,850,300,6,3,-2730.0000,90.0000,60,45,0.750000
LONG,850,300,6,4,-2730.0000,120.0000,60,47,0.783333
LONG,850,300,6,5,-2730.0000,150.0000,60,40,0.666667
LONG,850,300,6,6,-2730.0000,180.0000,60,40,0.666667
LONG,850,300,6,7,-2730.0000,210.0000,60,40,0.666667
LONG,850,300,6,8,-2730.0000,240.0000,60,43,0.716667
LONG,850,300,6,9,-2730.0000,270.0000,60,43,0.716667
LONG,850,300,7,0,-2700.0000,0.0000,60,38,0.633333
LONG,850,300,7,1,-2700.0000,30.0000,60,40,0.666667
LONG,850,300,7,2,-2700.0000,60.0000,60,44,0.733333
LONG,850,300,7,3,-2700.0000,90.0000,60,47,0.783333
LONG,850,300,7,4,-2700.0000,120.0000,60,49,0.816667
LONG,850,300,7,5,-2700.0000,150.0000,60,42,0.700000
LONG,850,300,7,6,-2700.0000,180.0000,60,42,0.700000
LONG,850,300,7,7,-2700.0000,210.0000,60,42,0.700000
LONG,850,300,7,8,-2700.0000,240.0000,60,45,0.750000
LONG,850,300,7,9,-2700.0000,270.0000,60,46,0.766667
LONG,850,300,8,0,-2670.0000,0.0000,60,39,0.650000
LONG,850,300,8,1,-2670.0000,30.0000,60,39,0.650000
LONG,850,300,8,2,-2670.0000,60.0000,60,44,0.733333
LONG,850,300,8,3,-2670.0000,90.0000,60,47,0.783333
LONG,850,300,8,4,-2670.0000,120.0000,60,48,0.800000
LONG,850,300,8,5,-2670.0000,150.0000,60,43,0.716667
LONG,850,300,8,6,-2670.0000,180.0000,60,42,0.700000
LONG,850,300,8,7,-2670.0000,210.0000,60,43,0.716667
LONG,850,300,8,8,-2670.0000,240.0000,60,46,0.766667
LONG,850,300,8,9,-2670.0000,270.0000,60,49,0.816667
LONG,850,300,9,0,-2640.0000,0.0000,60,40,0.666667
LONG,850,300,9,1,-2640.0000,30.0000,60,42,0.700000
LONG,850,300,9,2,-2640.0000,60.0000,60,45,0.750000
LONG,850,300,9,3,-2640.0000,90.0000,60,48,0.800000
LONG,850,300,9,4,-2640.0000,120.0000,60,49,0.816667
LONG,850,300,9,5,-2640.0000,150.0000,60,44,0.733333
LONG,850,300,9,6,-2640.0000,180.0000,60,43,0.716667
LONG,850,300,9,7,-2640.0000,210.0000,60,45,0.750000
LONG,850,300,9,8,-2640.0000,240.0000,60,48,0.800000
LONG,850,300,9,9,-2640.0000,270.0000,60,50,0.833333
LONG,850,400,0,0,-2910.0000,0.0000,60,43,0.716667
LONG,850,400,0,1,-2910.0000,40.0000,60,44,0.733333
LONG,850,400,0,2,-2910.0000,80.0000,60,42,0.700000
LONG,850,400,0,3,-2910.0000,120.0000,60,42,0.700000
LONG,850,400,0,4,-2910.0000,160.0000,60,42,0.700000
LONG,850,400,0,5,-2910.0000,200.0000,60,43,0.716667
LONG,850,400,0,6,-2910.0000,240.0000,60,47,0.783333
LONG,850,400,0,7,-2910.0000,280.0000,60,47,0.783333
LONG,850,400,0,8,-2910.0000,320.0000,60,51,0.850000
LONG,850,400,0,9,-2910.0000,360.0000,60,47,0.783333
LONG,850,400,1,0,-2870.0000,0.0000,60,45,0.750000
LONG,850,400,1,1,-2870.0000,40.0000,60,47,0.783333
LONG,850,400,1,2,-2870.0000,80.0000,60,46,0.766667
LONG,850,400,1,3,-2870.0000,120.0000,60,46,0.766667
LONG,850,400,1,4,-2870.0000,160.0000,60,46,0.766667
LONG,850,400,1,5,-2870.0000,200.0000,60,45,0.750000
LONG,850,400,1,6,-2870.0000,240.0000,60,49,0.816667
LONG,850,400,1,7,-2870.0000,280.0000,60,49,0.816667
LONG,850,400,1,8,-2870.0000,320.0000,60,51,0.850000
LONG,850,400,1,9,-2870.0000,360.0000,60,48,0.800000
LONG,850,400,2,0,-2830.0000,0.0000,60,46,0.766667
LONG,850,400,2,1,-2830.0000,40.0000,60,48,0.800000
LONG,850,400,2,2,-2830.0000,80.0000,60,45,0.750000
LONG,850,400,2,3,-2830.0000,120.0000,60,45,0.750000
LONG,850,400,2,4,-2830.0000,160.0000,60,43,0.716667
LONG,850,400,2,5,-2830.0000,200.0000,60,46,0.766667
LONG,850,400,2,6,-2830.0000,240.0000,60,49,0.816667
LONG,850,400,2,7,-2830.0000,280.0000,60,49,0.816667
LONG,850,400,2,8,-2830.0000,320.0000,60,51,0.850000
LONG,850,400,2,9,-2830.0000,360.0000,60,48,0.800000
LONG,850,400,3,0,-2790.0000,0.0000,60,44,0.733333
LONG,850,400,3,1,-2790.0000,40.0000,60,46,0.766667
LONG,850,400,3,2,-2790.0000,80.0000,60,44,0.733333
LONG,850,400,3,3,-2790.0000,120.0000,60,44,0.733333
LONG,850,400,3,4,-2790.0000,160.0000,60,43,0.716667
LONG,850,400,3,5,-2790.0000,200.0000,60,45,0.750000
LONG,850,400,3,6,-2790.0000,240.0000,60,49,0.816667
LONG,850,400,3,7,-2790.0000,280.0000,60,50,0.833333
LONG,850,400,3,8,-2790.0000,320.0000,60,50,0.833333
LONG,850,400,3,9,-2790.0000,360.0000,60,48,0.800000
LONG,850,400,4,0,-2750.0000,0.0000,60,41,0.683333
LONG,850,400,4,1,-2750.0000,40.0000,60,45,0.750000
LONG,850,400,4,2,-2750.0000,80.0000,60,42,0.700000
LONG,850,400,4,3,-2750.0000,120.0000,60,43,0.716667
LONG,850,400,4,4,-2750.0000,160.0000,60,40,0.666667
LONG,850,400,4,5,-2750.0000,200.0000,60,43,0.716667
LONG,850,400,4,6,-2750.0000,240.0000,60,48,0.800000
LONG,850,400,4,7,-2750.0000,280.0000,60,48,0.800000
LONG,850,400,4,8,-2750.0000,320.0000,60,47,0.783333
LONG,850,400,4,9,-2750.0000,360.0000,60,45,0.750000
LONG,850,400,5,0,-2710.0000,0.0000,60,43,0.716667
LONG,850,400,5,1,-2710.0000,40.0000,60,46,0.766667
LONG,850,400,5,2,-2710.0000,80.0000,60,44,0.733333
LONG,850,400,5,3,-2710.0000,120.0000,60,43,0.716667
LONG,850,400,5,4,-2710.0000,160.0000,60,40,0.666667
LONG,850,400,5,5,-2710.0000,200.0000,60,43,0.716667
LONG,850,400,5,6,-2710.0000,240.0000,60,48,0.800000
LONG,850,400,5,7,-2710.0000,280.0000,60,49,0.816667
LONG,850,400,5,8,-2710.0000,320.0000,60,50,0.833333
LONG,850,400,5,9,-2710.0000,360.0000,60,48,0.800000
LONG,850,400,6,0,-2670.0000,0.0000,60,47,0.783333
LONG,850,400,6,1,-2670.0000,40.0000,60,48,0.800000
LONG,850,400,6,2,-2670.0000,80.0000,60,47,0.783333
LONG,850,400,6,3,-2670.0000,120.0000,60,46,0.766667
LONG,850,400,6,4,-2670.0000,160.0000,60,43,0.716667
LONG,850,400,6,5,-2670.0000,200.0000,60,45,0.750000
LONG,850,400,6,6,-2670.0000,240.0000,60,49,0.816667
LONG,850,400,6,7,-2670.0000,280.0000,60,49,0.816667
LONG,850,400,6,8,-2670.0000,320.0000,60,51,0.850000
LONG,850,400,6,9,-2670.0000,360.0000,60,50,0.833333
LONG,850,400,7,0,-2630.0000,0.0000,60,45,0.750000
LONG,850,400,7,1,-2630.0000,40.0000,60,46,0.766667
LONG,850,400,7,2,-2630.0000,80.0000,60,47,0.783333
LONG,850,400,7,3,-2630.0000,120.0000,60,46,0.766667
LONG,850,400,7,4,-2630.0000,160.0000,60,44,0.733333
LONG,850,400,7,5,-2630.0000,200.0000,60,45,0.750000
LONG,850,400,7,6,-2630.0000,240.0000,60,49,0.816667
LONG,850,400,7,7,-2630.0000,280.0000,60,49,0.816667
LONG,850,400,7,8,-2630.0000,320.0000,60,51,0.850000
LONG,850,400,7,9,-2630.0000,360.0000,60,48,0.800000
LONG,850,400,8,0,-2590.0000,0.0000,60,46,0.766667
LONG,850,400,8,1,-2590.0000,40.0000,60,48,0.800000
LONG,850,400,8,2,-2590.0000,80.0000,60,47,0.783333
LONG,850,400,8,3,-2590.0000,120.0000,60,46,0.766667
LONG,850,400,8,4,-2590.0000,160.0000,60,46,0.766667
LONG,850,400,8,5,-2590.0000,200.0000,60,48,0.800000
LONG,850,400,8,6,-2590.0000,240.0000,60,51,0.850000
LONG,850,400,8,7,-2590.0000,280.0000,60,51,0.850000
LONG,850,400,8,8,-2590.0000,320.0000,60,53,0.883333
LONG,850,400,8,9,-2590.0000,360.0000,60,50,0.833333
LONG,850,400,9,0,-2550.0000,0.0000,60,46,0.766667
LONG,850,400,9,1,-2550.0000,40.0000,60,47,0.783333
LONG,850,400,9,2,-2550.0000,80.0000,60,45,0.750000
LONG,850,400,9,3,-2550.0000,120.0000,60,45,0.750000
LONG,850,400,9,4,-2550.0000,160.0000,60,45,0.750000
LONG,850,400,9,5,-2550.0000,200.0000,60,47,0.783333
LONG,850,400,9,6,-2550.0000,240.0000,60,51,0.850000
LONG,850,400,9,7,-2550.0000,280.0000,60,50,0.833333
LONG,850,400,9,8,-2550.0000,320.0000,60,52,0.866667
LONG,850,400,9,9,-2550.0000,360.0000,60,49,0.816667
LONG,850,500,0,0,-2910.0000,0.0000,60,55,0.916667
LONG,850,500,0,1,-2910.0000,50.0000,60,55,0.916667
LONG,850,500,0,2,-2910.0000,100.0000,60,51,0.850000
LONG,850,500,0,3,-2910.0000,150.0000,60,54,0.900000
LONG,850,500,0,4,-2910.0000,200.0000,60,53,0.883333
LONG,850,500,0,5,-2910.0000,250.0000,60,49,0.816667
LONG,850,500,0,6,-2910.0000,300.0000,60,47,0.783333
LONG,850,500,0,7,-2910.0000,350.0000,60,51,0.850000
LONG,850,500,0,8,-2910.0000,400.0000,60,48,0.800000
LONG,850,500,0,9,-2910.0000,450.0000,60,48,0.800000
LONG,850,500,1,0,-2860.0000,0.0000,60,54,0.900000
LONG,850,500,1,1,-2860.0000,50.0000,60,54,0.900000
LONG,850,500,1,2,-2860.0000,100.0000,60,49,0.816667
LONG,850,500,1,3,-2860.0000,150.0000,60,51,0.850000
LONG,850,500,1,4,-2860.0000,200.0000,60,50,0.833333
LONG,850,500,1,5,-2860.0000,250.0000,60,47,0.783333
LONG,850,500,1,6,-2860.0000,300.0000,60,47,0.783333
LONG,850,500,1,7,-2860.0000,350.0000,60,50,0.833333
LONG,850,500,1,8,-2860.0000,400.0000,60,47,0.783333
LONG,850,500,1,9,-2860.0000,450.0000,60,47,0.783333
LONG,850,500,2,0,-2810.0000,0.0000,60,55,0.916667
LONG,850,500,2,1,-2810.0000,50.0000,60,55,0.916667
LONG,850,500,2,2,-2810.0000,100.0000,60,52,0.866667
LONG,850,500,2,3,-2810.0000,150.0000,60,54,0.900000
LONG,850,500,2,4,-2810.0000,200.0000,60,52,0.866667
LONG,850,500,2,5,-2810.0000,250.0000,60,49,0.816667
LONG,850,500,2,6,-2810.0000,300.0000,60,47,0.783333
LONG,850,500,2,7,-2810.0000,350.0000,60,51,0.850000
LONG,850,500,2,8,-2810.0000,400.0000,60,48,0.800000
LONG,850,500,2,9,-2810.0000,450.0000,60,48,0.800000
LONG,850,500,3,0,-2760.0000,0.0000,60,52,0.866667
LONG,850,500,3,1,-2760.0000,50.0000,60,52,0.866667
LONG,850,500,3,2,-2760.0000,100.0000,60,50,0.833333
LONG,850,500,3,3,-2760.0000,150.0000,60,50,0.833333
LONG,850,500,3,4,-2760.0000,200.0000,60,49,0.816667
LONG,850,500,3,5,-2760.0000,250.0000,60,45,0.750000
LONG,850,500,3,6,-2760.0000,300.0000,60,43,0.716667
LONG,850,500,3,7,-2760.0000,350.0000,60,48,0.800000
LONG,850,500,3,8,-2760.0000,400.0000,60,44,0.733333
LONG,850,500,3,9,-2760.0000,450.0000,60,45,0.750000
LONG,850,500,4,0,-2710.0000,0.0000,60,51,0.850000
LONG,850,500,4,1,-2710.0000,50.0000,60,51,0.850000
LONG,850,500,4,2,-2710.0000,100.0000,60,47,0.783333
LONG,850,500,4,3,-2710.0000,150.0000,60,49,0.816667
LONG,850,500,4,4,-2710.0000,200.0000,60,48,0.800000
LONG,850,500,4,5,-2710.0000,250.0000,60,46,0.766667
LONG,850,500,4,6,-2710.0000,300.0000,60,46,0.766667
LONG,850,500,4,7,-2710.0000,350.0000,60,50,0.833333
LONG,850,500,4,8,-2710.0000,400.0000,60,45,0.750000
LONG,850,500,4,9,-2710.0000,450.0000,60,44,0.733333
LONG,850,500,5,0,-2660.0000,0.0000,60,51,0.850000
LONG,850,500,5,1,-2660.0000,50.0000,60,52,0.866667
LONG,850,500,5,2,-2660.0000,100.0000,60,47,0.783333
LONG,850,500,5,3,-2660.0000,150.0000,60,49,0.816667
LONG,850,500,5,4,-2660.0000,200.0000,60,49,0.816667
LONG,850,500,5,5,-2660.0000,250.0000,60,47,0.783333
LONG,850,500,5,6,-2660.0000,300.0000,60,46,0.766667
LONG,850,500,5,7,-2660.0000,350.0000,60,48,0.800000
LONG,850,500,5,8,-2660.0000,400.0000,60,46,0.766667
LONG,850,500,5,9,-2660.0000,450.0000,60,45,0.750000
LONG,850,500,6,0,-2610.0000,0.0000,60,50,0.833333
LONG,850,500,6,1,-2610.0000,50.0000,60,51,0.850000
LONG,850,500,6,2,-2610.0000,100.0000,60,46,0.766667
LONG,850,500,6,3,-2610.0000,150.0000,60,48,0.800000
LONG,850,500,6,4,-2610.0000,200.0000,60,48,0.800000
LONG,850,500,6,5,-2610.0000,250.0000,60,44,0.733333
LONG,850,500,6,6,-2610.0000,300.0000,60,42,0.700000
LONG,850,500,6,7,-2610.0000,350.0000,60,47,0.783333
LONG,850,500,6,8,-2610.0000,400.0000,60,44,0.733333
LONG,850,500,6,9,-2610.0000,450.0000,60,45,0.750000
LONG,850,500,7,0,-2560.0000,0.0000,60,54,0.900000
LONG,850,500,7,1,-2560.0000,50.0000,60,54,0.900000
LONG,850,500,7,2,-2560.0000,100.0000,60,50,0.833333
LONG,850,500,7,3,-2560.0000,150.0000,60,52,0.866667
LONG,850,500,7,4,-2560.0000,200.0000,60,51,0.850000
LONG,850,500,7,5,-2560.0000,250.0000,60,48,0.800000
LONG,850,500,7,6,-2560.0000,300.0000,60,46,0.766667
LONG,850,500,7,7,-2560.0000,350.0000,60,50,0.833333
LONG,850,500,7,8,-2560.0000,400.0000,60,48,0.800000
LONG,850,500,7,9,-2560.0000,450.0000,60,48,0.800000
LONG,850,500,8,0,-2510.0000,0.0000,60,52,0.866667
LONG,850,500,8,1,-2510.0000,50.0000,60,51,0.850000
LONG,850,500,8,2,-2510.0000,100.0000,60,47,0.783333
LONG,850,500,8,3,-2510.0000,150.0000,60,49,0.816667
LONG,850,500,8,4,-2510.0000,200.0000,60,48,0.800000
LONG,850,500,8,5,-2510.0000,250.0000,60,49,0.816667
LONG,850,500,8,6,-2510.0000,300.0000,60,43,0.716667
LONG,850,500,8,7,-2510.0000,350.0000,60,47,0.783333
LONG,850,500,8,8,-2510.0000,400.0000,60,44,0.733333
LONG,850,500,8,9,-2510.0000,450.0000,60,45,0.750000
LONG,850,500,9,0,-2460.0000,0.0000,60,54,0.900000
LONG,850,500,9,1,-2460.0000,50.0000,60,54,0.900000
LONG,850,500,9,2,-2460.0000,100.0000,60,50,0.833333
LONG,850,500,9,3,-2460.0000,150.0000,60,52,0.866667
LONG,850,500,9,4,-2460.0000,200.0000,60,51,0.850000
LONG,850,500,9,5,-2460.0000,250.0000,60,50,0.833333
LONG,850,500,9,6,-2460.0000,300.0000,60,46,0.766667
LONG,850,500,9,7,-2460.0000,350.0000,60,50,0.833333
LONG,850,500,9,8,-2460.0000,400.0000,60,47,0.783333
LONG,850,500,9,9,-2460.0000,450.0000,60,47,0.783333
LONG,850,600,0,0,-2910.0000,0.0000,60,49,0.816667
LONG,850,600,0,1,-2910.0000,60.0000,60,53,0.883333
LONG,850,600,0,2,-2910.0000,120.0000,60,57,0.950000
LONG,850,600,0,3,-2910.0000,180.0000,60,53,0.883333
LONG,850,600,0,4,-2910.0000,240.0000,60,55,0.916667
LONG,850,600,0,5,-2910.0000,300.0000,60,51,0.850000
LONG,850,600,0,6,-2910.0000,360.0000,60,52,0.866667
LONG,850,600,0,7,-2910.0000,420.0000,60,52,0.866667
LONG,850,600,0,8,-2910.0000,480.0000,60,50,0.833333
LONG,850,600,0,9,-2910.0000,540.0000,60,53,0.883333
LONG,850,600,1,0,-2850.0000,0.0000,60,48,0.800000
LONG,850,600,1,1,-2850.0000,60.0000,60,53,0.883333
LONG,850,600,1,2,-2850.0000,120.0000,60,57,0.950000
LONG,850,600,1,3,-2850.0000,180.0000,60,52,0.866667
LONG,850,600,1,4,-2850.0000,240.0000,60,52,0.866667
LONG,850,600,1,5,-2850.0000,300.0000,60,49,0.816667
LONG,850,600,1,6,-2850.0000,360.0000,60,51,0.850000
LONG,850,600,1,7,-2850.0000,420.0000,60,51,0.850000
LONG,850,600,1,8,-2850.0000,480.0000,60,49,0.816667
LONG,850,600,1,9,-2850.0000,540.0000,60,53,0.883333
LONG,850,600,2,0,-2790.0000,0.0000,60,49,0.816667
LONG,850,600,2,1,-2790.0000,60.0000,60,53,0.883333
LONG,850,600,2,2,-2790.0000,120.0000,60,57,0.950000
LONG,850,600,2,3,-2790.0000,180.0000,60,53,0.883333
LONG,850,600,2,4,-2790.0000,240.0000,60,53,0.883333
LONG,850,600,2,5,-2790.0000,300.0000,60,50,0.833333
LONG,850,600,2,6,-2790.0000,360.0000,60,52,0.866667
LONG,850,600,2,7,-2790.0000,420.0000,60,52,0.866667
LONG,850,600,2,8,-2790.0000,480.0000,60,50,0.833333
LONG,850,600,2,9,-2790.0000,540.0000,60,53,0.883333
LONG,850,600,3,0,-2730.0000,0.0000,60,47,0.783333
