cls,window_ms,D_mm,phase_i,phase_j,origin_y_mm,origin_z_mm,n_included,n_correct,match_fraction
SHORT,400,500,0,2,-2910.0000,100.0000,47,40,0.851064
SHORT,400,500,0,3,-2910.0000,150.0000,47,40,0.851064
SHORT,400,500,0,4,-2910.0000,200.0000,47,41,0.872340
SHORT,400,500,0,5,-2910.0000,250.0000,47,39,0.829787
SHORT,400,500,0,6,-2910.0000,300.0000,47,39,0.829787
SHORT,400,500,0,7,-2910.0000,350.0000,47,42,0.893617
SHORT,400,500,0,8,-2910.0000,400.0000,47,39,0.829787
SHORT,400,500,0,9,-2910.0000,450.0000,47,38,0.808511
SHORT,400,500,1,0,-2860.0000,0.0000,47,37,0.787234
SHORT,400,500,1,1,-2860.0000,50.0000,47,37,0.787234
SHORT,400,500,1,2,-2860.0000,100.0000,47,37,0.787234
SHORT,400,500,1,3,-2860.0000,150.0000,47,37,0.787234
SHORT,400,500,1,4,-2860.0000,200.0000,47,38,0.808511
SHORT,400,500,1,5,-2860.0000,250.0000,47,36,0.765957
SHORT,400,500,1,6,-2860.0000,300.0000,47,35,0.744681
SHORT,400,500,1,7,-2860.0000,350.0000,47,40,0.851064
SHORT,400,500,1,8,-2860.0000,400.0000,47,36,0.765957
SHORT,400,500,1,9,-2860.0000,450.0000,47,36,0.765957
SHORT,400,500,2,0,-2810.0000,0.0000,47,37,0.787234
SHORT,400,500,2,1,-2810.0000,50.0000,47,37,0.787234
SHORT,400,500,2,2,-2810.0000,100.0000,47,37,0.787234
SHORT,400,500,2,3,-2810.0000,150.0000,47,38,0.808511
SHORT,400,500,2,4,-2810.0000,200.0000,47,39,0.829787
SHORT,400,500,2,5,-2810.0000,250.0000,47,36,0.765957
SHORT,400,500,2,6,-2810.0000,300.0000,47,34,0.723404
SHORT,400,500,2,7,-2810.0000,350.0000,47,39,0.829787
SHORT,400,500,2,8,-2810.0000,400.0000,47,37,0.787234
SHORT,400,500,2,9,-2810.0000,450.0000,47,36,0.765957
SHORT,400,500,3,0,-2760.0000,0.0000,47,36,0.765957
SHORT,400,500,3,1,-2760.0000,50.0000,47,36,0.765957
SHORT,400,500,3,2,-2760.0000,100.0000,47,36,0.765957
SHORT,400,500,3,3,-2760.0000,150.0000,47,37,0.787234
SHORT,400,500,3,4,-2760.0000,200.0000,47,38,0.808511
SHORT,400,500,3,5,-2760.0000,250.0000,47,35,0.744681
SHORT,400,500,3,6,-2760.0000,300.0000,47,33,0.702128
SHORT,400,500,3,7,-2760.0000,350.0000,47,38,0.808511
SHORT,400,500,3,8,-2760.0000,400.0000,47,36,0.765957
SHORT,400,500,3,9,-2760.0000,450.0000,47,35,0.744681
SHORT,400,500,4,0,-2710.0000,0.0000,47,35,0.744681
SHORT,400,500,4,1,-2710.0000,50.0000,47,34,0.723404
SHORT,400,500,4,2,-2710.0000,100.0000,47,34,0.723404
SHORT,400,500,4,3,-2710.0000,150.0000,47,33,0.702128
SHORT,400,500,4,4,-2710.0000,200.0000,47,34,0.723404
SHORT,400,500,4,5,-2710.0000,250.0000,47,32,0.680851
SHORT,400,500,4,6,-2710.0000,300.0000,47,33,0.702128
SHORT,400,500,4,7,-2710.0000,350.0000,47,35,0.744681
SHORT,400,500,4,8,-2710.0000,400.0000,47,34,0.723404
SHORT,400,500,4,9,-2710.0000,450.0000,47,33,0.702128
SHORT,400,500,5,0,-2660.0000,0.0000,47,40,0.851064
SHORT,400,500,5,1,-2660.0000,50.0000,47,40,0.851064
SHORT,400,500,5,2,-2660.0000,100.0000,47,38,0.808511
SHORT,400,500,5,3,-2660.0000,150.0000,47,38,0.808511
SHORT,400,500,5,4,-2660.0000,200.0000,47,39,0.829787
SHORT,400,500,5,5,-2660.0000,250.0000,47,36,0.765957
SHORT,400,500,5,6,-2660.0000,300.0000,47,36,0.765957
SHORT,400,500,5,7,-2660.0000,350.0000,47,40,0.851064
SHORT,400,500,5,8,-2660.0000,400.0000,47,38,0.808511
SHORT,400,500,5,9,-2660.0000,450.0000,47,37,0.787234
SHORT,400,500,6,0,-2610.0000,0.0000,47,38,0.808511
SHORT,400,500,6,1,-2610.0000,50.0000,47,39,0.829787
SHORT,400,500,6,2,-2610.0000,100.0000,47,37,0.787234
SHORT,400,500,6,3,-2610.0000,150.0000,47,37,0.787234
SHORT,400,500,6,4,-2610.0000,200.0000,47,38,0.808511
SHORT,400,500,6,5,-2610.0000,250.0000,47,36,0.765957
SHORT,400,500,6,6,-2610.0000,300.0000,47,34,0.723404
SHORT,400,500,6,7,-2610.0000,350.0000,47,39,0.829787
SHORT,400,500,6,8,-2610.0000,400.0000,47,38,0.808511
SHORT,400,500,6,9,-2610.0000,450.0000,47,36,0.765957
SHORT,400,500,7,0,-2560.0000,0.0000,47,41,0.872340
SHORT,400,500,7,1,-2560.0000,50.0000,47,41,0.872340
SHORT,400,500,7,2,-2560.0000,100.0000,47,41,0.872340
SHORT,400,500,7,3,-2560.0000,150.0000,47,41,0.872340
SHORT,400,500,7,4,-2560.0000,200.0000,47,42,0.893617
SHORT,400,500,7,5,-2560.0000,250.0000,47,39,0.829787
SHORT,400,500,7,6,-2560.0000,300.0000,47,38,0.808511
SHORT,400,500,7,7,-2560.0000,350.0000,47,43,0.914894
SHORT,400,500,7,8,-2560.0000,400.0000,47,41,0.872340
SHORT,400,500,7,9,-2560.0000,450.0000,47,39,0.829787
SHORT,400,500,8,0,-2510.0000,0.0000,47,41,0.872340
SHORT,400,500,8,1,-2510.0000,50.0000,47,41,0.872340
SHORT,400,500,8,2,-2510.0000,100.0000,47,42,0.893617
SHORT,400,500,8,3,-2510.0000,150.0000,47,41,0.872340
SHORT,400,500,8,4,-2510.0000,200.0000,47,42,0.893617
SHORT,400,500,8,5,-2510.0000,250.0000,47,39,0.829787
SHORT,400,500,8,6,-2510.0000,300.0000,47,38,0.808511
SHORT,400,500,8,7,-2510.0000,350.0000,47,43,0.914894
SHORT,400,500,8,8,-2510.0000,400.0000,47,41,0.872340
SHORT,400,500,8,9,-2510.0000,450.0000,47,39,0.829787
SHORT,400,500,9,0,-2460.0000,0.0000,47,40,0.851064
SHORT,400,500,9,1,-2460.0000,50.0000,47,40,0.851064
SHORT,400,500,9,2,-2460.0000,100.0000,47,41,0.872340
SHORT,400,500,9,3,-2460.0000,150.0000,47,40,0.851064
SHORT,400,500,9,4,-2460.0000,200.0000,47,41,0.872340
SHORT,400,500,9,5,-2460.0000,250.0000,47,38,0.808511
SHORT,400,500,9,6,-2460.0000,300.0000,47,38,0.808511
SHORT,400,500,9,7,-2460.0000,350.0000,47,42,0.893617
SHORT,400,500,9,8,-2460.0000,400.0000,47,40,0.851064
SHORT,400,500,9,9,-2460.0000,450.0000,47,38,0.808511
SHORT,400,600,0,0,-2910.0000,0.0000,47,39,0.829787
SHORT,400,600,0,1,-2910.0000,60.0000,47,39,0.829787
SHORT,400,600,0,2,-2910.0000,120.0000,47,38,0.808511
SHORT,400,600,0,3,-2910.0000,180.0000,47,43,0.914894
SHORT,400,600,0,4,-2910.0000,240.0000,47,40,0.851064
SHORT,400,600,0,5,-2910.0000,300.0000,47,39,0.829787
SHORT,400,600,0,6,-2910.0000,360.0000,47,42,0.893617
SHORT,400,600,0,7,-2910.0000,420.0000,47,41,0.872340
SHORT,400,600,0,8,-2910.0000,480.0000,47,42,0.893617
SHORT,400,600,0,9,-2910.0000,540.0000,47,42,0.893617
SHORT,400,600,1,0,-2850.0000,0.0000,47,37,0.787234
SHORT,400,600,1,1,-2850.0000,60.0000,47,38,0.808511
SHORT,400,600,1,2,-2850.0000,120.0000,47,37,0.787234
SHORT,400,600,1,3,-2850.0000,180.0000,47,41,0.872340
SHORT,400,600,1,4,-2850.0000,240.0000,47,38,0.808511
SHORT,400,600,1,5,-2850.0000,300.0000,47,36,0.765957
SHORT,400,600,1,6,-2850.0000,360.0000,47,40,0.851064
SHORT,400,600,1,7,-2850.0000,420.0000,47,40,0.851064
SHORT,400,600,1,8,-2850.0000,480.0000,47,40,0.851064
SHORT,400,600,1,9,-2850.0000,540.0000,47,40,0.851064
SHORT,400,600,2,0,-2790.0000,0.0000,47,39,0.829787
SHORT,400,600,2,1,-2790.0000,60.0000,47,39,0.829787
SHORT,400,600,2,2,-2790.0000,120.0000,47,37,0.787234
SHORT,400,600,2,3,-2790.0000,180.0000,47,41,0.872340
SHORT,400,600,2,4,-2790.0000,240.0000,47,38,0.808511
SHORT,400,600,2,5,-2790.0000,300.0000,47,36,0.765957
SHORT,400,600,2,6,-2790.0000,360.0000,47,40,0.851064
SHORT,400,600,2,7,-2790.0000,420.0000,47,39,0.829787
SHORT,400,600,2,8,-2790.0000,480.0000,47,40,0.851064
SHORT,400,600,2,9,-2790.0000,540.0000,47,40,0.851064
SHORT,400,600,3,0,-2730.0000,0.0000,47,36,0.765957
SHORT,400,600,3,1,-2730.0000,60.0000,47,36,0.765957
SHORT,400,600,3,2,-2730.0000,120.0000,47,34,0.723404
SHORT,400,600,3,3,-2730.0000,180.0000,47,39,0.829787
SHORT,400,600,3,4,-2730.0000,240.0000,47,36,0.765957
SHORT,400,600,3,5,-2730.0000,300.0000,47,36,0.765957
SHORT,400,600,3,6,-2730.0000,360.0000,47,39,0.829787
SHORT,400,600,3,7,-2730.0000,420.0000,47,38,0.808511
SHORT,400,600,3,8,-2730.0000,480.0000,47,39,0.829787
SHORT,400,600,3,9,-2730.0000,540.0000,47,38,0.808511
SHORT,400,600,4,0,-2670.0000,0.0000,47,39,0.829787
SHORT,400,600,4,1,-2670.0000,60.0000,47,39,0.829787
SHORT,400,600,4,2,-2670.0000,120.0000,47,37,0.787234
SHORT,400,600,4,3,-2670.0000,180.0000,47,42,0.893617
SHORT,400,600,4,4,-2670.0000,240.0000,47,39,0.829787
SHORT,400,600,4,5,-2670.0000,300.0000,47,38,0.808511
SHORT,400,600,4,6,-2670.0000,360.0000,47,42,0.893617
SHORT,400,600,4,7,-2670.0000,420.0000,47,41,0.872340
SHORT,400,600,4,8,-2670.0000,480.0000,47,42,0.893617
SHORT,400,600,4,9,-2670.0000,540.0000,47,41,0.872340
SHORT,400,600,5,0,-2610.0000,0.0000,47,38,0.808511
SHORT,400,600,5,1,-2610.0000,60.0000,47,39,0.829787
SHORT,400,600,5,2,-2610.0000,120.0000,47,38,0.808511
SHORT,400,600,5,3,-2610.0000,180.0000,47,42,0.893617
SHORT,400,600,5,4,-2610.0000,240.0000,47,39,0.829787
SHORT,400,600,5,5,-2610.0000,300.0000,47,38,0.808511
SHORT,400,600,5,6,-2610.0000,360.0000,47,42,0.893617
SHORT,400,600,5,7,-2610.0000,420.0000,47,41,0.872340
SHORT,400,600,5,8,-2610.0000,480.0000,47,42,0.893617
SHORT,400,600,5,9,-2610.0000,540.0000,47,41,0.872340
SHORT,400,600,6,0,-2550.0000,0.0000,47,40,0.851064
SHORT,400,600,6,1,-2550.0000,60.0000,47,40,0.851064
SHORT,400,600,6,2,-2550.0000,120.0000,47,40,0.851064
SHORT,400,600,6,3,-2550.0000,180.0000,47,44,0.936170
SHORT,400,600,6,4,-2550.0000,240.0000,47,41,0.872340
SHORT,400,600,6,5,-2550.0000,300.0000,47,39,0.829787
SHORT,400,600,6,6,-2550.0000,360.0000,47,43,0.914894
SHORT,400,600,6,7,-2550.0000,420.0000,47,42,0.893617
SHORT,400,600,6,8,-2550.0000,480.0000,47,43,0.914894
SHORT,400,600,6,9,-2550.0000,540.0000,47,43,0.914894
SHORT,400,600,7,0,-2490.0000,0.0000,47,41,0.872340
SHORT,400,600,7,1,-2490.0000,60.0000,47,41,0.872340
SHORT,400,600,7,2,-2490.0000,120.0000,47,40,0.851064
SHORT,400,600,7,3,-2490.0000,180.0000,47,45,0.957447
SHORT,400,600,7,4,-2490.0000,240.0000,47,42,0.893617
SHORT,400,600,7,5,-2490.0000,300.0000,47,40,0.851064
SHORT,400,600,7,6,-2490.0000,360.0000,47,44,0.936170
SHORT,400,600,7,7,-2490.0000,420.0000,47,43,0.914894
SHORT,400,600,7,8,-2490.0000,480.0000,47,44,0.936170
SHORT,400,600,7,9,-2490.0000,540.0000,47,44,0.936170
SHORT,400,600,8,0,-2430.0000,0.0000,47,40,0.851064
SHORT,400,600,8,1,-2430.0000,60.0000,47,40,0.851064
SHORT,400,600,8,2,-2430.0000,120.0000,47,39,0.829787
SHORT,400,600,8,3,-2430.0000,180.0000,47,44,0.936170
SHORT,400,600,8,4,-2430.0000,240.0000,47,41,0.872340
SHORT,400,600,8,5,-2430.0000,300.0000,47,39,0.829787
SHORT,400,600,8,6,-2430.0000,360.0000,47,43,0.914894
SHORT,400,600,8,7,-2430.0000,420.0000,47,42,0.893617
SHORT,400,600,8,8,-2430.0000,480.0000,47,43,0.914894
SHORT,400,600,8,9,-2430.0000,540.0000,47,43,0.914894
SHORT,400,600,9,0,-2370.0000,0.0000,47,40,0.851064
SHORT,400,600,9,1,-2370.0000,60.0000,47,41,0.872340
SHORT,400,600,9,2,-2370.0000,120.0000,47,39,0.829787
SHORT,400,600,9,3,-2370.0000,180.0000,47,44,0.936170
SHORT,400,600,9,4,-2370.0000,240.0000,47,41,0.872340
SHORT,400,600,9,5,-2370.0000,300.0000,47,40,0.851064
SHORT,400,600,9,6,-2370.0000,360.0000,47,43,0.914894
SHORT,400,600,9,7,-2370.0000,420.0000,47,42,0.893617
SHORT,400,600,9,8,-2370.0000,480.0000,47,43,0.914894
SHORT,400,600,9,9,-2370.0000,540.0000,47,43,0.914894
SHORT,400,800,0,0,-2910.0000,0.0000,47,42,0.893617
SHORT,400,800,0,1,-2910.0000,80.0000,47,43,0.914894
SHORT,400,800,0,2,-2910.0000,160.0000,47,44,0.936170
SHORT,400,800,0,3,-2910.0000,240.0000,47,43,0.914894
SHORT,400,800,0,4,-2910.0000,320.0000,47,44,0.936170
SHORT,400,800,0,5,-2910.0000,400.0000,47,43,0.914894
SHORT,400,800,0,6,-2910.0000,480.0000,47,43,0.914894
SHORT,400,800,0,7,-2910.0000,560.0000,47,42,0.893617
SHORT,400,800,0,8,-2910.0000,640.0000,47,40,0.851064
SHORT,400,800,0,9,-2910.0000,720.0000,47,42,0.893617
SHORT,400,800,1,0,-2830.0000,0.0000,47,42,0.893617
SHORT,400,800,1,1,-2830.0000,80.0000,47,41,0.872340
SHORT,400,800,1,2,-2830.0000,160.0000,47,43,0.914894
SHORT,400,800,1,3,-2830.0000,240.0000,47,42,0.893617
SHORT,400,800,1,4,-2830.0000,320.0000,47,42,0.893617
SHORT,400,800,1,5,-2830.0000,400.0000,47,42,0.893617
SHORT,400,800,1,6,-2830.0000,480.0000,47,42,0.893617
SHORT,400,800,1,7,-2830.0000,560.0000,47,41,0.872340
SHORT,400,800,1,8,-2830.0000,640.0000,47,39,0.829787
SHORT,400,800,1,9,-2830.0000,720.0000,47,41,0.872340
SHORT,400,800,2,0,-2750.0000,0.0000,47,40,0.851064
SHORT,400,800,2,1,-2750.0000,80.0000,47,40,0.851064
SHORT,400,800,2,2,-2750.0000,160.0000,47,41,0.872340
SHORT,400,800,2,3,-2750.0000,240.0000,47,40,0.851064
SHORT,400,800,2,4,-2750.0000,320.0000,47,41,0.872340
SHORT,400,800,2,5,-2750.0000,400.0000,47,41,0.872340
SHORT,400,800,2,6,-2750.0000,480.0000,47,41,0.872340
SHORT,400,800,2,7,-2750.0000,560.0000,47,41,0.872340
SHORT,400,800,2,8,-2750.0000,640.0000,47,38,0.808511
SHORT,400,800,2,9,-2750.0000,720.0000,47,40,0.851064
SHORT,400,800,3,0,-2670.0000,0.0000,47,40,0.851064
SHORT,400,800,3,1,-2670.0000,80.0000,47,39,0.829787
SHORT,400,800,3,2,-2670.0000,160.0000,47,40,0.851064
SHORT,400,800,3,3,-2670.0000,240.0000,47,40,0.851064
SHORT,400,800,3,4,-2670.0000,320.0000,47,40,0.851064
SHORT,400,800,3,5,-2670.0000,400.0000,47,40,0.851064
SHORT,400,800,3,6,-2670.0000,480.0000,47,40,0.851064
SHORT,400,800,3,7,-2670.0000,560.0000,47,39,0.829787
SHORT,400,800,3,8,-2670.0000,640.0000,47,37,0.787234
SHORT,400,800,3,9,-2670.0000,720.0000,47,39,0.829787
SHORT,400,800,4,0,-2590.0000,0.0000,47,43,0.914894
SHORT,400,800,4,1,-2590.0000,80.0000,47,42,0.893617
SHORT,400,800,4,2,-2590.0000,160.0000,47,43,0.914894
SHORT,400,800,4,3,-2590.0000,240.0000,47,42,0.893617
SHORT,400,800,4,4,-2590.0000,320.0000,47,43,0.914894
SHORT,400,800,4,5,-2590.0000,400.0000,47,43,0.914894
SHORT,400,800,4,6,-2590.0000,480.0000,47,43,0.914894
SHORT,400,800,4,7,-2590.0000,560.0000,47,42,0.893617
SHORT,400,800,4,8,-2590.0000,640.0000,47,40,0.851064
SHORT,400,800,4,9,-2590.0000,720.0000,47,42,0.893617
SHORT,400,800,5,0,-2510.0000,0.0000,47,43,0.914894
SHORT,400,800,5,1,-2510.0000,80.0000,47,43,0.914894
SHORT,400,800,5,2,-2510.0000,160.0000,47,44,0.936170
SHORT,400,800,5,3,-2510.0000,240.0000,47,43,0.914894
SHORT,400,800,5,4,-2510.0000,320.0000,47,44,0.936170
SHORT,400,800,5,5,-2510.0000,400.0000,47,44,0.936170
SHORT,400,800,5,6,-2510.0000,480.0000,47,44,0.936170
SHORT,400,800,5,7,-2510.0000,560.0000,47,43,0.914894
SHORT,400,800,5,8,-2510.0000,640.0000,47,41,0.872340
SHORT,400,800,5,9,-2510.0000,720.0000,47,43,0.914894
SHORT,400,800,6,0,-2430.0000,0.0000,47,41,0.872340
SHORT,400,800,6,1,-2430.0000,80.0000,47,41,0.872340
SHORT,400,800,6,2,-2430.0000,160.0000,47,42,0.893617
SHORT,400,800,6,3,-2430.0000,240.0000,47,41,0.872340
SHORT,400,800,6,4,-2430.0000,320.0000,47,42,0.893617
SHORT,400,800,6,5,-2430.0000,400.0000,47,42,0.893617
SHORT,400,800,6,6,-2430.0000,480.0000,47,43,0.914894
SHORT,400,800,6,7,-2430.0000,560.0000,47,41,0.872340
SHORT,400,800,6,8,-2430.0000,640.0000,47,39,0.829787
SHORT,400,800,6,9,-2430.0000,720.0000,47,41,0.872340
SHORT,400,800,7,0,-2350.0000,0.0000,47,42,0.893617
SHORT,400,800,7,1,-2350.0000,80.0000,47,43,0.914894
SHORT,400,800,7,2,-2350.0000,160.0000,47,43,0.914894
SHORT,400,800,7,3,-2350.0000,240.0000,47,42,0.893617
SHORT,400,800,7,4,-2350.0000,320.0000,47,43,0.914894
SHORT,400,800,7,5,-2350.0000,400.0000,47,43,0.914894
SHORT,400,800,7,6,-2350.0000,480.0000,47,43,0.914894
SHORT,400,800,7,7,-2350.0000,560.0000,47,42,0.893617
SHORT,400,800,7,8,-2350.0000,640.0000,47,40,0.851064
SHORT,400,800,7,9,-2350.0000,720.0000,47,42,0.893617
SHORT,400,800,8,0,-2270.0000,0.0000,47,44,0.936170
SHORT,400,800,8,1,-2270.0000,80.0000,47,44,0.936170
SHORT,400,800,8,2,-2270.0000,160.0000,47,45,0.957447
SHORT,400,800,8,3,-2270.0000,240.0000,47,44,0.936170
SHORT,400,800,8,4,-2270.0000,320.0000,47,45,0.957447
SHORT,400,800,8,5,-2270.0000,400.0000,47,45,0.957447
SHORT,400,800,8,6,-2270.0000,480.0000,47,45,0.957447
SHORT,400,800,8,7,-2270.0000,560.0000,47,44,0.936170
SHORT,400,800,8,8,-2270.0000,640.0000,47,42,0.893617
SHORT,400,800,8,9,-2270.0000,720.0000,47,44,0.936170
SHORT,400,800,9,0,-2190.0000,0.0000,47,42,0.893617
SHORT,400,800,9,1,-2190.0000,80.0000,47,43,0.914894
SHORT,400,800,9,2,-2190.0000,160.0000,47,43,0.914894
SHORT,400,800,9,3,-2190.0000,240.0000,47,42,0.893617
SHORT,400,800,9,4,-2190.0000,320.0000,47,43,0.914894
SHORT,400,800,9,5,-2190.0000,400.0000,47,44,0.936170
SHORT,400,800,9,6,-2190.0000,480.0000,47,43,0.914894
SHORT,400,800,9,7,-2190.0000,560.0000,47,42,0.893617
SHORT,400,800,9,8,-2190.0000,640.0000,47,41,0.872340
SHORT,400,800,9,9,-2190.0000,720.0000,47,42,0.893617
SHORT,400,1000,0,0,-2910.0000,0.0000,47,43,0.914894
SHORT,400,1000,0,1,-2910.0000,100.0000,47,45,0.957447
SHORT,400,1000,0,2,-2910.0000,200.0000,47,44,0.936170
SHORT,400,1000,0,3,-2910.0000,300.0000,47,41,0.872340
SHORT,400,1000,0,4,-2910.0000,400.0000,47,44,0.936170
SHORT,400,1000,0,5,-2910.0000,500.0000,47,44,0.936170
SHORT,400,1000,0,6,-2910.0000,600.0000,47,42,0.893617
SHORT,400,1000,0,7,-2910.0000,700.0000,47,44,0.936170
SHORT,400,1000,0,8,-2910.0000,800.0000,47,43,0.914894
SHORT,400,1000,0,9,-2910.0000,900.0000,47,42,0.893617
SHORT,400,1000,1,0,-2810.0000,0.0000,47,40,0.851064
SHORT,400,1000,1,1,-2810.0000,100.0000,47,42,0.893617
SHORT,400,1000,1,2,-2810.0000,200.0000,47,42,0.893617
SHORT,400,1000,1,3,-2810.0000,300.0000,47,38,0.808511
SHORT,400,1000,1,4,-2810.0000,400.0000,47,41,0.872340
SHORT,400,1000,1,5,-2810.0000,500.0000,47,41,0.872340
SHORT,400,1000,1,6,-2810.0000,600.0000,47,39,0.829787
SHORT,400,1000,1,7,-2810.0000,700.0000,47,41,0.872340
SHORT,400,1000,1,8,-2810.0000,800.0000,47,40,0.851064
SHORT,400,1000,1,9,-2810.0000,900.0000,47,40,0.851064
SHORT,400,1000,2,0,-2710.0000,0.0000,47,41,0.872340
SHORT,400,1000,2,1,-2710.0000,100.0000,47,42,0.893617
SHORT,400,1000,2,2,-2710.0000,200.0000,47,41,0.872340
SHORT,400,1000,2,3,-2710.0000,300.0000,47,39,0.829787
SHORT,400,1000,2,4,-2710.0000,400.0000,47,41,0.872340
SHORT,400,1000,2,5,-2710.0000,500.0000,47,42,0.893617
SHORT,400,1000,2,6,-2710.0000,600.0000,47,39,0.829787
SHORT,400,1000,2,7,-2710.0000,700.0000,47,41,0.872340
SHORT,400,1000,2,8,-2710.0000,800.0000,47,40,0.851064
SHORT,400,1000,2,9,-2710.0000,900.0000,47,41,0.872340
SHORT,400,1000,3,0,-2610.0000,0.0000,47,44,0.936170
SHORT,400,1000,3,1,-2610.0000,100.0000,47,45,0.957447
SHORT,400,1000,3,2,-2610.0000,200.0000,47,44,0.936170
SHORT,400,1000,3,3,-2610.0000,300.0000,47,41,0.872340
SHORT,400,1000,3,4,-2610.0000,400.0000,47,44,0.936170
SHORT,400,1000,3,5,-2610.0000,500.0000,47,44,0.936170
SHORT,400,1000,3,6,-2610.0000,600.0000,47,42,0.893617
SHORT,400,1000,3,7,-2610.0000,700.0000,47,44,0.936170
SHORT,400,1000,3,8,-2610.0000,800.0000,47,43,0.914894
SHORT,400,1000,3,9,-2610.0000,900.0000,47,43,0.914894
SHORT,400,1000,4,0,-2510.0000,0.0000,47,42,0.893617
SHORT,400,1000,4,1,-2510.0000,100.0000,47,44,0.936170
SHORT,400,1000,4,2,-2510.0000,200.0000,47,43,0.914894
SHORT,400,1000,4,3,-2510.0000,300.0000,47,40,0.851064
SHORT,400,1000,4,4,-2510.0000,400.0000,47,44,0.936170
SHORT,400,1000,4,5,-2510.0000,500.0000,47,43,0.914894
SHORT,400,1000,4,6,-2510.0000,600.0000,47,42,0.893617
SHORT,400,1000,4,7,-2510.0000,700.0000,47,43,0.914894
SHORT,400,1000,4,8,-2510.0000,800.0000,47,42,0.893617
SHORT,400,1000,4,9,-2510.0000,900.0000,47,41,0.872340
SHORT,400,1000,5,0,-2410.0000,0.0000,47,43,0.914894
SHORT,400,1000,5,1,-2410.0000,100.0000,47,45,0.957447
SHORT,400,1000,5,2,-2410.0000,200.0000,47,44,0.936170
SHORT,400,1000,5,3,-2410.0000,300.0000,47,42,0.893617
SHORT,400,1000,5,4,-2410.0000,400.0000,47,44,0.936170
SHORT,400,1000,5,5,-2410.0000,500.0000,47,44,0.936170
SHORT,400,1000,5,6,-2410.0000,600.0000,47,42,0.893617
SHORT,400,1000,5,7,-2410.0000,700.0000,47,44,0.936170
SHORT,400,1000,5,8,-2410.0000,800.0000,47,44,0.936170
SHORT,400,1000,5,9,-2410.0000,900.0000,47,42,0.893617
SHORT,400,1000,6,0,-2310.0000,0.0000,47,43,0.914894
SHORT,400,1000,6,1,-2310.0000,100.0000,47,45,0.957447
SHORT,400,1000,6,2,-2310.0000,200.0000,47,44,0.936170
SHORT,400,1000,6,3,-2310.0000,300.0000,47,41,0.872340
SHORT,400,1000,6,4,-2310.0000,400.0000,47,44,0.936170
SHORT,400,1000,6,5,-2310.0000,500.0000,47,44,0.936170
SHORT,400,1000,6,6,-2310.0000,600.0000,47,42,0.893617
SHORT,400,1000,6,7,-2310.0000,700.0000,47,44,0.936170
SHORT,400,1000,6,8,-2310.0000,800.0000,47,43,0.914894
SHORT,400,1000,6,9,-2310.0000,900.0000,47,42,0.893617
SHORT,400,1000,7,0,-2210.0000,0.0000,47,39,0.829787
SHORT,400,1000,7,1,-2210.0000,100.0000,47,41,0.872340
SHORT,400,1000,7,2,-2210.0000,200.0000,47,40,0.851064
SHORT,400,1000,7,3,-2210.0000,300.0000,47,39,0.829787
SHORT,400,1000,7,4,-2210.0000,400.0000,47,40,0.851064
SHORT,400,1000,7,5,-2210.0000,500.0000,47,40,0.851064
SHORT,400,1000,7,6,-2210.0000,600.0000,47,39,0.829787
SHORT,400,1000,7,7,-2210.0000,700.0000,47,40,0.851064
SHORT,400,1000,7,8,-2210.0000,800.0000,47,39,0.829787
SHORT,400,1000,7,9,-2210.0000,900.0000,47,38,0.808511
SHORT,400,1000,8,0,-2110.0000,0.0000,47,40,0.851064
SHORT,400,1000,8,1,-2110.0000,100.0000,47,42,0.893617
SHORT,400,1000,8,2,-2110.0000,200.0000,47,41,0.872340
SHORT,400,1000,8,3,-2110.0000,300.0000,47,38,0.808511
SHORT,400,1000,8,4,-2110.0000,400.0000,47,41,0.872340
SHORT,400,1000,8,5,-2110.0000,500.0000,47,41,0.872340
SHORT,400,1000,8,6,-2110.0000,600.0000,47,39,0.829787
SHORT,400,1000,8,7,-2110.0000,700.0000,47,41,0.872340
SHORT,400,1000,8,8,-2110.0000,800.0000,47,40,0.851064
SHORT,400,1000,8,9,-2110.0000,900.0000,47,40,0.851064
SHORT,400,1000,9,0,-2010.0000,0.0000,47,45,0.957447
SHORT,400,1000,9,1,-2010.0000,100.0000,47,47,1.000000
SHORT,400,1000,9,2,-2010.0000,200.0000,47,46,0.978723
SHORT,400,1000,9,3,-2010.0000,300.0000,47,43,0.914894
SHORT,400,1000,9,4,-2010.0000,400.0000,47,46,0.978723
SHORT,400,1000,9,5,-2010.0000,500.0000,47,46,0.978723
SHORT,400,1000,9,6,-2010.0000,600.0000,47,44,0.936170
SHORT,400,1000,9,7,-2010.0000,700.0000,47,46,0.978723
SHORT,400,1000,9,8,-2010.0000,800.0000,47,45,0.957447
SHORT,400,1000,9,9,-2010.0000,900.0000,47,44,0.936170
SHORT,400,1250,0,0,-2910.0000,0.0000,47,42,0.893617
SHORT,400,1250,0,1,-2910.0000,125.0000,47,44,0.936170
SHORT,400,1250,0,2,-2910.0000,250.0000,47,44,0.936170
SHORT,400,1250,0,3,-2910.0000,375.0000,47,44,0.936170
SHORT,400,1250,0,4,-2910.0000,500.0000,47,43,0.914894
SHORT,400,1250,0,5,-2910.0000,625.0000,47,41,0.872340
SHORT,400,1250,0,6,-2910.0000,750.0000,47,42,0.893617
SHORT,400,1250,0,7,-2910.0000,875.0000,47,44,0.936170
