frame_number,u,v
54,287.5233380480905,641.8396982555398
55,300.1866028708134,629.180754917597
56,308.5927367055772,611.2736705577172
57,325.5732115677321,597.8505327245052
58,338.8836833602585,578.3914916532041
59,353.35064456721915,566.9918968692449
60,366.61513157894734,552.7792397660818
61,380.0188058298072,537.3737658674189
62,394.2374595469255,525.6432038834952
63,403.72227518271364,513.894502700985
64,416.3595238095238,501.1044217687075
65,429.38894340857047,489.66601243048734
66,441.4271099744245,480.2762148337596
67,451.50786516853935,470.2883895131086
68,465.39094650205755,460.57613168724276
69,475.9519161243673,453.48047722342733
70,487.89697870232783,443.72412085190683
71,501.6419047619047,434.0601904761904
72,513.986249407302,425.7083926031294
73,525.3367416496251,416.83231083844584
74,539.4980079681275,413.28773793714026
75,551.6492194674013,401.9632690541781
76,561.8720330237358,394.27244582043346
77,575.2216312056737,393.49408983451536
78,584.2362869198312,381.70323488045005
79,594.8422152560083,378.19749216300943
80,606.9820105820105,373.6550264550264
81,618.5596555965559,370.11685116851163
82,628.9006734006733,368.1540404040404
83,640.9240553684997,370.69659558548443
84,652.236148955495,363.20345140781103
85,663.8900226757369,360.8537414965986
86,674.9827981651376,365.0164373088685
87,684.0905874026893,361.0566171266808
89,711.7251157407406,365.3622685185185
90,719.3592342342341,369.46509009009003
92,738.9881720430108,370.83727598566304
93,746.8461809222104,368.65786694825766
94,758.4801468134801,370.8601935268602
95,769.4125067096081,373.8819108964036
96,779.159209157128,374.47173083593475
97,790.5154228855721,377.2451077943615
98,800.9239013933548,382.0608252947481
99,811.5580918934738,385.50248756218906
100,822.2378614293508,390.38379705400985
101,832.774343122102,395.1133436373003
102,842.4365228267667,399.11569731081926
103,853.0126426148628,403.82947887758246
104,864.8112359550562,412.101872659176
105,873.7631479379492,416.11085887249334
106,884.9669051878354,424.19976147883125
107,895.8060836501901,432.71305449936625
108,904.5805946791862,436.99687010954614
109,916.9551396316102,446.3443256090315
110,927.9758339900184,455.6566850538481
111,937.0112636395635,462.39141147483275
112,949.2846621837975,472.4812680115274
113,959.9793664632374,483.03167683812836
114,967.0185185185185,489.667641325536
115,981.0441501103753,502.73877851361294
116,991.9567228278823,515.6478361413941
117,1001.6537558685444,522.7922535211268
118,1012.7589121646453,538.0216832047041
119,1020.5068846815835,551.7610441767067
120,1038.0050890585242,561.7073791348599
121,1039.6697453120626,577.5040582143856
122,1049.874297545105,591.6243714877255
123,1063.3774011299433,603.1141242937853
124,1070.4483394833949,615.0055350553506
125,1079.0367430922986,635.117871840094
126,1088.6971790443292,645.3500287852619
127,1098.3960639606396,661.9425994259942
128,1111.5250626566415,677.0532581453633
129,1116.849956255468,694.7545931758531
130,1126.998263888889,707.6591435185185
131,1139.4045242847637,725.9920159680639
132,1143.6183486238533,743.148623853211
133,1152.1217303822937,764.9302481556002
134,1160.4285714285713,777.033189033189
136,1176.5893640350876,814.8015350877192
137,1184.1244064577397,830.0018993352326
138,1188.3864118895965,847.5881104033969
139,1196.1641791044776,868.3788201847902
140,1203.0793172690762,884.6746987951807
141,1208.155115511551,900.4834983498349
142,1215.3307642903019,921.2228644829801
143,1221.450980392157,937.5107376283846
144,1226.9339826839825,954.2770562770562
