frame_number,u,v
21,322.73678861788613,745.905487804878
22,336.1810344827586,731.4913793103449
23,346.6443758573388,716.3185871056241
24,355.35024390243905,701.2891056910569
25,368.7255357603924,686.843790343403
26,381.5181860036832,673.7748618784531
27,391.6026365348399,659.1910142588108
28,405.9162962962963,644.5138271604937
29,418.9181151023561,633.570876786404
30,426.48338173604384,622.4678928686673
31,444.7988960883129,605.2939764818814
32,456.4035728786033,594.0850588712951
33,467.54730902777777,581.0894097222222
34,482.849643551523,570.4657593432706
35,494.33379058070415,560.1545496113397
36,505.10749853544223,549.2155828939659
37,520.14302812687,542.0508677438659
38,532.9854892205639,531.488391376451
39,540.4143404488232,519.6174055829229
40,554.2567134762256,517.9980290711998
41,565.1835357624831,506.9767206477733
42,578.5766576657666,501.04200420042
43,591.6119213696893,498.9253857535404
44,602.3259958071278,491.8013626834381
45,612.935987509758,487.063492063492
46,626.364994425864,482.4
47,635.1967267869071,475.5811623246493
48,645.8625265392781,469.98619957537153
49,663.3992156862744,471.3019607843137
50,669.1265492498369,463.88062622309195
51,678.1704374057315,458.8702865761689
52,696.4971970677014,462.8904700301854
53,703.4620155038759,456.61085271317825
54,709.4537037037037,456.69444444444446
55,733.0760911548861,464.4994206257242
56,743.8268518518518,464.1347222222222
57,753.4466600199402,466.5390495181123
58,761.6035353535353,468.23829201101927
59,770.8458624708625,468.71765734265733
60,782.9532930107526,469.5225134408602
61,794.8012606599925,470.5721171672228
62,804.4641791044776,471.57860696517406
63,817.6139727649496,475.45352279455295
64,827.1581485053038,481.24686595949856
65,838.5508919202518,485.2301504022385
66,848.4143201930813,492.35022794314824
67,858.7376136030489,495.55086484901784
68,868.7919528949951,500.11350997710167
69,877.7020624303232,507.68366778149385
70,887.1148525189244,514.4442704254764
71,899.3549842129003,517.4866937302661
72,913.7223865877711,527.1651873767257
73,928.0741758241758,531.8653846153846
74,939.0437158469945,541.8852459016393
75,941.4961715160796,551.8034711587544
76,956.8778625954199,555.1106870229007
77,964.194495412844,570.0073394495413
78,974.3221862639338,580.0449478604818
79,986.4438405797101,592.3709239130435
80,994.2523853493382,605.2206832871652
81,1002.7240249098655,613.9777122254998
82,1014.215357766143,624.934380453752
83,1022.5473714615828,640.3079145002888
84,1035.151342812006,652.2006319115324
85,1046.3566909975668,661.2919708029198
86,1054.5625774473358,680.8608013217678
87,1060.6627422124109,693.2641648270787
88,1069.171056910569,706.6416260162601
89,1077.6899070385125,720.9090305444887
90,1085.5277956643056,736.0283322601416
91,1094.343537414966,750.3131681243926
92,1102.871013265594,765.6240474174429
93,1110.0166473093302,777.0518776616337
94,1121.6134585289515,788.6807511737089
95,1131.7450980392155,804.0171568627451
96,1138.330357142857,825.9672619047618
97,1145.5273224043715,838.8524590163935
98,1150.5257270693512,854.8970917225951
99,1153.9516317016316,874.3135198135197
100,1161.3760886777513,889.9311163895487
101,1167.7120418848167,905.0732984293194
102,1173.9994272623137,923.639175257732
103,1181.6164772727273,937.7528409090909
104,1184.3654159869495,960.5388798259922
