frame_number,u,v
55,371.0872319688109,706.3347953216374
56,396.0117424242424,707.8575757575757
57,420.391149870801,708.0022609819121
58,445.5732138005976,709.6835099157837
59,472.0784967756282,711.080498109851
60,498.5895620246524,708.3207448203514
61,525.9739733950261,713.2527472527472
62,551.4529513888888,715.8538194444444
63,581.5977374375163,714.0770849776375
64,608.1415962441314,719.5365258215962
65,636.6332458442695,723.9665791776027
66,668.695991091314,721.1217520415738
67,698.1182296502631,728.5075827917053
68,728.3718703976436,734.7709867452136
69,751.9922888187872,734.4272695408341
70,781.6911636045494,745.9086614173228
71,808.3229578392621,751.7877140974966
72,838.5106227106227,753.2180708180708
73,864.0179189574425,762.1472205253513
74,890.0953703703702,768.095
75,918.0550667970022,768.9524275008146
76,944.1362472927741,782.8909234101201
77,973.5091807909605,788.014595103578
78,999.6125498007968,796.453187250996
79,1021.749876907927,798.0211718365337
80,1047.5434412265759,805.2907438955139
81,1072.9063620071684,813.9422043010753
82,1092.5929487179487,824.3854166666666
83,1117.6624338624338,829.0052910052909
84,1141.4339477726573,836.726574500768
85,1158.6656330749354,847.8454780361756
86,1179.3761467889908,856.960244648318
88,1216.3777777777777,871.2745098039215
89,1234.766081871345,879.327485380117
90,1254.0388888888888,887.3305555555555
91,1267.0173992673992,900.6401098901099
92,1285.7241962774958,910.6835871404398
93,1296.3457364341084,920.431007751938
94,1309.9046270066099,928.3135033050046
95,1325.1069574247144,936.6251298026998
