frame_number,u,v
46,167.21346469622333,593.3004926108374
47,179.05934167825683,582.1678256838201
48,183.894777265745,565.8479262672811
49,197.00428265524624,550.7273376159885
50,211.90446127946126,542.094696969697
51,218.56470588235294,526.678431372549
52,236.5259678942398,517.9296506137865
53,248.13020833333331,506.8145032051282
54,255.9920116194626,493.76397966594044
55,273.67929634641405,485.5372124492558
56,284.36979166666663,476.4494047619047
57,291.7495126705653,463.8986354775828
58,309.74740640505183,458.02796571944066
59,319.60644855381696,448.4338549075391
60,327.9085365853659,438.64430894308936
61,345.72064393939394,433.49763257575756
62,357.4550653594771,426.3206699346405
63,365.79816513761466,414.6004077471967
64,382.88473895582325,413.89959839357425
65,394.0673443456163,406.7022448115205
66,401.5948148148148,397.1377777777778
67,419.3473389355742,396.7212885154061
68,430.32460136674257,390.51025056947606
69,439.5073964497041,384.46696252465483
70,455.021768707483,384.062925170068
71,465.2656449553001,379.3729246487867
72,476.8086323452938,376.32501300052
73,491.6563330380868,376.84470032477117
74,502.7573891625616,375.8066502463054
75,515.2836297309622,375.1755585955312
76,529.1063034188033,374.2793803418803
77,540.5082762557078,373.86986301369865
78,552.4785444558873,373.7658771026433
79,563.9793263646922,374.69825783972124
80,573.0904013961605,373.04921465968584
81,584.3047412233079,374.5342019543974
82,598.6538978494624,378.78360215053766
83,610.027027027027,378.58640458640457
84,622.2739018087855,380.60428202288665
85,634.5470961444606,386.88823816495847
86,644.9133103183735,390.2815496739547
87,658.9401485364788,395.1205766710354
88,671.6840254889036,399.6429356185453
89,682.7153762268266,400.8455107233733
90,696.1320422535211,408.12353286384973
91,708.2899498582951,415.6477000218007
92,720.9757134183363,420.57346690953244
93,732.8912479358339,426.2297711724463
94,744.8306041784302,435.5891210239036
95,755.8960681192086,441.13173052842467
96,771.3658886158885,450.4903767403767
97,782.2885599415205,461.0358187134502
98,794.191180093619,467.210396649421
99,807.4928704277743,478.66728662946883
100,819.2519863791147,491.2871736662883
101,832.7415359207266,498.5909716487751
102,846.0521124139215,513.4230411315838
103,857.1328878990348,526.25426874536
104,869.7482103952691,534.4428882664176
105,881.1795212765958,550.3548315602836
106,897.9189250225835,563.760162601626
107,912.0638519676829,578.4665102945008
108,919.8182839173405,593.5049415992812
109,930.5286640726329,605.9587548638133
110,943.3280175109443,621.406191369606
111,955.2467082467082,635.3950103950104
112,968.1591666666666,651.3945833333332
113,977.0750469043152,663.202626641651
114,988.0820165537998,684.9806872335089
115,998.8047253060062,702.6601195559351
116,1010.7054429028815,723.3379580220561
117,1025.2828685258964,734.1321381142097
118,1034.9001949317737,751.2019493177387
119,1045.5301204819277,763.1378848728245
120,1054.697993954383,789.726573234405
121,1062.4065446478091,802.5984470327231
122,1074.1046959199384,819.5588914549653
123,1080.7890838206627,842.5610136452241
124,1092.659420289855,858.8227424749164
125,1100.6495726495727,876.6210826210826
126,1109.6076961519238,897.150924537731
127,1117.6823104693142,919.9891696750902
