frame_number,u,v
46,149.57309941520467,615.7563352826511
47,167.1252653927813,611.4607218683651
48,183.90625,612.9031862745097
49,202.04553119730184,610.0168634064081
50,221.7867023650156,609.7880410531012
51,244.77777777777777,613.940457203615
52,264.0329629629629,609.442962962963
53,288.2970340858787,610.8813634351483
54,308.1324786324786,612.7100122100121
55,325.41467975689574,612.8377746610565
56,348.6351324034768,614.137861330099
57,367.0535138620245,616.5804857081453
58,388.91930477963996,616.4810676598386
59,413.0452480782669,618.6170510132774
60,436.5473231357553,621.9276609305289
61,458.91996124031004,624.137984496124
62,484.4212395666844,628.2179009057006
63,506.0684278114107,633.0574206567602
64,534.1270670147954,632.9912967798085
65,556.0909260294392,641.273150735979
66,583.4605009633912,647.6726396917147
67,607.33765015015,653.9247372372372
68,632.1495550992471,661.3735455167692
69,656.2032434338092,669.6571478935307
70,680.9097040905135,674.7589208006963
71,706.6169176935949,686.1218621633957
72,730.6693722943722,694.8573232323232
73,759.8760175328741,700.8945940304737
74,778.0985507246377,713.7588405797102
75,805.7715605749487,725.1697467488021
76,828.8994281870164,737.7510931718801
77,852.6426216792709,743.8138452588714
78,874.9391727493916,752.3754257907542
79,897.9370882740448,770.2491765480895
80,920.1431141642132,782.3501799149492
81,946.6693524321097,787.4568785437182
82,967.0881111938446,802.5420699925539
83,990.2222222222222,816.9610757254069
84,1012.2161735700197,824.8753451676528
85,1031.0280777537796,836.7494600431966
86,1047.6509652509653,853.3740025740025
87,1066.4547844374342,864.6819137749736
88,1089.8424657534247,875.1461187214611
89,1099.0719499478623,891.5835940215502
90,1120.7805695142379,898.36013400335
91,1136.5304606240713,919.6245666171371
92,1147.1763527054109,931.8583834335337
