frame_number,u,v
27,289.2086693548387,660.8010752688172
28,301.1463687150838,642.7035381750466
29,315.28459687123944,627.0162454873646
30,325.5203927492447,614.8167170191339
31,340.0286711543256,599.6950885066068
32,352.69513513513516,581.1747747747747
33,366.6760710553814,566.516544757924
34,378.7393561786085,552.263759086189
35,389.8700649675162,536.3778110944528
36,405.5961705831157,524.8829416884247
37,414.4171988080034,512.2022137079608
38,429.3982869379015,497.93433261955744
39,444.3589743589743,489.53507498790515
40,452.929614873838,479.07702523240374
41,466.9597273853779,467.3482032218091
42,480.88524590163934,459.1539162112932
43,488.73208379272324,452.4729878721058
44,502.82978723404256,439.50419084461635
45,514.8604269293925,438.72718742669474
46,524.7044187044187,425.77906477906475
47,535.8021978021978,417.4479330193616
48,549.8251681075888,416.89385206532177
49,561.1410905002809,409.3521641371557
50,572.1980347694633,401.9297052154195
51,584.655153508772,398.35718201754383
52,595.5755534167469,393.4032723772859
53,607.5688105117565,388.8817427385892
54,619.0505617977528,386.9943820224719
55,627.8080077182826,385.04438012542204
56,639.796830786644,383.1567628749292
57,650.6055860088749,379.8958496476116
58,660.6168831168832,376.85194805194806
59,672.2084233261339,374.6803455723542
60,682.9156960621186,373.046866333888
61,692.6169837914024,371.5859760394644
62,703.3948979591837,371.49319727891157
63,714.1689381033503,372.1905167518455
64,723.673311184939,370.6053894425987
65,735.0470737913486,371.7315521628498
66,745.847472150814,373.55155669808624
67,754.754110612855,372.8146487294469
68,765.8828660436137,375.5903426791277
69,776.6339754816112,378.3896672504378
70,784.7844361215147,379.27299209321677
71,797.0219064535228,383.145648312611
72,807.628936423054,386.5778371954842
73,816.1180076628352,389.2
74,827.5505050505051,394.10235690235686
75,838.1756840796019,398.74471393034827
76,846.6386735572781,402.256675279931
77,858.180930050801,408.0480656506448
78,868.4044856921887,413.96597061098214
79,877.3883547008546,418.5379273504273
80,888.634349030471,426.60433979686053
81,899.841488277268,433.53414882772677
82,910.8689855072463,442.55884057971014
83,922.2804668726399,453.81668383110195
84,930.6520634920635,458.02666666666664
85,943.2431896978702,467.3922734026746
86,954.0308230060374,479.41086749285034
87,964.1868365180466,484.9819532908704
88,974.5295138888889,494.56597222222223
89,986.1715340718362,509.1225243370258
90,997.1058879392211,518.1301044634378
91,1006.7186761229314,523.2304964539007
92,1017.2946214457005,543.5697156560465
93,1027.600721277692,552.9283874291601
94,1036.2012012012012,558.0765765765766
95,1045.5258647076828,580.9207223752678
96,1057.1300138312586,591.9271553711387
97,1065.0456410256409,603.3405128205128
98,1074.1666666666667,612.7414141414141
99,1077.9004871259567,634.0229645093946
100,1095.1447124304268,647.3184910327767
101,1101.7850340136054,664.747619047619
102,1110.8134731490306,683.7251350492533
103,1117.8472541507024,699.5739463601533
104,1130.129975124378,706.1088308457711
105,1142.0956072351419,727.7002583979328
107,1152.7828382838281,765.6326732673267
108,1162.6471861471862,777.7965367965368
109,1170.6160558464223,793.7521815008726
110,1175.911621433542,813.7515657620041
111,1185.313725490196,828.9562594268476
112,1191.1619812583667,845.9692101740294
113,1196.0374149659863,866.3816326530613
114,1203.2643678160919,881.7902298850574
115,1208.4938775510204,898.7673469387755
116,1212.9297597042514,920.475662353666
117,1219.5182481751824,935.374695863747
