frame_number,u,v
44,165.65951742627345,720.529490616622
45,173.54810676598385,702.2265673494724
46,184.83856502242153,687.1758844045839
47,195.7913315460232,673.1738159070599
48,205.33488372093024,656.7638242894056
49,215.59933142311363,646.3935052531041
50,224.05143422354104,624.5024727992086
51,241.35243055555554,616.23828125
52,252.31974842767292,607.4948427672956
53,263.6763942931258,592.0590142671855
54,281.2559101654846,579.6962174940898
55,289.91847826086956,568.3065217391304
56,298.5118549511855,560.7982333798233
57,310.7114740368509,544.2692629815746
58,323.46050475254015,536.5558833169451
59,334.9972366148532,528.0905008635578
60,345.58451369216243,515.3918791312558
61,360.2138500179404,508.9476139217797
62,366.96493624772313,499.0910746812386
63,378.5031773541305,488.82553437319467
64,392.7888423988842,486.3553695955369
65,404.31018045624785,478.45386448757233
66,417.09578231292517,474.5980952380952
67,428.0511463844797,470.4885361552028
68,438.1472353870458,463.798420221169
69,448.04425099746095,457.40587595212185
70,461.05059772032246,454.3989435640811
71,471.0514981273408,446.8478464419475
72,481.7426160337552,441.8848704038577
73,493.64747930775013,442.6290443942814
74,503.9161554192229,437.66922290388544
75,517.9911572472126,437.50788158400616
76,528.5442708333333,439.131865530303
77,539.069072564998,432.9522700814901
78,549.4004106776181,433.5468856947296
79,561.1603333333333,433.63033333333334
80,570.5641636869289,432.85180770758836
81,579.7916666666666,435.30826822916663
82,591.4050474762618,437.1894052973513
83,599.6510040160642,436.1036144578313
84,611.796573875803,433.9821556031406
85,625.5868945868945,436.1353276353276
86,634.1401360544216,436.2802721088435
87,650.1186790505675,441.6831785345717
88,657.7990867579908,449.96314416177427
89,670.8199745547073,451.5706106870229
90,680.7010101010101,456.39747474747475
91,689.267925561029,465.6253420908593
92,697.7970843183608,469.56540583136325
93,708.0876770916866,476.4252873563218
94,718.3041134751772,481.70780141843966
95,728.4866242038216,483.5927813163482
96,740.3017958826106,491.215505913272
97,747.4182611614635,500.7009063444109
98,762.1208519068846,506.27686973749377
99,769.5326257861635,514.2598270440251
100,778.9539906103287,524.5790297339593
101,788.2200220022003,531.3612027869453
102,799.5897435897434,544.5193517174649
103,808.8948453608248,554.5612829324169
104,819.7235838779956,564.6612200435729
105,828.4386930983846,572.8186490455213
106,836.4992472146944,586.2938873833182
107,846.7707993474714,596.9312126155519
108,857.6868525896415,608.752722443559
109,871.2177871148458,617.0210084033613
110,877.9671717171717,636.8876262626262
111,887.6235595390525,643.0785317968416
112,897.3988730723605,662.3190984578885
113,904.6826873385012,671.6284237726098
114,914.1607503607502,688.0701298701299
115,922.7428307123034,701.1788467468393
116,931.7674650698602,715.7687957418495
117,939.2803379416283,731.0742447516641
118,948.8583118001721,740.9069767441861
119,959.2363067292644,754.8137715179968
120,964.2678207739308,774.2742701968771
121,972.6478944698122,786.7442922374429
122,984.957264957265,800.11396011396
123,986.8046594982078,821.2504480286738
124,993.146352723915,836.8296398891966
125,999.8079242032729,850.2153316106804
126,1007.3735437805335,869.8617061255167
127,1009.85355987055,883.245145631068
128,1016.5155412647373,898.6977491961414
129,1025.6708619374522,920.3562166285277
