frame_number,u,v
39,190.21052631578948,632.3127646702964
40,210.9980276134122,634.3939842209072
41,232.49371069182388,637.151841868823
42,257.26441199077635,646.8739431206764
43,279.4600938967136,646.8291802094618
44,303.18278427205104,652.2256464753807
45,327.71368294153103,658.9858348402652
46,350.98302469135797,663.9981481481482
47,376.3487221764221,669.3668590272052
48,401.545073375262,677.159748427673
49,425.0139583333333,682.9108333333332
50,448.8488325281803,689.4023752012882
51,474.5320577374958,699.991775763679
52,499.9646251319958,706.7673354452658
53,526.2606464853772,714.8984094407389
54,552.1832208293154,724.7386692381871
55,576.7128601319813,732.3404152583294
56,601.5614307931571,742.0107136685674
57,630.2936888888888,749.6403555555555
58,658.1905797101448,761.2264492753623
59,684.3384104667057,772.6242921304432
60,707.5361600587371,782.7197136563876
61,730.1663667266546,791.5692861427715
62,756.8335411471322,801.5087281795511
63,781.2449310624493,813.8909164639091
64,806.3681481481482,822.5479012345678
65,831.1563741422896,830.1643192488262
66,851.7619047619047,847.2343234323432
67,875.2751909337275,861.3850702143385
68,898.7005208333333,866.5091145833333
69,915.7619047619047,881.1235023041475
70,932.3120700437773,901.0206378986867
71,955.573981016192,896.7984366275823
72,974.6074681238615,915.5976775956284
73,996.10860774119,920.1444251877526
74,1010.7280071813285,937.2728904847397
75,1032.6978114478113,946.4915824915824
