frame_number,u,v
31,394.0093023255814,693.3739534883721
32,413.04320987654313,689.2786596119929
33,438.110741971207,690.9335548172758
34,462.9556388628553,693.1618244298656
35,481.96328928046984,683.6997063142437
36,507.16043083900223,689.4002267573696
37,530.1004535147392,692.8047619047619
38,551.4216290212183,690.6844626967829
39,577.9523389232127,693.8214180641364
40,602.1125860373647,696.6767453294002
41,625.6222397476341,698.9931650893795
42,651.2898751733703,703.9073046694406
43,674.5383129426916,707.3661729984974
44,699.5375186846038,705.5575485799701
45,723.3476469312513,714.8683582736933
46,747.3679222932954,719.4141198768065
47,767.5624826821834,720.1751177611526
48,792.6734030197445,727.2427409988385
49,814.9158415841584,732.7464246424643
50,842.0138626339004,737.6546943919344
51,860.963835155593,745.8273058592655
52,883.2404540763674,752.453044375645
53,908.0476660092044,758.1180144641683
54,932.5699096225411,767.5579479000531
55,957.3647134165866,774.1171950048031
56,977.8476645435243,786.8041401273886
57,1001.0259958071279,791.86750524109
58,1017.8511904761905,796.3875661375661
59,1040.673611111111,803.5434027777777
60,1061.686040735221,815.1738698460009
61,1083.194982078853,825.5240143369175
62,1092.8317204301075,834.5618279569892
63,1111.79945799458,844.9015356820233
64,1132.1459170013386,847.6372155287818
65,1150.1761603375526,857.9388185654008
66,1165.809591642925,872.9297245963912
67,1183.7452934662235,880.8959025470652
68,1195.7115009746587,890.9512670565301
69,1211.4358974358975,904.1417378917379
70,1224.5864197530864,913.3617283950617
71,1238.6,923.2619883040934
72,1252.0514446793516,935.5038759689922
73,1263.6619385342788,945.1004728132388
