session,flight,bin,T_ms,vx_own,vy_own,vz_own,vx_ref,vy_ref,vz_ref,err_vx,err_vy,err_vz,velocity_error_mm_s
2026_07_15_gym,flight_12,LOB,1250,2828.4484435135523,-82.382335850943,-6822.467539673958,2840.1306607224806,-44.1792316943354,-6786.943831774399,-11.68221720892825,-38.203104156607594,-35.52370789955876,53.45919181067318
2026_07_15_gym,flight_14,LOB,150,3272.200791364554,-1378.2418915617486,-5738.7122113649475,2993.1736642609226,-874.567593523947,-6057.511370016439,279.0271271036313,-503.6742980378016,318.7991586514918,658.161712438879
2026_07_15_gym,flight_14,LOB,200,3177.7442371870998,-1168.5271353432722,-5962.635261368481,2993.1736642609226,-874.567593523947,-6057.511370016439,184.5705729261772,-293.9595418193252,94.87610864795806,359.8332733490665
2026_07_15_gym,flight_14,LOB,250,3177.7444183042485,-1168.527201943988,-5962.63405349505,2993.1736642609226,-874.567593523947,-6057.511370016439,184.5707540433259,-293.95960842004104,94.87731652138973,359.8337391364038
2026_07_15_gym,flight_14,LOB,300,3085.010370611791,-847.6624738669104,-6110.604784411464,2993.1736642609226,-874.567593523947,-6057.511370016439,91.83670635086855,26.905119657036607,-53.09341439502441,109.43846101465815
2026_07_15_gym,flight_14,LOB,350,3091.8457481449677,-741.8041167700414,-6053.894880966727,2993.1736642609226,-874.567593523947,-6057.511370016439,98.67208388404515,132.7634767539056,3.6164890497120723,165.45512953925467
2026_07_15_gym,flight_14,LOB,400,3096.229509991926,-797.4259995243801,-6063.955609413836,2993.1736642609226,-874.567593523947,-6057.511370016439,103.0558457310035,77.14159399956691,-6.444239397396814,128.89088829524547
2026_07_15_gym,flight_14,LOB,450,3077.3801445679414,-756.8372510136805,-6092.3828833250345,2993.1736642609226,-874.567593523947,-6057.511370016439,84.20648030701886,117.7303425102665,-34.87151330859524,148.88649137417593
2026_07_15_gym,flight_14,LOB,490,3065.2105148952446,-746.6705402853337,-6108.587889275402,2993.1736642609226,-874.567593523947,-6057.511370016439,72.03685063432204,127.89705323861335,-51.076519258962435,155.4212819920215
2026_07_15_gym,flight_14,LOB,500,3060.411168746749,-757.2222107524802,-6116.747428194331,2993.1736642609226,-874.567593523947,-6057.511370016439,67.23750448582632,117.3453827714668,-59.23605817789212,147.6473211938442
2026_07_15_gym,flight_14,LOB,550,3054.2460252555206,-749.0345262048115,-6113.313472497975,2993.1736642609226,-874.567593523947,-6057.511370016439,61.07236099459806,125.53306731913551,-55.80210248153617,150.3404766167941
2026_07_15_gym,flight_14,LOB,600,3047.9344726436643,-769.8684238222564,-6120.880384980774,2993.1736642609226,-874.567593523947,-6057.511370016439,54.76080838274174,104.69916970169061,-63.36901496433438,134.07570372183275
2026_07_15_gym,flight_14,LOB,650,3053.6046540680986,-806.648940648389,-6116.144490176954,2993.1736642609226,-874.567593523947,-6057.511370016439,60.43098980717605,67.918652875558,-58.63312016051441,108.17897539384816
2026_07_15_gym,flight_14,LOB,700,3055.276729891235,-724.3217321242598,-6095.700247672392,2993.1736642609226,-874.567593523947,-6057.511370016439,62.10306563031236,150.24586139968721,-38.18887765595264,167.00000001508442
2026_07_15_gym,flight_14,LOB,750,3040.9015517536295,-773.7016962800432,-6118.7719191817205,2993.1736642609226,-874.567593523947,-6057.511370016439,47.72788749270694,100.86589724390387,-61.26054916528119,127.29782148711772
2026_07_15_gym,flight_14,LOB,800,3034.1162588130355,-797.0676475496293,-6130.908568680787,2993.1736642609226,-874.567593523947,-6057.511370016439,40.94259455211295,77.49994597431771,-73.39719866434734,114.32272935184199
2026_07_15_gym,flight_14,LOB,850,3035.1066168774732,-795.9090255376294,-6122.631220679237,2993.1736642609226,-874.567593523947,-6057.511370016439,41.932952616550665,78.65856798631762,-65.11985066279794,110.39084102924917
2026_07_15_gym,flight_14,LOB,900,3017.711018800992,-838.2472513349903,-6158.76396083407,2993.1736642609226,-874.567593523947,-6057.511370016439,24.537354540069373,36.320342188956715,-101.25259081763033,110.33284267084915
2026_07_15_gym,flight_14,LOB,950,3018.1614966147426,-773.5401252340355,-6119.345242124908,2993.1736642609226,-874.567593523947,-6057.511370016439,24.987832353820068,101.02746828991155,-61.83387210846831,121.05523059636103
2026_07_15_gym,flight_14,LOB,1000,3024.6175924211984,-755.1968142291153,-6108.610273411341,2993.1736642609226,-874.567593523947,-6057.511370016439,31.443928160275846,119.37077929483178,-51.098903394901754,133.60090379846034
2026_07_15_gym,flight_14,LOB,1050,3014.067871606608,-817.1795806400321,-6134.89258390447,2993.1736642609226,-874.567593523947,-6057.511370016439,20.894207345685572,57.38801288391494,-77.38121388803029,98.57892364067436
2026_07_15_gym,flight_14,LOB,1100,3011.6168834863565,-838.6086662287636,-6149.3674169595,2993.1736642609226,-874.567593523947,-6057.511370016439,18.44321922543395,35.95892729518346,-91.85604694306039,100.3530275956996
