session,flight,bin,T_ms,vx_own,vy_own,vz_own,vx_ref,vy_ref,vz_ref,err_vx,err_vy,err_vz,velocity_error_mm_s
2026_07_21_gym,flight_1,LOB,250,3041.569940389728,357.98306938873804,-5651.789728594661,3165.1371131196856,199.24547425560496,-5272.72326184014,-123.56717272995775,158.73759513313308,-379.06646675452066,429.13617477775193
2026_07_21_gym,flight_1,LOB,300,3096.3698184532636,356.3482072385709,-5497.143596617997,3165.1371131196856,199.24547425560496,-5272.72326184014,-68.767294666422,157.10273298296596,-224.42033477785662,282.44414702425814
2026_07_21_gym,flight_1,LOB,350,3174.256827910586,76.05028886187833,-5393.397692399475,3165.1371131196856,199.24547425560496,-5272.72326184014,9.119714790900161,-123.19518539372663,-120.67443055933472,172.69204119727652
2026_07_21_gym,flight_1,LOB,400,3163.250867923206,160.1761082275538,-5395.016810985285,3165.1371131196856,199.24547425560496,-5272.72326184014,-1.8862451964796492,-39.06936602805115,-122.29354914514442,128.39659436796077
2026_07_21_gym,flight_1,LOB,450,3145.9785662981712,288.5017095695714,-5394.390958173819,3165.1371131196856,199.24547425560496,-5272.72326184014,-19.158546821514392,89.25623531396644,-121.66769633367858,152.10770457106477
2026_07_21_gym,flight_1,LOB,490,3163.9895220061603,268.82066223253673,-5326.758716020316,3165.1371131196856,199.24547425560496,-5272.72326184014,-1.1475911135253227,69.57518797693177,-54.03545418017529,88.10138509607563
2026_07_21_gym,flight_1,LOB,500,3182.3913011133463,136.4977769539387,-5317.025797189623,3165.1371131196856,199.24547425560496,-5272.72326184014,17.254187993660707,-62.74769730166625,-44.30253534948224,78.72544162069995
2026_07_21_gym,flight_1,LOB,550,3193.039487617378,174.00260165711302,-5285.182170557526,3165.1371131196856,199.24547425560496,-5272.72326184014,27.902374497692563,-25.242872598491942,-12.458908717385384,39.6354579393414
2026_07_21_gym,flight_1,LOB,600,3186.1428257366474,209.59711205718338,-5280.526952296505,3165.1371131196856,199.24547425560496,-5272.72326184014,21.005712616961773,10.35163780157842,-7.803690456365075,24.68388041739392
2026_07_21_gym,flight_1,LOB,650,3168.134822120368,240.0574969204416,-5295.499401398877,3165.1371131196856,199.24547425560496,-5272.72326184014,2.9977090006823346,40.81202266483663,-22.77613955873676,46.83332132624074
2026_07_21_gym,flight_1,LOB,700,3164.2998050133647,245.83953694338632,-5302.691419084014,3165.1371131196856,199.24547425560496,-5272.72326184014,-0.8373081063209611,46.59406268778136,-29.968157243873975,55.40575972957426
2026_07_21_gym,flight_1,LOB,750,3152.804201257671,270.88469085805383,-5305.24730141032,3165.1371131196856,199.24547425560496,-5272.72326184014,-12.332911862014498,71.63921660244887,-32.52403957017941,79.63724769460211
2026_07_21_gym,flight_1,LOB,800,3185.363462530112,191.62397906457176,-5259.257385429287,3165.1371131196856,199.24547425560496,-5272.72326184014,20.226349410426337,-7.621495191033205,13.465876410853525,25.466099562594625
2026_07_21_gym,flight_1,LOB,850,3181.5001106360705,224.170419681954,-5246.4590681202235,3165.1371131196856,199.24547425560496,-5272.72326184014,16.362997516384894,24.92494542634904,26.264193719916875,39.734222831018556
2026_07_21_gym,flight_1,LOB,900,3232.142613126528,116.89249239110474,-5184.066927839429,3165.1371131196856,199.24547425560496,-5272.72326184014,67.00550000684234,-82.35298186450022,88.65633400071147,138.31737494468095
2026_07_21_gym,flight_1,LOB,950,3176.3819661230386,234.42292972207838,-5253.822934292382,3165.1371131196856,199.24547425560496,-5272.72326184014,11.244853003353,35.17745546647342,18.900327547758025,41.48641312014424
2026_07_21_gym,flight_1,LOB,1000,3196.503626298822,146.43118641521633,-5241.379175852838,3165.1371131196856,199.24547425560496,-5272.72326184014,31.36651317913629,-52.81428784038863,31.344085987302606,68.96128533810675
2026_07_21_gym,flight_1,LOB,1050,3174.3548085978036,193.60988356038507,-5265.451688761365,3165.1371131196856,199.24547425560496,-5272.72326184014,9.217695478118003,-5.635590695219889,7.2715730787749635,13.023116656597058
2026_07_21_gym,flight_1,LOB,1100,3164.121864235646,167.06387749812376,-5294.48548435904,3165.1371131196856,199.24547425560496,-5272.72326184014,-1.0152488840394653,-32.1815967574812,-21.762222518899762,38.86232403137723
2026_07_21_gym,flight_1,LOB,1150,3179.3006696602724,214.70683407863905,-5247.419855319576,3165.1371131196856,199.24547425560496,-5272.72326184014,14.163556540586796,15.461359823034087,25.30340652056475,32.862172219752985
2026_07_21_gym,flight_1,LOB,1200,3165.8338065719454,200.77181433319464,-5277.247829869859,3165.1371131196856,199.24547425560496,-5272.72326184014,0.6966934522597512,1.5263400775896798,-4.524568029718466,4.825641061499491
2026_07_21_gym,flight_1,LOB,1250,3183.0871391488936,230.5117514964436,-5232.767042517013,3165.1371131196856,199.24547425560496,-5272.72326184014,17.950026029207947,31.266277240838633,39.9562193231277,53.81712542999804
2026_07_21_gym,flight_100,LOB,200,3323.585810871756,313.8455024670388,-5782.945060585886,3639.5146712153355,164.5676308692673,-5002.230488466107,-315.92886034357934,149.27787159777148,-780.7145721197785,855.3421367306315
2026_07_21_gym,flight_100,LOB,250,3374.8801033013847,272.3107505155848,-5619.866696041485,3639.5146712153355,164.5676308692673,-5002.230488466107,-264.63456791395083,107.7431196463175,-617.6362075753777,680.5251790156035
2026_07_21_gym,flight_100,LOB,300,3417.9086822984427,209.9921022882764,-5535.022359852737,3639.5146712153355,164.5676308692673,-5002.230488466107,-221.60598891689278,45.42447141900911,-532.7918713866302,578.8262046099832
2026_07_21_gym,flight_100,LOB,350,3525.4328912551205,34.911230945866954,-5297.876013253364,3639.5146712153355,164.5676308692673,-5002.230488466107,-114.08177996021504,-129.65639992340036,-295.6455247872573,342.3911664846515
2026_07_21_gym,flight_100,LOB,400,3469.165008814843,197.19523738280193,-5379.642738767557,3639.5146712153355,164.5676308692673,-5002.230488466107,-170.34966240049243,32.62760651353463,-377.4122503014496,415.3595729778805
2026_07_21_gym,flight_100,LOB,450,3482.707054856355,173.7904833705299,-5352.183562562814,3639.5146712153355,164.5676308692673,-5002.230488466107,-156.80761635898034,9.222852501262594,-349.9530740967066,383.5894206390212
2026_07_21_gym,flight_100,LOB,490,3506.772038204595,164.81173289429955,-5292.612033447504,3639.5146712153355,164.5676308692673,-5002.230488466107,-132.74263301074052,0.2441020250322481,-290.3815449813965,319.2837419446932
2026_07_21_gym,flight_100,LOB,500,3513.121369728071,186.294927028009,-5258.0773499749075,3639.5146712153355,164.5676308692673,-5002.230488466107,-126.39330148726458,21.727296158741694,-255.84686150880043,286.1904236747337
2026_07_21_gym,flight_100,LOB,550,3539.5710689625184,158.78987697169032,-5218.678118569117,3639.5146712153355,164.5676308692673,-5002.230488466107,-99.94360225281707,-5.777753897576986,-216.44763010300994,238.47784519443243
2026_07_21_gym,flight_100,LOB,600,3572.4978998627917,153.2806899516738,-5143.990070380186,3639.5146712153355,164.5676308692673,-5002.230488466107,-67.01677135254386,-11.286940917593512,-141.7595819140788,157.20821143391592
2026_07_21_gym,flight_100,LOB,650,3589.169528618071,111.89006538919257,-5136.96983169092,3639.5146712153355,164.5676308692673,-5002.230488466107,-50.345142597264385,-52.67756548007473,-134.73934322481273,153.18044882001175
2026_07_21_gym,flight_100,LOB,700,3588.36023204393,134.12189308666487,-5122.419105371948,3639.5146712153355,164.5676308692673,-5002.230488466107,-51.154439171405556,-30.445737782602436,-120.18861690584072,134.12316440424064
2026_07_21_gym,flight_100,LOB,750,3574.6135966035404,149.0532460253919,-5140.753182736646,3639.5146712153355,164.5676308692673,-5002.230488466107,-64.90107461179514,-15.514384843875405,-138.52269427053852,153.7575443704096
2026_07_21_gym,flight_100,LOB,800,3603.194185779679,140.24693722405584,-5086.558883087244,3639.5146712153355,164.5676308692673,-5002.230488466107,-36.32048543565634,-24.320693645211463,-84.3283946211368,94.98395622969193
2026_07_21_gym,flight_100,LOB,850,3615.104917121169,160.19146728448212,-5060.386290509026,3639.5146712153355,164.5676308692673,-5002.230488466107,-24.4097540941666,-4.376163584785189,-58.15580204291928,63.22249768803625
2026_07_21_gym,flight_100,LOB,900,3619.382253846034,180.67327880866355,-5036.34395153036,3639.5146712153355,164.5676308692673,-5002.230488466107,-20.132417369301493,16.10564793939625,-34.113463064252755,42.7601974611396
2026_07_21_gym,flight_100,LOB,950,3618.406899790222,145.47686011344933,-5061.15253678561,3639.5146712153355,164.5676308692673,-5002.230488466107,-21.107771425113697,-19.09077075581797,-58.92204831950312,65.43548976474386
2026_07_21_gym,flight_100,LOB,1000,3627.084438311538,152.88069270566285,-5043.251530653198,3639.5146712153355,164.5676308692673,-5002.230488466107,-12.430232903797332,-11.686938163604452,-41.02104218709064,44.42770662320552
2026_07_21_gym,flight_100,LOB,1050,3635.3644810564165,127.38390045109779,-5046.214051434758,3639.5146712153355,164.5676308692673,-5002.230488466107,-4.150190158919031,-37.18373041816952,-43.98356296865131,57.744330436707344
2026_07_21_gym,flight_100,LOB,1100,3624.3256385543914,174.99359081780818,-5033.2428878713545,3639.5146712153355,164.5676308692673,-5002.230488466107,-15.189032660944122,10.425959948540878,-31.01239940524738,36.07182100884843
2026_07_21_gym,flight_100,LOB,1150,3626.515372122281,186.1262763512362,-5024.925349933807,3639.5146712153355,164.5676308692673,-5002.230488466107,-12.99929909305456,21.55864548196891,-22.69486146770032,33.894154495517306
2026_07_21_gym,flight_100,LOB,1200,3620.9818083762752,151.35310084266112,-5036.896427246974,3639.5146712153355,164.5676308692673,-5002.230488466107,-18.53286283906027,-13.214530026606184,-34.66593878086678,41.47068989532623
2026_07_21_gym,flight_100,LOB,1250,3634.50543560116,147.6617660047256,-5020.204181875011,3639.5146712153355,164.5676308692673,-5002.230488466107,-5.009235614175395,-16.905864864541712,-17.973693408904182,25.17845036958715
2026_07_21_gym,flight_103,LOB,200,3308.499792185247,-378.27299118942807,-6291.66481023979,3520.3159128255174,-553.6091631402029,-5835.831605549199,-211.81612064027058,175.33617195077483,-455.83320469059163,532.3464592311478
2026_07_21_gym,flight_103,LOB,250,3291.632345872838,-402.32405754274055,-6307.043939752058,3520.3159128255174,-553.6091631402029,-5835.831605549199,-228.68356695267948,151.28510559746235,-471.212334202859,545.1829242325396
2026_07_21_gym,flight_103,LOB,300,3287.134638227746,-292.26653344005155,-6315.743531078819,3520.3159128255174,-553.6091631402029,-5835.831605549199,-233.18127459777133,261.34262970015135,-479.91192552962,594.1287176927053
2026_07_21_gym,flight_103,LOB,350,3303.8913167179444,-286.85519762005237,-6262.797380040618,3520.3159128255174,-553.6091631402029,-5835.831605549199,-216.42459610757305,266.75396552015053,-426.9657744914193,547.9936646605591
2026_07_21_gym,flight_103,LOB,400,3368.0418130521066,-439.014300741045,-6155.57249829346,3520.3159128255174,-553.6091631402029,-5835.831605549199,-152.27409977341085,114.59486239915788,-319.74089274426115,372.22791733423446
2026_07_21_gym,flight_103,LOB,450,3501.8851358899065,-741.9192863828965,-5916.143186058177,3520.3159128255174,-553.6091631402029,-5835.831605549199,-18.430776935610993,-188.31012324269363,-80.3115805089783,205.5488896053169
2026_07_21_gym,flight_103,LOB,490,3473.8983332803446,-647.9307476281535,-5951.61739731741,3520.3159128255174,-553.6091631402029,-5835.831605549199,-46.417579545172885,-94.32158448795064,-115.78579176821131,156.38894643337707
2026_07_21_gym,flight_103,LOB,500,3463.657039530344,-568.236838539382,-5955.028019715926,3520.3159128255174,-553.6091631402029,-5835.831605549199,-56.658873295173635,-14.627675399179111,-119.19641416672766,132.78547345575225
2026_07_21_gym,flight_103,LOB,550,3415.1562659871947,-465.54125902482303,-6025.476000746587,3520.3159128255174,-553.6091631402029,-5835.831605549199,-105.15964683832271,88.06790411537986,-189.6443951973879,234.05021616785504
2026_07_21_gym,flight_103,LOB,600,3409.6081208459236,-438.1895920028162,-6025.062898846923,3520.3159128255174,-553.6091631402029,-5835.831605549199,-110.70779197959382,115.4195711373867,-189.23129329772473,247.76273926816538
2026_07_21_gym,flight_103,LOB,650,3413.561802915162,-458.8179038519217,-6024.627502549404,3520.3159128255174,-553.6091631402029,-5835.831605549199,-106.75410991035551,94.7912592882812,-188.7958970002055,236.69751486722987
