frame_number,u,v
39,156.6149,610.1616
40,164.9546,593.1548
41,170.9300,577.1989
42,181.1754,571.6184
43,192.9026,560.8500
44,202.4833,541.7766
45,217.2418,532.7952
46,224.4544,518.5188
47,235.0870,507.8109
48,248.2846,498.7421
49,257.4781,488.2668
50,270.9714,478.1404
51,284.2623,469.0304
52,291.2917,459.8121
53,303.9896,451.5164
54,316.4672,443.6460
55,324.8477,434.7859
56,336.2435,428.9570
57,348.8655,421.6493
58,356.8953,417.3854
59,368.2619,411.6918
60,380.0143,406.3313
61,389.7642,400.4662
62,399.1199,397.1943
63,409.4889,393.3955
64,420.4339,388.8137
65,431.5237,386.7939
66,442.0228,384.0276
67,453.0445,381.0123
68,463.5495,379.2949
69,474.0460,377.6819
70,486.7364,374.3009
71,495.6208,375.1802
72,508.3979,371.7620
73,517.5151,370.8146
74,526.7839,370.2927
75,537.4277,370.9153
76,546.9371,371.6321
77,558.7557,373.7370
78,572.2959,376.6479
79,581.8625,379.4053
80,591.5430,383.7946
81,601.8556,387.0449
82,608.5172,388.9476
83,622.8855,399.9692
84,633.9247,401.2988
85,644.1495,405.9874
86,654.5267,415.6162
87,667.6540,419.7728
88,680.5331,427.4831
89,689.4666,439.6953
90,702.9246,446.6157
91,712.2322,455.1175
92,722.7901,467.8995
93,736.0666,477.0865
94,747.9367,486.0202
95,756.8990,499.8220
96,770.8971,509.4559
97,782.6960,521.3897
98,791.6545,536.9796
99,803.1731,549.9516
100,815.6816,560.1200
101,825.6587,573.5436
102,836.2238,591.1378
103,849.0621,607.6893
104,860.4285,622.2261
105,874.7559,637.9315
106,885.1099,655.1962
107,897.0503,670.5900
108,906.4610,690.7948
109,917.9366,708.3469
110,929.2857,727.9378
111,938.9683,745.8936
112,947.5073,760.2950
113,963.5365,778.5587
114,972.2616,795.4352
115,982.1619,816.4667
116,990.8371,837.4637
117,998.3045,855.3208
118,1006.8652,875.0769
119,1016.9008,898.1108
120,1025.0378,919.7016
121,1031.6299,942.0909
122,1039.5876,963.1816
