frame_number,u,v
32,219.1730,632.5097
33,239.0016,635.8892
34,258.7634,634.4906
35,276.9439,631.6308
36,294.7749,635.9555
37,311.0938,634.4640
38,336.5300,632.6039
39,356.0557,638.0102
40,378.9564,634.8890
41,398.9973,636.2860
42,422.7752,643.9151
43,449.1688,646.3698
44,471.7762,648.3302
45,495.4144,656.1429
46,518.7401,660.2494
47,541.3911,661.3848
48,564.6812,671.3516
49,586.7974,676.2594
50,612.0581,681.4978
51,633.4565,688.9913
52,660.6409,691.3413
53,689.3941,701.0989
54,709.0098,713.0685
55,735.7820,717.2654
56,762.4410,721.7285
57,785.9637,739.4388
58,810.3256,748.5780
59,832.5841,755.5137
60,859.7737,763.7355
61,884.0659,764.5853
62,904.9476,778.9494
63,927.2746,797.0285
64,947.1139,805.1585
65,969.7877,812.4818
66,990.1401,830.1399
67,1010.6177,836.5403
68,1029.1354,848.1833
69,1050.7150,863.3437
70,1070.3543,869.2889
71,1090.4651,880.8027
72,1104.9887,898.4206
73,1121.7253,910.6107
74,1136.1888,919.8500
75,1152.0727,927.5880
