frame_number,u,v
37,375.4400,686.7973
38,405.9532,690.7240
39,432.8467,686.0776
40,457.0488,680.9782
41,483.9467,686.7224
42,512.4438,686.5275
43,543.7968,685.6827
44,571.7081,689.4957
45,599.1314,689.3112
46,623.7663,687.9026
47,655.2950,690.1675
48,683.3906,690.4952
49,711.9376,691.0851
50,739.7854,701.6415
51,764.6182,705.5538
52,792.9553,702.8418
53,817.4597,713.3464
54,843.9215,717.5629
55,874.0681,720.5809
56,900.6826,727.2016
57,921.9828,728.1631
58,951.0605,738.6140
59,971.3993,741.5013
60,999.9253,750.3732
61,1017.2182,758.8808
62,1041.7593,761.2276
63,1062.4574,773.8822
64,1084.5089,782.4098
65,1101.5864,782.1420
66,1126.9033,789.3477
67,1144.4600,795.6613
68,1161.8549,807.9203
69,1178.9410,814.7904
70,1195.8423,821.6786
71,1214.9273,829.6458
72,1229.0418,838.8896
73,1244.3732,846.9648
74,1255.3160,854.2626
75,1274.6729,861.1869
77,1295.4234,883.6858
