frame_number,u,v
84,383.4347,704.2779
85,406.8690,697.5119
86,431.0398,700.0175
87,452.1695,701.7942
88,474.4901,703.4231
89,496.4195,706.0434
90,519.4564,708.8854
91,544.0080,710.1111
92,567.8285,712.2443
93,591.2643,716.9866
94,615.7340,718.0094
95,640.4358,722.5186
96,668.0075,730.3191
97,695.0666,733.5360
98,723.8679,742.4647
99,749.8390,749.5592
100,778.8235,752.2439
101,805.2651,761.6751
102,829.8759,770.5167
103,854.0704,775.9153
104,880.1982,785.7520
105,907.9326,793.9585
106,932.3059,799.9301
107,957.6358,809.5144
108,980.9926,818.9207
109,1007.4107,831.2274
110,1030.7139,838.5537
111,1050.9204,854.5034
112,1071.3006,865.6018
113,1095.4996,869.2284
114,1117.1256,879.3049
115,1142.1149,887.5534
116,1158.2161,900.7454
117,1180.5029,911.3790
118,1199.8771,923.2067
119,1218.8519,935.8633
120,1232.6015,953.3976
121,1248.3629,976.4263
122,1266.7718,978.4642
