frame_number,u,v
36,155.4461,681.1098
37,164.1774,669.4938
38,176.1382,658.9906
39,183.4370,642.9328
40,196.2467,633.2672
41,209.5111,623.6259
42,221.9995,610.2376
43,234.6597,603.8237
44,245.9425,594.2813
45,261.1057,580.8349
46,270.9645,573.9034
47,282.3770,563.3661
48,292.3859,555.0294
49,305.6739,545.8793
50,320.3611,538.3705
51,328.9791,527.3117
52,346.8584,527.7230
53,359.6346,522.5842
54,370.4512,511.0683
55,385.2101,509.2396
56,398.3012,505.5209
57,409.9989,500.3450
58,422.5779,498.5914
59,436.3445,494.6058
60,447.4160,486.4241
61,461.4802,484.3701
62,476.9014,487.1583
63,489.0154,483.9759
64,501.1107,486.0188
65,512.8226,486.3753
66,523.4403,485.1743
67,536.6357,484.9505
68,550.9614,484.0428
69,564.9337,482.0734
70,578.3955,480.7359
71,595.1561,493.7398
72,606.9627,496.7557
73,618.9919,501.3963
74,631.9657,504.8622
75,647.4536,506.7287
76,658.2935,515.7118
77,670.2715,521.1910
78,683.4295,526.2472
79,696.7703,533.4412
80,710.2651,539.5720
81,727.1785,543.1249
82,738.7608,557.7460
83,751.5911,565.8402
84,759.4145,574.0173
85,774.9022,584.9833
86,786.5344,593.8602
87,800.8620,602.0463
88,815.1736,613.5660
89,831.7903,624.3815
90,843.7803,640.0741
91,852.9314,650.7135
92,865.3285,665.3181
93,875.5884,679.4070
94,891.3265,693.1986
95,904.5733,708.2797
96,915.5522,723.2697
97,925.3372,738.3161
98,937.2721,752.8447
99,949.9040,767.6414
100,961.3857,780.3652
101,973.7184,793.7199
102,982.3596,810.4426
103,994.0488,830.9766
104,999.8458,840.6387
105,1012.1060,856.8308
106,1023.3279,883.3296
107,1037.5375,889.5903
108,1045.3782,910.1437
109,1050.6108,929.8542
110,1059.0572,955.5322
