frame_number,u,v
17,141.7706,678.3136
18,149.8632,661.0833
19,161.7901,650.5331
20,169.7238,634.7672
21,173.0598,615.9342
22,188.8280,607.0238
23,199.0317,591.3564
24,205.2557,569.9425
25,220.7475,559.2505
26,227.4729,553.8573
27,237.5723,540.1540
28,247.5314,530.7115
29,257.6834,519.6228
30,264.1042,505.3919
31,280.5908,497.2365
32,285.8499,487.0681
33,294.2913,471.2565
34,312.7695,471.5909
35,322.2178,461.7197
36,333.3464,453.8035
37,341.4079,449.6253
38,351.2813,439.7670
39,365.5000,431.6568
40,377.8355,426.7949
41,384.2432,416.2208
42,391.4700,406.3000
43,409.8411,408.9385
44,413.4039,404.7557
45,418.8981,393.5231
46,440.0133,398.1379
47,451.0869,393.0387
48,461.3059,392.7090
49,469.1507,393.7946
50,480.0185,388.1957
51,489.5145,387.1933
52,499.6485,390.1264
53,507.5450,389.7005
54,515.9992,389.9807
55,528.5524,391.2400
56,537.0981,389.0959
57,549.2104,389.7309
58,563.1831,392.8997
59,573.8288,396.4314
60,588.1560,398.7192
61,596.0468,408.8548
62,599.7121,410.7475
63,612.0770,418.5964
64,623.7855,423.3383
65,632.5977,423.0099
66,643.9470,430.0527
67,658.0585,438.4753
68,678.2917,442.0662
69,689.7622,450.7801
70,700.5551,459.4858
71,710.4779,469.5232
72,713.5885,481.5949
73,725.8781,491.2803
74,736.8600,502.4647
75,748.1748,517.0148
76,759.6931,528.6397
77,769.4665,541.1130
78,781.0968,555.1481
79,788.4594,566.5703
80,802.8621,586.4480
81,815.2151,601.5757
82,825.9825,615.8096
83,840.1976,623.6277
84,850.2959,645.4992
85,862.9520,666.1427
86,873.6127,685.7720
87,882.8139,702.3722
88,892.7570,720.3887
89,901.9226,740.3492
90,912.4053,760.9510
91,920.1954,778.1181
92,935.6976,788.5446
93,946.1776,820.5261
94,955.4453,835.0437
95,968.5133,855.9965
96,970.9643,883.4569
97,982.7760,898.2339
98,987.8944,925.4698
99,998.8537,941.5660
100,1007.3654,968.7420
