frame_number,u,v
38,339.4392,750.0835
39,352.2573,737.4394
40,363.2954,720.8920
41,372.9126,706.9863
42,387.3083,694.3911
43,397.9781,683.2012
44,409.7471,668.3998
45,422.8370,661.8966
46,435.5865,650.2113
47,447.2609,637.7323
48,460.0419,627.4809
49,471.7055,616.9813
50,481.9126,610.0567
51,502.0991,595.4520
52,516.1327,587.8551
53,528.9613,580.6886
54,541.3347,575.7123
55,553.2898,567.3954
56,564.0724,556.0899
57,579.4240,552.6144
58,596.1984,546.2178
59,608.8122,540.4285
60,622.3677,539.5516
61,634.4332,534.4975
62,645.3445,525.5536
63,662.9557,525.5966
64,677.1959,519.8996
65,692.1308,517.7250
66,703.6641,520.7908
67,714.6660,519.3294
68,726.9760,517.1341
69,743.2509,517.8523
70,759.0681,507.2880
71,773.1498,510.0891
72,790.5378,518.3378
73,804.8271,521.3118
74,817.7190,525.0746
75,830.0077,530.8488
76,842.1858,533.2877
77,855.2705,535.4398
78,869.6638,540.6300
79,886.5914,543.2371
80,902.4281,551.7102
81,913.6773,561.8250
82,923.3546,566.7161
83,941.7290,575.1729
84,955.6005,584.5913
85,970.1309,587.7295
86,985.9252,601.2389
87,997.5631,609.0247
89,1022.2249,632.9498
90,1038.0013,644.3178
91,1059.9630,650.5118
92,1072.7844,661.6841
93,1084.8353,678.7782
94,1099.9455,696.8668
95,1106.9583,709.5405
96,1117.9941,729.1068
97,1130.4010,745.2257
98,1139.3167,758.6571
99,1156.2244,767.9641
100,1172.0900,777.9110
101,1185.4202,796.2244
102,1191.9853,815.8210
103,1203.1717,830.4561
104,1212.5403,851.5423
105,1224.4336,866.8115
107,1240.1962,903.6654
108,1249.1025,923.1405
110,1266.9167,953.6140
111,1273.2643,980.7702
