frame_number,u,v
46,283.8789,639.5140
47,297.1563,634.5030
48,315.9021,629.7440
49,321.7533,613.4464
50,342.8554,613.2813
51,360.5776,602.8126
52,373.6152,597.0277
53,389.9843,596.4277
54,405.3276,593.9824
55,415.7442,583.9347
56,430.5322,577.5706
57,446.3595,577.0870
58,462.2859,572.2379
59,479.1560,569.5457
60,497.5673,572.1455
61,513.1167,569.5131
62,531.6990,567.9614
63,549.0838,567.1002
64,562.3154,565.9587
65,577.0310,567.4536
66,592.5112,569.9458
67,603.5510,568.8817
68,619.1821,572.3322
69,634.2757,574.6873
70,648.8815,572.5019
71,664.4303,576.4947
72,680.6573,581.6239
73,692.6340,581.8679
74,707.8312,587.6771
75,722.9852,594.2197
76,737.8763,599.2898
77,751.6677,605.5740
78,767.4072,610.8636
79,784.0557,623.8234
80,794.3862,624.1320
81,807.5185,633.4336
82,822.9986,647.5044
83,835.4127,651.0951
84,848.1803,658.8195
85,860.2790,664.5161
86,874.0107,669.8627
87,885.2457,678.8419
88,899.7011,691.6049
89,914.0332,702.8163
90,927.4775,708.3164
91,937.0370,720.7166
92,953.3541,734.9911
93,965.2378,736.7279
94,976.2916,753.5242
95,988.2640,766.1304
96,1000.0655,784.8356
97,1011.3571,788.0464
98,1025.0550,805.4887
99,1037.1111,813.5529
100,1046.0529,824.2381
101,1050.3837,842.1810
102,1061.9697,858.3222
103,1067.4462,874.6242
104,1077.8177,881.0399
105,1084.3523,894.5146
106,1094.8585,906.4615
107,1105.7785,919.3347
108,1116.2500,931.7398
109,1121.3887,944.5819
110,1128.3558,958.9610
