frame_number,u,v
39,194.0425,647.3618
40,216.6329,653.3908
41,238.3082,657.0166
42,264.3667,657.0462
43,286.9755,664.0745
44,311.5391,667.8947
45,334.1227,669.2351
46,356.7303,677.3425
47,379.4718,682.6969
48,405.7877,685.8119
49,430.7679,695.4645
50,457.6936,702.8082
51,484.9788,707.0837
52,513.8518,717.1262
53,542.1986,724.8862
54,568.9845,733.3821
55,593.6089,742.7882
56,620.3510,746.7151
57,653.7026,760.7895
58,677.3845,773.1559
59,705.7053,780.2749
60,732.2625,790.8975
61,764.4466,803.6353
62,790.2700,807.4674
63,811.5761,819.1130
64,840.6110,837.6386
65,869.1435,844.4309
66,895.9524,858.2825
67,914.2897,871.2659
68,938.4204,878.4072
69,963.6530,887.5739
70,982.5803,905.5508
71,1010.2036,912.5798
72,1023.7375,929.7227
73,1044.0195,938.6572
74,1064.9860,955.8674
