frame_number,u,v
11,142.7800,676.8976
12,153.4687,660.9118
13,166.8799,650.3346
14,174.0450,632.5428
15,186.3822,619.8858
16,197.9551,609.9748
17,208.6595,594.2534
18,221.6535,581.0765
19,232.3653,565.0980
20,241.8231,558.6281
21,254.4191,545.3187
22,268.8425,531.8286
23,273.1591,518.3755
24,285.5677,505.3020
25,300.6131,500.4030
26,312.6365,487.4342
27,325.7781,480.1661
28,337.0977,475.0216
29,348.0537,463.1925
30,357.2207,451.7055
31,373.9108,447.3284
32,380.6170,439.1696
33,396.4198,431.5633
34,410.2903,430.7445
35,421.4412,425.4795
36,432.2532,420.3131
37,443.7866,416.8739
38,452.6429,409.1192
39,465.1662,404.1538
40,478.7803,402.3511
41,489.7557,399.0163
42,501.9117,399.4917
43,514.9624,400.7206
44,523.3434,395.5826
45,537.2501,389.2725
46,551.6610,393.6135
47,563.5553,386.8466
48,576.3386,391.2059
49,589.2365,398.7270
50,599.1605,396.5804
51,609.8378,401.2616
52,621.5325,404.4585
53,630.6595,403.6206
54,641.7949,405.5815
55,656.0909,411.4860
56,671.5807,412.5789
57,686.0099,419.1118
58,699.0311,426.4121
59,708.9297,433.8323
60,719.4263,443.2790
61,730.7408,450.2159
62,742.7735,453.5413
63,755.4023,462.2739
64,768.6292,471.3947
65,780.3465,477.9506
66,792.9262,492.8696
67,804.0045,502.7974
68,814.8749,510.3481
69,831.3887,524.5471
70,844.4679,533.0184
71,857.2015,547.4249
72,869.9589,558.5176
73,879.1695,572.8181
74,891.1246,590.7029
75,903.5723,603.8984
76,913.5103,616.6719
77,925.6719,630.7919
78,938.5936,644.5088
79,948.3515,664.8825
80,959.1980,680.1680
81,972.5533,696.9614
82,984.4284,716.1533
83,994.7732,732.9820
84,1005.6934,747.0133
85,1018.1214,764.8372
86,1024.1438,780.7733
87,1035.3187,804.5771
88,1044.6936,819.8967
89,1055.5753,838.0748
90,1063.2255,861.0211
91,1074.4962,876.0840
92,1076.3053,893.8936
93,1089.2645,922.1919
94,1093.2847,939.8670
