frame_number,u,v
26,164.6632,608.6374
27,168.7468,591.2334
28,186.9456,582.9899
29,193.5856,562.1081
30,206.5565,560.2313
31,220.8685,543.7409
32,230.6253,530.4103
33,241.7905,518.4079
34,257.7551,508.4874
35,268.7326,497.6803
36,280.7788,485.1099
37,295.0247,476.4561
38,305.9187,466.5111
39,318.9545,455.8662
40,332.2287,448.2047
41,344.2469,439.0030
42,355.8586,432.3390
43,368.6579,425.3609
44,380.3166,418.8440
45,392.2274,412.5011
46,402.4158,407.6726
47,414.7641,402.0775
48,429.5545,395.8193
49,438.2359,393.4478
50,450.7044,387.4402
51,459.6466,381.5282
52,473.5376,380.8371
53,484.5412,374.3753
54,495.8907,370.2022
55,508.9848,373.4524
56,520.7455,367.9394
57,534.0151,367.9481
58,546.7734,367.4278
59,557.3618,367.5011
60,569.6958,368.3089
61,581.2884,372.8658
62,592.6663,370.6543
63,605.0669,372.7855
64,618.1170,378.1420
65,628.9928,376.8926
66,641.8443,381.5982
67,654.4021,386.2472
68,664.4366,388.1200
69,676.6766,393.6418
70,689.1141,399.6146
71,697.8788,403.3569
72,713.8455,410.4343
73,725.7330,416.8495
74,736.0995,421.6972
75,749.0523,425.6826
76,760.7251,435.6915
77,772.9504,441.6602
78,785.5165,450.4619
79,798.0421,461.3156
80,811.1812,470.2280
81,822.8961,480.9709
82,835.0324,493.2457
83,850.9323,504.5055
84,861.9945,515.7454
85,875.8535,528.9838
86,889.8091,540.4421
87,898.3219,557.9162
88,911.5909,571.6856
89,921.7417,581.9547
90,933.4190,596.8262
91,945.2502,612.0502
92,953.3265,629.2004
93,966.8248,642.3578
94,978.0589,658.4954
95,989.8144,676.2221
96,1005.1074,685.5774
97,1013.8792,709.4274
98,1023.0792,728.4714
99,1034.1405,741.4701
100,1045.0802,757.3147
101,1055.5503,772.8329
102,1064.7673,796.9828
103,1073.4065,812.2310
104,1082.5109,828.7835
105,1090.5662,852.4134
106,1100.5239,867.7988
107,1109.6708,884.6680
108,1114.3845,908.1609
109,1121.7816,927.4783
110,1119.2696,955.3008
111,1129.2576,959.2758
