frame_number,u,v
33,289.7530,786.3731
34,309.4536,751.6679
35,321.7042,737.8944
36,331.8993,720.3078
37,341.9866,703.9914
38,354.1698,690.3338
39,365.8137,674.8297
40,377.9211,662.5273
41,390.9516,648.4751
42,400.1179,636.4834
43,406.9296,616.9167
44,425.4015,608.0787
45,439.4966,598.5986
46,450.4524,588.9042
47,460.8135,579.3973
48,471.6012,563.8640
49,485.1576,554.9646
50,498.7554,544.1212
51,508.8685,536.6771
52,522.3434,525.8229
53,535.3857,520.5685
54,542.0846,509.8400
55,564.8702,507.2325
56,574.7004,501.1389
57,587.3503,492.8769
58,599.2757,486.4678
59,610.8751,484.5038
60,621.6600,477.8164
61,633.5982,476.6711
62,645.9809,473.2946
63,656.2316,468.0401
64,668.9903,463.8828
65,683.2046,461.8856
66,694.3422,461.0254
67,707.6905,459.9449
68,719.2251,465.8153
69,729.6083,465.0209
70,741.9503,467.3094
71,753.9370,466.6431
72,763.1338,468.0663
73,776.8671,470.3648
74,789.7056,470.9631
75,805.0567,472.2846
76,819.7662,473.2150
77,834.1986,477.1837
78,844.4409,483.4325
79,855.6084,492.5271
80,868.7028,502.3637
81,882.9229,507.7719
82,893.8447,520.3484
83,908.8924,525.7664
84,919.4927,531.6118
85,930.9308,545.4932
86,944.2715,553.4975
87,957.3103,559.4644
88,969.3144,574.1967
89,985.2058,582.4665
90,996.5639,597.5399
91,1008.6100,608.7570
92,1018.1478,618.4375
93,1032.7448,636.4531
94,1042.5999,650.6166
95,1054.5912,662.9287
96,1062.6236,679.3674
97,1075.2809,691.0566
98,1091.0252,711.5067
99,1101.4376,726.8506
100,1112.0802,743.0379
101,1125.3114,765.3989
102,1139.4986,772.5820
103,1143.9292,792.9121
104,1155.8189,810.8634
105,1163.3421,825.3947
106,1171.1862,847.4233
107,1183.4743,863.8297
108,1192.2542,882.8121
109,1202.7672,904.0124
110,1209.4061,922.0535
111,1214.4200,945.8851
112,1224.1249,962.4873
