frame_number,u,v
27,135.2773,595.9565
28,146.7055,580.5095
29,150.9363,563.8237
30,167.8354,555.0605
31,180.5359,536.7079
32,191.9251,521.4280
33,204.0748,509.8485
34,214.7344,496.2919
35,227.0638,481.3010
36,239.6261,471.8300
37,249.4444,457.9540
38,261.8742,445.6420
39,274.4611,436.5204
40,284.5748,424.2689
41,296.0454,417.2451
42,307.8018,407.9252
43,317.9345,398.9319
44,329.7178,390.2803
45,340.1389,388.7565
46,351.8209,374.8813
47,363.4739,371.4785
48,373.6961,367.6871
49,381.9657,355.9105
50,395.8717,353.8627
51,406.9898,350.0923
52,417.4159,344.8546
53,429.0134,341.2379
54,439.3432,338.6479
55,449.5775,335.3329
56,460.8420,333.7259
57,470.7242,331.1763
58,480.4994,327.7923
59,491.0341,326.3795
60,501.8564,325.2786
61,510.7967,323.3743
62,522.4236,322.9841
63,532.7323,323.2765
64,541.0249,322.0305
65,552.9471,323.4323
66,563.1802,324.5065
67,571.5845,324.1604
68,583.8754,327.8695
69,594.5147,330.2533
70,602.0265,331.3785
71,614.8021,335.2617
72,625.5777,338.7147
73,634.0952,341.8276
74,645.6525,345.8066
75,655.8633,350.1438
76,664.6440,354.1931
77,675.8139,362.2219
78,686.7383,365.5886
79,699.4881,372.8931
80,708.0596,382.8712
81,717.8643,386.8263
82,731.6311,396.3317
83,740.9501,407.6998
84,749.9210,411.8707
85,763.0906,421.0119
86,773.9938,434.9881
87,784.6901,440.0803
88,795.2893,449.9655
89,805.0692,466.1124
90,818.8408,468.6194
91,829.3414,480.3504
92,837.6938,502.0328
93,850.6629,511.5804
94,859.3894,525.5473
95,868.8653,541.6982
96,879.7310,557.5037
97,889.6638,572.3084
98,897.3917,581.0471
99,910.8055,600.1152
100,920.1419,611.6945
101,929.0180,628.8795
102,939.4917,652.4690
103,948.7891,666.7480
104,959.2663,682.8699
105,970.1772,702.8145
106,976.9793,721.1595
107,987.6280,736.4290
108,1000.1836,756.0088
109,1005.9779,771.0858
110,1012.4584,794.1608
111,1022.3042,809.1667
112,1029.7214,828.2712
113,1036.7781,850.6758
114,1045.3603,865.8719
115,1051.5887,885.7864
116,1057.8162,907.2563
117,1065.0666,930.8622
