frame_number,u,v
52,163.5191,673.8998
53,175.5062,659.2240
54,184.4299,640.2417
55,191.5526,622.3176
56,209.8854,609.0888
57,221.7370,595.2395
58,227.2051,575.3269
59,239.1013,562.6820
60,254.0411,553.1969
61,263.2677,536.5215
62,278.3090,529.1368
63,288.5446,511.8611
64,299.3096,501.3173
65,315.0920,489.6585
66,324.5872,479.9838
67,330.4064,462.3811
68,347.5863,458.7665
69,352.2020,448.1902
70,362.4521,436.0479
71,385.4423,431.2879
72,396.9253,422.8112
73,407.3185,413.6599
74,419.4188,409.7086
75,428.9591,399.5685
76,440.6530,390.6582
77,454.7612,382.2533
78,470.6667,379.4577
79,480.5564,378.5386
80,489.4873,376.3498
81,500.0958,369.7414
82,509.6830,364.5440
83,523.9125,364.2163
84,533.6707,361.6395
85,545.3880,357.5536
86,557.7093,359.6415
87,567.2511,355.8448
88,582.2571,350.4703
89,595.2870,352.5740
90,604.2278,346.0149
91,617.2864,347.0549
92,628.7079,354.9921
93,642.8731,354.8276
94,651.6465,360.1286
95,662.4287,364.1821
96,671.9801,364.6572
97,682.8826,367.6454
98,692.8129,370.3814
99,704.9917,372.3189
100,718.8943,377.9381
101,731.3217,382.9880
102,743.9128,386.3310
103,752.1494,399.5206
104,761.3080,406.9948
105,772.2997,409.5402
106,783.6231,417.4292
107,796.2737,424.0094
108,809.4803,437.7373
109,819.6448,444.6759
110,831.4910,455.9134
111,850.5951,457.6335
112,854.7998,472.2553
114,880.6910,495.0647
115,888.0545,508.2069
116,901.1532,519.7072
117,912.4299,531.3349
118,923.0199,547.9012
119,930.8090,561.6249
120,943.0882,575.6766
121,953.9856,594.0202
122,965.8300,607.4881
123,977.9417,624.4110
124,994.0733,637.9191
125,1002.4795,657.6647
126,1011.0592,673.8694
127,1014.8915,688.4484
128,1027.6034,706.6672
129,1030.7671,727.7982
130,1047.1705,741.0060
131,1054.2524,759.1846
132,1067.3026,770.0175
133,1071.4744,798.9384
134,1081.8490,814.4843
135,1090.8137,831.8023
136,1096.5675,855.9295
137,1105.8643,871.7317
138,1108.0764,892.4552
139,1114.7474,916.2776
140,1120.0327,936.4208
