frame_number,u,v
46,182.2687,616.9552
47,203.0723,614.7892
48,220.2435,620.2992
49,237.3650,618.5858
50,256.4211,615.3606
51,279.1535,616.5771
52,297.6282,616.0874
53,314.9385,612.9578
54,334.1129,613.9490
55,353.4976,613.6159
56,375.7867,611.8025
57,397.6281,614.6822
58,420.4495,614.0335
59,442.6888,616.3486
60,465.9782,620.2141
61,488.7671,622.2891
62,509.6987,625.0880
63,534.4276,628.2260
64,560.5622,635.4826
65,588.8351,637.6875
66,611.1933,648.0001
67,638.4080,650.6278
68,662.0169,653.4073
69,690.2484,669.5572
70,718.3839,674.3982
71,747.4110,680.2579
72,768.7286,695.0689
73,799.1632,695.7692
74,821.8226,705.4180
75,846.2467,721.7481
76,871.3258,733.3603
77,897.7153,739.8293
78,919.3730,752.7962
79,943.6192,765.5683
80,970.1403,771.0937
81,989.4007,788.1964
82,1013.1426,794.3525
83,1037.4994,805.8581
84,1059.3270,825.0465
85,1084.0738,830.0672
86,1099.6981,843.5915
87,1116.3719,861.9193
88,1138.5443,867.8776
89,1158.7436,883.7524
90,1171.6488,903.7114
91,1187.1352,910.5651
92,1201.0833,923.6971
