frame_number,u,v
50,152.9953,671.6108
51,162.0746,655.1530
52,175.1978,642.6653
53,186.6667,629.7339
54,198.1822,617.6745
55,211.4146,608.7082
56,219.8557,594.3422
57,232.6146,579.6660
58,244.4273,568.5123
59,255.6389,562.8649
60,270.4810,552.6631
61,282.6336,545.2811
62,292.4573,534.8083
63,302.1296,520.0108
64,319.7260,516.7695
65,324.7260,507.0450
66,333.8262,498.0284
67,357.1825,498.0329
68,369.7682,491.2916
69,379.8921,486.7788
70,391.1504,482.5722
71,402.0657,473.6111
72,415.0230,468.4573
73,432.0314,467.0600
74,442.8480,464.0939
75,453.0950,461.4027
76,464.7661,461.8001
77,475.2608,454.7246
78,488.6673,452.0717
79,502.6969,454.2312
80,515.9797,452.5796
81,525.9529,453.0552
82,537.6789,456.4024
83,547.0228,455.6732
84,557.8994,456.2037
85,573.8827,459.1134
86,589.4294,453.3635
87,603.8777,456.8485
88,618.8488,462.8255
89,630.3352,469.1838
90,638.4120,476.8144
91,649.2571,482.9792
92,657.8636,486.2253
93,672.6361,489.6524
94,686.7658,495.3906
95,700.2472,501.4513
96,711.5534,513.2406
97,721.4925,522.0974
98,732.0186,526.6788
99,746.4641,537.8420
100,759.1799,546.7973
101,774.3629,552.9383
102,785.6040,563.9684
103,795.5308,577.0477
104,804.6786,588.9576
105,818.6457,600.3730
106,830.8440,611.4328
108,861.7525,634.2169
109,872.6670,649.8588
110,883.1802,665.0379
111,894.3075,680.0873
112,903.5986,695.7311
113,914.6903,710.8253
114,925.6174,726.0945
115,936.8096,739.2712
116,946.0835,756.1292
117,959.1995,769.7238
118,969.4365,783.4507
119,981.0527,797.2436
120,991.3605,820.8960
121,1001.6018,835.3367
122,1008.7846,845.8049
123,1019.9622,871.1482
124,1028.5817,887.1047
125,1032.8407,902.2169
126,1046.0845,921.9174
127,1054.6691,942.9553
