frame_number,u,v
38,298.9619,631.7989
39,308.6783,613.3124
40,325.5767,599.0011
41,340.1276,579.1843
42,352.6896,561.3036
43,364.9489,549.1821
44,378.8690,531.3805
45,389.2633,514.8535
46,405.0325,504.7056
47,416.6253,489.7857
48,426.0906,475.5823
49,444.0137,466.3137
50,454.4947,453.5053
51,464.2632,438.8605
52,481.2094,433.2348
53,489.6827,418.6914
54,502.4891,412.0496
55,517.0244,405.3503
56,525.8041,395.7887
57,538.4509,388.5053
58,551.4190,383.0132
59,562.0213,372.8503
60,573.3156,366.5188
61,583.8341,363.4693
62,596.3096,356.9620
63,606.8636,351.7996
64,616.5928,348.7951
65,628.2052,343.7882
66,638.7121,340.8294
67,647.9446,339.3694
68,659.9418,335.5224
69,669.9643,333.7274
70,680.0316,333.3500
71,690.4051,331.3529
72,701.6387,330.0769
73,711.5293,329.7452
74,721.3962,329.6197
75,732.2681,328.6390
76,742.2234,329.6197
77,753.2393,329.5323
78,763.0941,330.5500
79,772.7110,333.2990
80,783.0158,334.3616
81,793.0880,335.6213
82,801.8629,339.7335
83,812.2673,341.4836
84,821.8585,342.2903
85,829.3019,347.6706
86,841.2294,349.5129
87,850.9370,352.6509
88,858.9829,359.2825
89,870.9287,363.0777
90,882.1159,367.7202
91,891.5914,379.4427
92,901.4356,379.8486
93,912.1148,389.4883
94,923.8720,398.9154
95,937.7371,401.6667
96,939.7729,413.7791
97,955.1955,417.5481
98,966.9683,431.1159
99,969.7273,438.4755
101,995.6299,459.6444
102,998.3841,470.4286
103,1008.1714,482.6803
104,1023.9432,491.8409
105,1026.8962,506.1439
106,1036.8701,518.1562
107,1052.0962,528.4824
108,1055.1634,545.4173
109,1068.7814,556.7606
110,1077.8863,569.8714
111,1082.1443,586.9712
112,1092.4386,602.7422
113,1099.8602,617.4251
114,1109.4379,632.1203
115,1119.2871,643.0654
116,1127.9012,662.0756
117,1135.7500,678.2706
118,1144.5559,702.7851
119,1154.1481,708.5443
120,1156.8377,719.0644
121,1166.6190,739.4978
122,1173.9091,766.0863
123,1182.0912,781.1320
124,1190.0797,793.1486
125,1196.6711,811.1943
126,1199.5732,834.6958
127,1210.8466,847.9204
128,1215.4152,866.7565
129,1217.4552,889.3320
130,1226.9673,904.1071
131,1231.0564,922.5638
132,1235.8069,943.4791
