frame_number,u,v
31,228.4949,643.8018
32,253.8316,657.9620
33,277.5600,658.2402
34,302.2367,661.4273
35,328.8162,670.4647
36,355.5931,672.7285
37,383.6077,677.7513
38,411.8810,685.7149
39,440.8979,692.7781
40,468.9605,698.2924
41,496.1890,707.1804
42,526.4171,714.3720
43,555.6060,722.1554
44,583.3892,728.9760
45,617.0644,739.9248
46,649.0822,747.8823
47,677.9860,757.7685
48,708.4952,766.4604
49,738.1861,776.2326
50,772.9372,785.7942
51,801.7572,798.2893
52,830.4789,807.1833
53,862.0597,818.1321
54,891.3761,822.2576
55,921.0514,833.9787
56,942.2898,852.4347
57,972.1527,852.7999
58,992.4469,864.0784
59,1020.7476,884.0606
60,1046.2073,884.2533
61,1072.2844,893.9067
62,1088.8182,912.9114
63,1113.5718,922.5545
64,1126.7583,933.6816
65,1148.8095,946.9197
