frame_number,u,v
73,187.3193,690.5929
74,198.7689,674.0298
75,206.8000,651.4807
76,222.9313,637.6050
77,235.0679,621.9913
78,246.6892,606.3709
79,259.0528,592.2664
80,271.4897,577.5944
81,280.1844,558.7123
82,295.4903,549.2515
83,308.1792,535.9111
84,320.2930,515.0162
85,332.8671,511.1175
86,344.6171,498.2182
87,357.2374,483.9450
88,372.8757,472.8415
89,381.5726,465.4616
90,394.1780,453.2679
91,408.9825,444.8851
92,417.0009,437.4480
93,428.2704,428.3203
94,445.1492,420.2411
95,454.8357,414.3208
96,469.3684,407.7088
97,480.1147,401.8268
98,488.5583,395.0755
99,500.7987,388.2005
100,513.3294,382.4069
101,524.9888,373.5739
102,538.8813,371.7334
103,548.7319,372.6393
104,558.2721,368.9534
105,570.4394,367.0291
106,580.8838,365.0056
107,591.6778,358.7096
108,603.1283,357.4357
109,614.7054,356.9017
110,626.1348,354.4374
111,637.9168,356.0673
112,647.8883,357.4765
113,655.5568,357.9944
114,666.4392,361.0573
115,677.4823,364.1887
116,684.9593,364.5326
117,696.2263,367.4311
118,709.0430,370.5470
119,724.3644,367.0444
120,737.6226,372.2487
121,746.5950,374.7473
122,758.1889,379.7148
123,760.6196,389.3748
124,779.3497,389.6639
125,786.4784,403.7821
126,794.6303,411.9401
127,803.8578,417.5126
128,814.4878,422.5089
129,826.0239,432.5412
130,834.8484,437.4268
131,844.5132,440.4221
132,856.3791,459.8040
133,863.6102,467.2309
134,873.3317,475.1059
135,887.6088,489.2040
136,898.7753,497.9533
137,908.9672,505.9224
138,918.0612,523.0681
139,928.6279,531.6245
140,937.9830,550.0122
141,947.1973,561.5291
142,953.5195,575.6660
143,965.9841,590.4909
144,975.7494,600.6154
145,986.3498,612.8836
146,993.8164,635.4453
147,1292.8983,430.8343
148,1012.0513,666.7943
149,1018.9054,676.7554
150,1031.9464,678.9003
151,1041.7675,716.0467
152,1044.9851,728.6229
153,1052.9463,744.6727
154,1060.7771,756.3652
155,1068.0145,775.3826
156,1077.4180,793.2535
157,1084.4985,809.5674
158,1092.2916,827.5168
159,1096.2728,849.3671
160,1102.5345,863.7306
161,1108.1450,882.8864
162,1114.5117,902.3563
163,1118.4107,924.0761
