session,flight,threshold_mm,seed,status,wall_ms,error_mm,n_inliers,n_fit_points,accepted_frames,fit_window_duration_ms
2026_07_15_gym,flight_28,150.0,21,ok,284.4749,158.9578,26,26,12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37,416.3015
2026_07_15_gym,flight_28,150.0,22,ok,284.1668,158.9578,26,26,12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37,416.3015
2026_07_15_gym,flight_28,150.0,23,ok,276.2302,158.9578,26,26,12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37,416.3015
2026_07_15_gym,flight_28,150.0,24,ok,272.9465,158.9578,26,26,12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37,416.3015
2026_07_15_gym,flight_26,50.0,0,ok,287.4908,238.0204,20,26,11;13;14;15;16;17;19;20;21;22;23;24;25;26;27;28;29;30;31;35,416.3020
2026_07_15_gym,flight_26,50.0,1,ok,282.6702,207.3779,20,26,10;11;13;14;15;16;17;20;21;22;23;24;25;26;27;28;29;30;31;35,416.3020
2026_07_15_gym,flight_26,50.0,2,ok,275.4306,270.4764,20,26,13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;35,416.3020
2026_07_15_gym,flight_26,50.0,3,ok,297.1877,207.3779,20,26,10;11;13;14;15;16;17;20;21;22;23;24;25;26;27;28;29;30;31;35,416.3020
2026_07_15_gym,flight_26,50.0,4,ok,286.5512,646.9023,17,26,12;16;18;19;20;21;22;23;24;25;26;27;28;29;31;33;34,416.3020
2026_07_15_gym,flight_26,50.0,5,ok,282.3424,214.6263,18,26,10;11;13;14;15;16;17;20;21;23;24;25;26;27;28;29;30;31,416.3020
2026_07_15_gym,flight_26,50.0,6,ok,284.6011,292.5924,19,26,13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31,416.3020
2026_07_15_gym,flight_26,50.0,7,ok,282.9350,238.0204,20,26,11;13;14;15;16;17;19;20;21;22;23;24;25;26;27;28;29;30;31;35,416.3020
2026_07_15_gym,flight_26,50.0,8,ok,290.6201,183.8650,18,26,10;11;13;14;15;16;17;20;21;22;23;24;25;26;27;28;30;35,416.3020
2026_07_15_gym,flight_26,50.0,9,ok,293.7846,207.3779,20,26,10;11;13;14;15;16;17;20;21;22;23;24;25;26;27;28;29;30;31;35,416.3020
2026_07_15_gym,flight_26,50.0,10,ok,294.2701,311.3648,19,26,11;13;14;15;16;17;20;21;22;23;24;25;26;27;28;29;30;31;34,416.3020
2026_07_15_gym,flight_26,50.0,11,ok,274.3667,238.0204,20,26,11;13;14;15;16;17;19;20;21;22;23;24;25;26;27;28;29;30;31;35,416.3020
2026_07_15_gym,flight_26,50.0,12,ok,321.7394,209.5500,19,26,10;11;13;14;15;16;17;20;21;22;23;24;25;26;27;28;29;30;31,416.3020
2026_07_15_gym,flight_26,50.0,13,ok,295.9560,332.1334,18,26,11;13;14;15;16;17;20;21;22;23;24;25;26;27;28;29;31;34,416.3020
2026_07_15_gym,flight_26,50.0,14,ok,289.1837,239.2290,18,26,11;13;14;15;16;17;20;21;22;23;24;25;26;27;28;29;30;31,416.3020
2026_07_15_gym,flight_26,50.0,15,ok,281.5830,239.2290,18,26,11;13;14;15;16;17;20;21;22;23;24;25;26;27;28;29;30;31,416.3020
2026_07_15_gym,flight_26,50.0,16,ok,275.0060,238.0204,20,26,11;13;14;15;16;17;19;20;21;22;23;24;25;26;27;28;29;30;31;35,416.3020
2026_07_15_gym,flight_26,50.0,17,ok,271.2769,207.3779,20,26,10;11;13;14;15;16;17;20;21;22;23;24;25;26;27;28;29;30;31;35,416.3020
2026_07_15_gym,flight_26,50.0,18,ok,288.3578,292.5924,19,26,13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31,416.3020
2026_07_15_gym,flight_26,50.0,19,ok,326.3565,375.7464,18,26,13;14;15;16;17;19;20;21;22;23;24;25;26;27;28;29;31;34,416.3020
2026_07_15_gym,flight_26,50.0,20,ok,279.4953,207.3779,20,26,10;11;13;14;15;16;17;20;21;22;23;24;25;26;27;28;29;30;31;35,416.3020
2026_07_15_gym,flight_26,50.0,21,ok,273.4169,512.1632,18,26,12;13;16;18;19;20;21;22;23;24;25;26;27;28;29;30;31;34,416.3020
2026_07_15_gym,flight_26,50.0,22,ok,289.1849,270.6177,18,26,13;14;15;16;17;19;20;21;22;23;24;25;26;27;28;29;30;31,416.3020
2026_07_15_gym,flight_26,50.0,23,ok,273.7375,251.3220,21,26,11;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;35,416.3020
2026_07_15_gym,flight_26,50.0,24,ok,264.5377,238.0204,20,26,11;13;14;15;16;17;19;20;21;22;23;24;25;26;27;28;29;30;31;35,416.3020
2026_07_15_gym,flight_26,75.0,0,ok,289.4045,475.2257,22,26,12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34,416.3020
2026_07_15_gym,flight_26,75.0,1,ok,314.4502,222.3660,22,26,10;11;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;35,416.3020
2026_07_15_gym,flight_26,75.0,2,ok,272.4590,304.8454,22,26,11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;35,416.3020
2026_07_15_gym,flight_26,75.0,3,ok,288.7808,435.2040,23,26,11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34,416.3020
2026_07_15_gym,flight_26,75.0,4,ok,304.3631,435.2040,23,26,11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34,416.3020
2026_07_15_gym,flight_26,75.0,5,ok,365.4575,261.1664,22,26,10;11;13;14;15;16;17;19;20;21;22;23;24;25;26;27;28;29;30;31;34;35,416.3020
2026_07_15_gym,flight_26,75.0,6,ok,323.7169,354.9351,23,26,11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;34;35,416.3020
2026_07_15_gym,flight_26,75.0,7,ok,318.9820,222.3660,22,26,10;11;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;35,416.3020
2026_07_15_gym,flight_26,75.0,8,ok,280.0401,391.4127,22,26,11;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34,416.3020
2026_07_15_gym,flight_26,75.0,9,ok,273.0607,457.9044,22,26,11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;31;33;34,416.3020
2026_07_15_gym,flight_26,75.0,10,ok,280.0562,435.2040,23,26,11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34,416.3020
2026_07_15_gym,flight_26,75.0,11,ok,268.4129,435.2040,23,26,11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34,416.3020
2026_07_15_gym,flight_26,75.0,12,ok,277.3980,435.2040,23,26,11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34,416.3020
2026_07_15_gym,flight_26,75.0,13,ok,280.6441,435.2040,23,26,11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34,416.3020
2026_07_15_gym,flight_26,75.0,14,ok,312.1251,271.8853,23,26,10;11;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;34;35,416.3020
2026_07_15_gym,flight_26,75.0,15,ok,291.8263,353.3553,23,26,11;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,75.0,16,ok,296.9750,475.2257,22,26,12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34,416.3020
2026_07_15_gym,flight_26,75.0,17,ok,284.3056,475.2257,22,26,12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34,416.3020
2026_07_15_gym,flight_26,75.0,18,ok,295.6002,435.2040,23,26,11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34,416.3020
2026_07_15_gym,flight_26,75.0,19,ok,334.3968,435.2040,23,26,11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34,416.3020
2026_07_15_gym,flight_26,75.0,20,ok,324.1390,222.3660,22,26,10;11;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;35,416.3020
2026_07_15_gym,flight_26,75.0,21,ok,292.5536,475.2257,22,26,12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34,416.3020
2026_07_15_gym,flight_26,75.0,22,ok,300.5933,395.4543,24,26,11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,75.0,23,ok,367.2514,222.3660,22,26,10;11;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;35,416.3020
2026_07_15_gym,flight_26,75.0,24,ok,352.5714,222.3660,22,26,10;11;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;35,416.3020
2026_07_15_gym,flight_26,100.0,0,ok,292.1543,435.2040,23,26,11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34,416.3020
2026_07_15_gym,flight_26,100.0,1,ok,342.1216,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,100.0,2,ok,321.1954,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,100.0,3,ok,316.7878,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,100.0,4,ok,300.3636,435.2040,23,26,11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34,416.3020
2026_07_15_gym,flight_26,100.0,5,ok,342.5076,313.4224,24,26,10;11;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,100.0,6,ok,354.9013,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,100.0,7,ok,376.7866,314.4566,24,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;34;35,416.3020
2026_07_15_gym,flight_26,100.0,8,ok,494.9220,383.7145,24,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34,416.3020
2026_07_15_gym,flight_26,100.0,9,ok,384.5124,313.4224,24,26,10;11;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,100.0,10,ok,268.6921,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,100.0,11,ok,246.5920,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,100.0,12,ok,263.1869,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,100.0,13,ok,269.8023,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,100.0,14,ok,541.0714,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,100.0,15,ok,554.8046,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,100.0,16,ok,281.5125,267.9618,23,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;35,416.3020
2026_07_15_gym,flight_26,100.0,17,ok,295.2761,395.4543,24,26,11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,100.0,18,ok,310.3652,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,100.0,19,ok,352.4491,383.7145,24,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34,416.3020
2026_07_15_gym,flight_26,100.0,20,ok,297.5038,435.2040,23,26,11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34,416.3020
2026_07_15_gym,flight_26,100.0,21,ok,314.0625,395.4543,24,26,11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,100.0,22,ok,311.7158,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,100.0,23,ok,248.2608,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,100.0,24,ok,263.6562,267.9618,23,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;35,416.3020
2026_07_15_gym,flight_26,125.0,0,ok,281.7558,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,125.0,1,ok,265.2224,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,125.0,2,ok,250.6339,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,125.0,3,ok,291.4185,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,125.0,4,ok,257.3800,470.5406,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34,416.3020
2026_07_15_gym,flight_26,125.0,5,ok,262.5273,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,125.0,6,ok,247.0436,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,125.0,7,ok,287.2791,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,125.0,8,ok,317.7605,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,125.0,9,ok,288.0198,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,125.0,10,ok,294.9648,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,125.0,11,ok,307.4733,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,125.0,12,ok,280.2352,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,125.0,13,ok,370.1179,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,125.0,14,ok,330.9901,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,125.0,15,ok,291.5358,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,125.0,16,ok,319.6667,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,125.0,17,ok,312.7378,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,125.0,18,ok,303.0053,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,125.0,19,ok,316.7305,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,125.0,20,ok,317.4624,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,125.0,21,ok,317.9583,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,125.0,22,ok,349.8831,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,125.0,23,ok,380.7144,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,125.0,24,ok,381.7752,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,150.0,0,ok,400.0468,428.0067,26,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,416.3020
2026_07_15_gym,flight_26,150.0,1,ok,361.7654,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,150.0,2,ok,308.2553,428.0067,26,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,416.3020
2026_07_15_gym,flight_26,150.0,3,ok,284.1011,428.0067,26,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,416.3020
2026_07_15_gym,flight_26,150.0,4,ok,287.6589,428.0067,26,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,416.3020
2026_07_15_gym,flight_26,150.0,5,ok,296.4878,428.0067,26,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,416.3020
2026_07_15_gym,flight_26,150.0,6,ok,301.8742,428.0067,26,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,416.3020
2026_07_15_gym,flight_26,150.0,7,ok,350.3338,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,150.0,8,ok,280.7283,428.0067,26,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,416.3020
2026_07_15_gym,flight_26,150.0,9,ok,425.2866,428.0067,26,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,416.3020
2026_07_15_gym,flight_26,150.0,10,ok,291.7214,428.0067,26,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,416.3020
2026_07_15_gym,flight_26,150.0,11,ok,266.6261,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,150.0,12,ok,280.6708,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,150.0,13,ok,283.6488,428.0067,26,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,416.3020
2026_07_15_gym,flight_26,150.0,14,ok,314.7482,428.0067,26,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,416.3020
2026_07_15_gym,flight_26,150.0,15,ok,283.0434,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,150.0,16,ok,285.0878,428.0067,26,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,416.3020
2026_07_15_gym,flight_26,150.0,17,ok,272.9089,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,150.0,18,ok,291.9601,428.0067,26,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,416.3020
2026_07_15_gym,flight_26,150.0,19,ok,298.8245,428.0067,26,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,416.3020
2026_07_15_gym,flight_26,150.0,20,ok,289.6417,428.0067,26,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,416.3020
2026_07_15_gym,flight_26,150.0,21,ok,289.9323,428.0067,26,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,416.3020
2026_07_15_gym,flight_26,150.0,22,ok,281.7684,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_26,150.0,23,ok,273.3749,428.0067,26,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,416.3020
2026_07_15_gym,flight_26,150.0,24,ok,270.9510,352.9920,25,26,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35,416.3020
2026_07_15_gym,flight_22,50.0,0,ok,339.5239,172.7122,15,26,3;5;6;8;10;11;12;13;15;19;22;24;25;26;27,416.3020
2026_07_15_gym,flight_22,50.0,1,ok,294.5776,163.5666,14,26,3;5;6;10;11;12;13;15;19;22;24;25;26;27,416.3020
2026_07_15_gym,flight_22,50.0,2,ok,273.1039,226.4707,14,26,3;5;6;8;10;11;12;13;15;17;20;23;24;26,416.3020
2026_07_15_gym,flight_22,50.0,3,ok,285.8683,225.6417,14,26,3;5;6;10;11;12;13;15;17;19;20;23;24;26,416.3020
2026_07_15_gym,flight_22,50.0,4,ok,298.8059,188.8244,15,26,3;5;6;8;10;11;12;13;15;19;20;23;24;26;27,416.3020
2026_07_15_gym,flight_22,50.0,5,ok,298.6553,192.3732,15,26,3;8;9;10;11;12;13;15;17;19;20;23;24;26;27,416.3020
2026_07_15_gym,flight_22,50.0,6,ok,296.9189,172.7122,15,26,3;5;6;8;10;11;12;13;15;19;22;24;25;26;27,416.3020
2026_07_15_gym,flight_22,50.0,7,ok,267.0947,318.8362,12,26,3;5;6;8;9;10;11;12;15;17;20;23,416.3020
2026_07_15_gym,flight_22,50.0,8,ok,289.4186,179.2782,14,26,3;5;8;9;10;11;12;15;17;20;23;24;26;27,416.3020
2026_07_15_gym,flight_22,50.0,9,ok,298.0125,236.2882,15,26,3;4;8;9;10;11;12;13;15;19;22;24;25;26;27,416.3020
2026_07_15_gym,flight_22,50.0,10,ok,295.0882,239.1498,14,26,3;4;8;9;10;11;12;15;19;22;24;25;26;27,416.3020
2026_07_15_gym,flight_22,50.0,11,ok,268.7671,182.5288,16,26,3;5;6;8;9;10;11;12;15;17;19;20;23;24;26;27,416.3020
2026_07_15_gym,flight_22,50.0,12,ok,290.8671,163.5666,14,26,3;5;6;10;11;12;13;15;19;22;24;25;26;27,416.3020
2026_07_15_gym,flight_22,50.0,13,ok,317.2201,179.2412,15,26,3;5;8;9;10;11;12;15;17;19;20;23;24;26;27,416.3020
2026_07_15_gym,flight_22,50.0,14,ok,299.8907,245.3924,14,26,4;8;9;11;12;15;17;19;20;23;24;25;26;27,416.3020
2026_07_15_gym,flight_22,50.0,15,ok,303.3308,182.9570,17,26,3;5;6;8;9;10;11;12;13;15;17;19;20;23;24;26;27,416.3020
2026_07_15_gym,flight_22,50.0,16,ok,292.9847,217.9646,15,26,3;5;6;8;10;11;12;13;15;17;19;20;23;24;26,416.3020
2026_07_15_gym,flight_22,50.0,17,ok,282.2538,318.8362,12,26,3;5;6;8;9;10;11;12;15;17;20;23,416.3020
2026_07_15_gym,flight_22,50.0,18,ok,287.2949,239.1994,11,26,4;8;9;11;12;15;17;20;23;24;26,416.3020
2026_07_15_gym,flight_22,50.0,19,ok,282.3795,172.0532,15,26,3;5;6;8;9;10;11;12;13;15;19;24;25;26;27,416.3020
2026_07_15_gym,flight_22,50.0,20,ok,309.6092,182.9570,17,26,3;5;6;8;9;10;11;12;13;15;17;19;20;23;24;26;27,416.3020
2026_07_15_gym,flight_22,50.0,21,ok,288.1727,182.9570,17,26,3;5;6;8;9;10;11;12;13;15;17;19;20;23;24;26;27,416.3020
2026_07_15_gym,flight_22,50.0,22,ok,277.4902,236.2882,15,26,3;4;8;9;10;11;12;13;15;19;22;24;25;26;27,416.3020
2026_07_15_gym,flight_22,50.0,23,ok,278.5851,217.9646,15,26,3;5;6;8;10;11;12;13;15;17;19;20;23;24;26,416.3020
2026_07_15_gym,flight_22,50.0,24,ok,271.0977,182.5288,16,26,3;5;6;8;9;10;11;12;15;17;19;20;23;24;26;27,416.3020
2026_07_15_gym,flight_22,75.0,0,ok,285.7535,166.8610,19,26,3;5;6;8;9;10;11;12;13;15;17;19;20;22;23;24;25;26;27,416.3020
2026_07_15_gym,flight_22,75.0,1,ok,328.1650,166.8610,19,26,3;5;6;8;9;10;11;12;13;15;17;19;20;22;23;24;25;26;27,416.3020
2026_07_15_gym,flight_22,75.0,2,ok,273.3096,168.1678,20,26,3;5;6;8;9;10;11;12;13;14;15;17;19;20;22;23;24;25;26;27,416.3020
2026_07_15_gym,flight_22,75.0,3,ok,279.5292,170.9178,18,26,3;5;6;8;9;10;11;12;13;15;17;19;20;23;24;25;26;27,416.3020
2026_07_15_gym,flight_22,75.0,4,ok,344.8043,179.9335,20,26,3;4;5;6;8;9;10;11;12;13;15;17;19;20;22;23;24;25;26;27,416.3020
2026_07_15_gym,flight_22,75.0,5,ok,311.6406,179.9335,20,26,3;4;5;6;8;9;10;11;12;13;15;17;19;20;22;23;24;25;26;27,416.3020
