session,flight_id,N_requested,N_used,status,speed_m_s,elevation_deg,accel_mag_m_s2,gravity_crosscheck_diff_deg,registration_used,n_paired_frames,flag_reason
2026_07_21_gym,flight_100,30,30,ok,7.2214,50.2487,9.0774,15.8437,registration2,83,"|a|=9.08 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_101,20,20,ok,6.0077,53.5074,14.2464,38.7890,registration2,71,"|a|=14.25 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_101,30,30,ok,6.0253,52.0832,11.2858,18.8278,registration2,71,"|a|=11.29 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_102,20,20,ok,6.7880,51.5812,11.1908,8.3009,registration2,73,"|a|=11.19 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_102,30,30,ok,6.6346,51.3891,10.1323,11.0823,registration2,73,
2026_07_21_gym,flight_103,20,20,ok,6.5933,49.5593,10.0132,12.2477,registration2,71,
2026_07_21_gym,flight_103,30,30,ok,6.7421,50.1839,10.8786,11.1952,registration2,71,
2026_07_21_gym,flight_104,20,20,ok,6.7990,57.4519,10.3922,20.9046,registration2,82,
2026_07_21_gym,flight_104,30,30,ok,6.8293,55.1736,9.1439,6.0717,registration2,82,"|a|=9.14 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_105,20,20,ok,7.6577,57.4059,13.0183,19.1678,registration2,82,"|a|=13.02 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_105,30,30,ok,7.5292,55.4503,10.8762,4.0853,registration2,82,
2026_07_21_gym,flight_106,20,20,ok,7.5219,59.9098,15.2368,31.4697,registration2,83,"|a|=15.24 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_106,30,30,ok,7.1562,56.8677,9.4753,8.4655,registration2,83,"|a|=9.48 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_107,20,20,ok,7.2776,54.3539,14.4106,22.9077,registration2,76,"|a|=14.41 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_107,30,30,ok,7.2454,49.6205,10.8660,8.6246,registration2,76,
2026_07_21_gym,flight_108,20,20,ok,6.6928,55.8921,11.9012,19.9942,registration2,76,"|a|=11.90 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_108,30,30,ok,6.7965,53.3350,10.7173,5.9382,registration2,76,
2026_07_21_gym,flight_109,20,20,ok,7.0459,51.1809,8.8661,3.7830,registration2,81,"|a|=8.87 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_109,30,30,ok,7.2445,51.1899,9.9944,4.1112,registration2,81,
2026_07_21_gym,flight_110,20,20,ok,7.4211,46.4758,11.5743,7.2218,registration2,75,"|a|=11.57 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_110,30,30,ok,7.3963,46.2868,11.3485,7.3366,registration2,75,"|a|=11.35 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_111,20,20,ok,7.0030,55.6067,17.2673,43.0677,registration2,75,"|a|=17.27 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_111,30,30,ok,6.9511,53.2890,11.7614,14.4136,registration2,75,"|a|=11.76 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_112,20,20,ok,6.7728,54.8773,17.2412,46.3907,registration2,71,"|a|=17.24 outside nominal band [9.8,11.0]; gravity crosscheck diff=46.4 deg > 45.0"
2026_07_21_gym,flight_112,30,30,ok,6.7379,52.5673,11.4657,17.6002,registration2,71,"|a|=11.47 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_113,20,20,ok,7.3068,45.7956,12.3014,10.2844,registration2,80,"|a|=12.30 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_113,30,30,ok,7.2972,41.7953,11.1193,28.3219,registration2,80,"|a|=11.12 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_114,20,20,ok,6.7593,51.7806,12.2793,11.1084,registration2,79,"|a|=12.28 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_114,30,30,ok,6.6868,50.4139,11.3455,10.0874,registration2,79,"|a|=11.35 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_115,20,20,ok,6.5802,42.9756,10.0377,8.9532,registration2,71,
2026_07_21_gym,flight_115,30,30,ok,6.5829,42.3379,9.8008,7.4508,registration2,71,
2026_07_21_gym,flight_116,20,20,ok,6.6174,60.5156,13.2139,27.8982,registration2,84,"|a|=13.21 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_116,30,30,ok,6.4849,56.5825,9.8851,5.4774,registration2,84,
2026_07_21_gym,flight_117,20,20,ok,6.5566,52.6946,11.7726,22.5285,registration2,81,"|a|=11.77 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_117,30,30,ok,6.5073,51.2242,10.0768,3.9714,registration2,81,
2026_07_21_gym,flight_118,20,20,ok,6.5322,41.8592,11.4745,23.2959,registration2,73,"|a|=11.47 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_118,30,30,ok,6.4000,41.2866,10.0256,13.0949,registration2,73,
2026_07_21_gym,flight_119,20,20,ok,6.2731,33.1902,10.6576,12.0482,registration2,60,
2026_07_21_gym,flight_119,30,30,ok,6.2268,33.4040,10.4585,8.4483,registration2,60,
2026_07_21_gym,flight_120,20,20,ok,6.6982,51.4076,10.3121,23.6755,registration2,84,
2026_07_21_gym,flight_120,30,30,ok,6.7501,53.7497,10.8575,6.9086,registration2,84,
2026_07_21_gym,flight_121,20,20,ok,8.0637,56.0028,14.3838,18.3974,registration2,83,"|a|=14.38 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_121,30,30,ok,8.0446,52.0173,11.6041,7.5385,registration2,83,"|a|=11.60 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_122,20,20,ok,7.4993,59.2818,11.6059,11.4223,registration2,91,"|a|=11.61 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_122,30,30,ok,7.5861,58.7830,11.2285,3.2238,registration2,91,"|a|=11.23 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_123,20,20,ok,7.1763,53.2745,11.5587,11.8185,registration2,80,"|a|=11.56 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_123,30,30,ok,7.1392,52.2674,10.8226,7.2901,registration2,80,
2026_07_21_gym,flight_124,20,20,ok,7.6478,53.4666,15.5367,21.9813,registration2,79,"|a|=15.54 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_124,30,30,ok,7.5926,51.3972,13.0071,9.7260,registration2,79,"|a|=13.01 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_125,20,20,ok,7.7166,51.1781,14.7636,15.4315,registration2,82,"|a|=14.76 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_125,30,30,ok,7.6131,48.5165,12.0794,12.1996,registration2,82,"|a|=12.08 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_126,20,20,ok,7.1346,54.4853,12.1905,4.4457,registration2,86,"|a|=12.19 outside nominal band [9.8,11.0]"
2026_07_21_gym,flight_126,30,30,ok,7.0209,51.2509,10.2390,15.2583,registration2,86,
2026_07_15_gym,flight_01,20,20,ok,10.7771,-12.3809,10.5772,35.1218,registration,25,
2026_07_15_gym,flight_01,30,25,ok,10.8575,-12.5469,9.8985,32.6723,registration,25,"adjusted from 30 -> 25, flight has fewer usable frames"
2026_07_15_gym,flight_11,20,20,ok,8.5004,55.0263,12.7143,8.7823,registration,77,"|a|=12.71 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_11,30,30,ok,8.3590,53.2846,11.4711,17.0464,registration,77,"|a|=11.47 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_12,20,20,ok,7.5347,57.6314,11.3568,26.7168,registration,86,"|a|=11.36 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_12,30,30,ok,7.5605,60.3790,10.9267,5.0935,registration,86,
2026_07_15_gym,flight_13,20,20,ok,7.3570,53.5572,10.9411,10.1477,registration,48,
2026_07_15_gym,flight_13,30,30,ok,7.3183,52.4017,9.8898,4.4168,registration,48,
2026_07_15_gym,flight_14,20,20,ok,7.6026,47.8440,11.9664,46.7815,registration,83,"|a|=11.97 outside nominal band [9.8,11.0]; gravity crosscheck diff=46.8 deg > 45.0"
2026_07_15_gym,flight_14,30,30,ok,7.4665,52.0559,10.3482,11.4450,registration,83,
2026_07_15_gym,flight_15,20,20,ok,7.9446,59.1740,12.1598,20.0391,registration,87,"|a|=12.16 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_15,30,30,ok,7.8234,58.8595,11.0801,11.9543,registration,87,"|a|=11.08 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_17,20,20,ok,7.7722,53.4961,13.1805,9.0733,registration,74,"|a|=13.18 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_17,30,30,ok,7.7334,31.0086,11.5211,53.7392,registration,74,"|a|=11.52 outside nominal band [9.8,11.0]; gravity crosscheck diff=53.7 deg > 45.0"
2026_07_15_gym,flight_19,20,20,ok,7.7754,48.6494,11.6456,15.5529,registration,82,"|a|=11.65 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_19,30,30,ok,7.7320,49.1650,11.3300,11.7986,registration,82,"|a|=11.33 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_20,20,20,ok,8.1656,53.7512,14.2780,12.0675,registration,86,"|a|=14.28 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_20,30,30,ok,7.8492,51.8478,11.2716,7.2814,registration,86,"|a|=11.27 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_21,20,20,ok,7.6652,52.1499,11.9210,18.7178,registration,84,"|a|=11.92 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_21,30,30,ok,7.5954,52.8243,11.6588,5.6698,registration,84,"|a|=11.66 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_22,20,20,ok,7.5400,55.5235,13.0001,11.6407,registration,87,"|a|=13.00 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_22,30,30,ok,7.1253,54.4048,10.1944,17.2032,registration,87,
2026_07_15_gym,flight_23,20,20,ok,7.1931,53.6199,15.2393,24.7719,registration,73,"|a|=15.24 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_23,30,30,ok,6.9632,50.3444,11.0798,5.3785,registration,73,"|a|=11.08 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_24,20,20,ok,7.0362,53.9955,11.7217,8.4306,registration,81,"|a|=11.72 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_24,30,30,ok,7.1069,52.7013,11.4553,10.0265,registration,81,"|a|=11.46 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_25,20,20,ok,7.6083,54.0121,11.2662,11.2325,registration,82,"|a|=11.27 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_25,30,30,ok,7.6467,54.5116,11.7046,8.3813,registration,82,"|a|=11.70 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_26,20,20,ok,7.1260,53.1177,10.6263,15.9765,registration,83,
2026_07_15_gym,flight_26,30,30,ok,7.2810,54.0811,11.2104,7.6181,registration,83,"|a|=11.21 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_27,20,20,ok,8.0202,37.6937,11.2197,27.6077,registration,73,"|a|=11.22 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_27,30,30,ok,7.7948,39.2689,10.5694,17.3143,registration,73,
2026_07_15_gym,flight_28,20,20,ok,7.6466,59.9694,12.2971,4.2945,registration,92,"|a|=12.30 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_28,30,30,ok,7.6331,59.2698,12.1752,8.0524,registration,92,"|a|=12.18 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_29,20,20,ok,7.3338,59.3101,12.2548,10.6942,registration,89,"|a|=12.25 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_29,30,30,ok,7.3274,59.2824,11.7265,4.5176,registration,89,"|a|=11.73 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_31,20,20,ok,7.2924,53.8538,12.1261,6.6835,registration,86,"|a|=12.13 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_31,30,30,ok,7.1616,52.4871,10.6459,10.7708,registration,86,
2026_07_15_gym,flight_33,20,20,ok,6.7309,42.5705,10.5523,29.5918,registration,75,
2026_07_15_gym,flight_33,30,30,ok,6.6328,44.2200,9.9174,16.4131,registration,75,
2026_07_15_gym,flight_36,20,20,ok,6.3099,57.5321,11.1815,19.9776,registration,81,"|a|=11.18 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_36,30,,skipped,,,,,registration,,"implausible |a|=49.28 m/s^2 outside hard gate [5.0,20.0]"
2026_07_15_gym,flight_38,20,20,ok,5.7925,57.9080,10.3369,3.4798,registration,77,
2026_07_15_gym,flight_38,30,30,ok,5.8697,57.2193,10.3437,5.0778,registration,77,
2026_07_15_gym,flight_43,20,20,ok,7.0523,60.1875,10.9928,12.1568,registration,87,
2026_07_15_gym,flight_43,30,30,ok,6.9903,60.5586,10.2970,5.3079,registration,87,
2026_07_15_gym,flight_45,20,20,ok,6.7261,58.8905,9.7659,7.7805,registration,81,"|a|=9.77 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_45,30,30,ok,6.8389,59.7147,10.5826,6.6310,registration,81,
2026_07_15_gym,flight_47,20,20,ok,7.3972,63.9701,10.0399,7.7062,registration,88,
2026_07_15_gym,flight_47,30,30,ok,7.3988,64.5927,10.2452,9.3111,registration,88,
2026_07_15_gym,flight_48,20,20,ok,7.4982,59.1772,10.5586,3.9070,registration,82,
2026_07_15_gym,flight_48,30,30,ok,7.6344,59.2928,11.3892,5.2299,registration,82,"|a|=11.39 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_49,20,20,ok,6.4301,64.1989,9.0939,20.8235,registration,78,"|a|=9.09 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_49,30,30,ok,6.8491,65.7254,10.6748,8.5143,registration,78,
2026_07_15_gym,flight_50,20,20,ok,6.2398,65.6806,10.8233,16.1393,registration,71,
2026_07_15_gym,flight_50,30,30,ok,6.0582,64.2952,9.4132,14.3816,registration,71,"|a|=9.41 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_52,20,20,ok,7.5487,20.2006,11.0751,14.8741,registration,55,"|a|=11.08 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_52,30,30,ok,7.5127,20.4421,11.1732,11.8140,registration,55,"|a|=11.17 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_53,20,20,ok,9.0444,3.9711,11.5696,19.5165,registration,40,"|a|=11.57 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_53,30,30,ok,8.9106,3.3267,10.5530,16.8165,registration,40,
2026_07_15_gym,flight_54,20,20,ok,7.9333,-3.9178,9.4117,35.3430,registration,34,"|a|=9.41 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_54,30,30,ok,7.7415,-2.8782,8.8795,14.4720,registration,34,"|a|=8.88 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_55,20,20,ok,8.1933,-11.2354,8.3634,17.5691,registration,28,"|a|=8.36 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_55,30,28,ok,8.2307,-11.3815,8.2514,19.3726,registration,28,"|a|=8.25 outside nominal band [9.8,11.0]; adjusted from 30 -> 28, flight has fewer usable frames"
2026_07_15_gym,flight_56,20,20,ok,8.2907,0.7625,9.4231,19.4987,registration,37,"|a|=9.42 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_56,30,30,ok,8.2740,0.8924,9.3523,16.5633,registration,37,"|a|=9.35 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_57,20,20,ok,8.6303,-13.4587,8.0213,12.3448,registration,25,"|a|=8.02 outside nominal band [9.8,11.0]"
2026_07_15_gym,flight_57,30,25,ok,8.5755,-13.6105,7.8392,8.7448,registration,25,"|a|=7.84 outside nominal band [9.8,11.0]; adjusted from 30 -> 25, flight has fewer usable frames"
2026_07_15_gym,flight_58,20,18,ok,9.1624,-24.4287,8.2859,27.1348,registration,18,"|a|=8.29 outside nominal band [9.8,11.0]; adjusted from 20 -> 18, flight has fewer usable frames"
2026_07_15_gym,flight_58,30,18,ok,9.1624,-24.4287,8.2859,27.1348,registration,18,"|a|=8.29 outside nominal band [9.8,11.0]; adjusted from 30 -> 18, flight has fewer usable frames"
2026_07_15_gym,flight_59,20,15,ok,9.4092,-29.0475,8.8839,31.1683,registration,15,"|a|=8.88 outside nominal band [9.8,11.0]; adjusted from 20 -> 15, flight has fewer usable frames"
2026_07_15_gym,flight_59,30,15,ok,9.4092,-29.0475,8.8839,31.1683,registration,15,"|a|=8.88 outside nominal band [9.8,11.0]; adjusted from 30 -> 15, flight has fewer usable frames"
2026_07_15_gym,flight_60,20,20,ok,7.8401,2.5507,10.1040,28.4012,registration,40,
2026_07_15_gym,flight_60,30,30,ok,7.6694,2.0948,9.0390,22.5286,registration,40,"|a|=9.04 outside nominal band [9.8,11.0]"
