frame_number,u,v
29,461.4668,681.6053
30,481.5119,678.3330
31,504.9147,677.4724
32,528.4915,677.8064
33,552.0146,672.3762
34,578.3373,677.7162
35,602.3167,681.0070
36,625.8398,678.0704
37,656.2454,680.1993
38,679.6805,683.0953
39,701.3203,683.9429
40,727.6485,691.4734
41,754.2172,695.4281
42,779.5977,696.5531
43,803.1499,701.5277
44,826.1719,708.1224
45,851.9092,709.2396
46,874.3440,716.8177
47,897.0258,724.7927
48,921.0883,729.9007
49,952.2802,736.1868
50,976.7974,742.8122
51,998.4437,745.0466
52,1025.9105,752.5245
53,1047.8467,762.1295
54,1074.4058,767.5272
55,1088.6171,788.8606
56,1109.6585,797.0216
57,1138.1405,805.4352
58,1156.4727,812.9183
59,1175.3299,812.7083
60,1195.5181,822.9040
61,1213.5185,845.1130
62,1229.1842,856.9494
63,1244.8630,861.1861
64,1263.5072,870.7921
65,1275.8281,887.5142
66,1289.9100,896.7220
67,1304.0921,907.1198
68,1318.4040,915.9232
69,1331.2078,929.4805
