frame_number,u,v
29,286.8359,627.4330
30,306.1936,626.8278
31,326.8123,620.9970
32,348.7959,625.2694
33,368.7634,623.5398
34,390.4374,622.8643
35,414.0274,631.9475
36,438.8337,629.3895
37,461.9462,632.3739
38,484.0678,637.0798
39,507.3877,639.0643
40,531.4039,641.1343
41,554.8034,650.5762
42,577.8785,653.2705
43,605.5370,661.0775
44,624.9232,665.8056
45,647.9122,671.9797
46,676.2912,677.7659
47,701.6886,687.6492
48,219.6772,816.4397
49,754.8539,701.8065
50,780.2627,713.0946
51,806.7650,718.6804
52,830.8306,726.2976
53,855.2767,740.3265
54,885.3703,748.8423
55,908.2172,756.5352
56,931.0282,772.2704
57,956.5808,784.9433
58,973.0299,793.7279
59,1003.5636,806.9405
60,1025.3939,818.4431
61,1046.1555,829.6460
62,1066.0397,840.1730
63,1084.9914,849.0340
64,1104.5707,861.8458
65,1126.6448,875.8234
66,1140.1681,888.6089
67,1159.0481,902.4899
68,1175.9867,913.3251
69,1192.1875,928.9265
