frame_number,u,v
32,236.0739,688.9660
33,246.1811,667.3345
34,259.8091,650.3053
35,264.8090,631.3467
36,280.8193,614.3086
37,292.0464,600.0734
38,301.3523,582.8265
39,315.8044,565.4459
40,325.7016,547.1027
41,334.3217,537.0114
42,345.0227,517.3379
43,360.3752,504.2666
44,372.1507,490.4809
45,384.4766,477.7653
46,396.8922,465.1053
47,402.0000,448.2848
48,420.4547,440.5599
49,431.5189,432.3110
50,441.9515,417.4190
51,457.7454,410.9292
52,469.3055,400.6811
53,476.7570,386.0969
54,493.9804,380.8928
55,505.3124,372.7010
56,515.0866,366.2647
57,528.3561,356.5148
58,538.9832,353.0050
59,545.0938,346.1084
60,566.3128,342.5627
61,575.8002,337.0932
62,586.9274,332.6389
63,597.0289,328.9765
64,606.6071,324.1432
65,611.8788,311.3485
66,632.8211,315.1278
67,645.6230,315.1208
68,655.8327,313.9359
69,665.0691,314.5005
70,676.1947,312.4781
71,691.4807,308.4975
72,704.0946,309.1742
73,713.3463,309.5121
74,721.5132,307.2528
75,734.3673,311.6994
76,743.9513,313.7855
77,755.2566,318.7932
78,767.2238,322.6667
79,777.7827,321.8822
80,795.1800,324.4369
81,806.6757,332.2510
82,814.0668,331.3776
83,832.3217,331.8894
84,839.1737,344.1221
85,853.3164,347.9564
86,860.4971,356.2594
87,873.9191,369.5583
88,884.2567,375.9100
89,897.2887,381.4560
90,908.6391,392.2832
91,917.8658,396.2260
92,934.0561,403.4526
93,942.5550,420.8200
94,955.9621,430.8886
95,967.1958,439.1562
96,980.3670,457.1319
97,993.2310,464.1330
98,1007.3769,480.6052
99,1016.4979,496.2445
100,1031.9346,503.6774
101,1042.3646,522.3661
102,1050.4140,541.4449
103,1061.9456,558.3772
104,1074.5757,570.1309
105,1084.1501,588.0115
106,1093.9359,616.8619
107,1099.2742,622.7389
108,1100.3398,631.3608
109,1125.8453,665.7182
110,1138.2775,670.5945
111,1148.2151,693.7951
112,1157.6924,715.2362
113,1163.7684,736.1570
114,1170.2498,759.0853
115,1178.8106,777.5983
116,1185.7995,798.7070
117,1192.1243,818.5564
118,1199.8813,838.5409
119,1205.7712,856.6795
120,1211.0018,878.1326
121,1216.5855,898.5240
