frame_number,u,v
30,238.3939,582.9719
31,248.7699,562.1516
32,263.2453,545.3130
33,275.9137,526.0348
34,289.5592,506.7310
35,302.3467,489.8373
36,315.6406,473.0165
37,327.3797,455.6703
38,342.4239,440.0626
39,355.0357,425.4208
40,367.4499,407.9595
41,381.4600,395.0037
42,395.4628,381.7072
43,407.7912,365.5875
44,423.9301,353.4281
45,439.1610,339.5602
46,450.9787,326.1378
47,466.3879,315.3462
48,479.2539,304.1968
49,492.3327,292.2806
50,506.8089,283.0184
51,520.8790,273.3643
52,534.8352,260.5695
53,548.3887,255.7067
54,561.7377,247.9066
55,573.8542,235.9997
56,589.0727,233.7737
57,602.5836,225.2873
58,619.4152,219.1754
59,634.5737,214.2450
60,645.4185,206.6043
61,662.1805,200.4290
62,676.9718,195.5177
63,689.7046,192.1354
64,700.0054,184.4806
65,717.2342,185.2030
66,730.8968,182.0513
67,743.6184,177.7333
68,759.5715,179.3377
69,773.4789,175.2748
70,787.3602,175.6408
71,803.0482,178.6027
72,817.4357,177.2852
73,827.7793,175.3001
74,846.3510,181.7182
75,856.7098,179.9705
76,873.7217,177.5443
77,888.8833,183.7525
78,903.4060,184.3245
80,936.2137,192.2224
81,952.6508,191.6349
82,971.5112,196.6045
83,983.6436,207.9714
84,995.1872,208.4973
86,1065.4815,621.8025
95,1171.7213,609.5628
97,309.3488,856.2171
98,1064.9744,624.0842
99,1242.2401,390.6514
100,1249.9673,413.7049
101,1258.1969,421.9927
102,1276.7989,447.3281
104,1307.8498,472.4717
