session,flight,model,N,lead_time_ms,rejected_frac,bucket_median,bucket_iqr,bucket_threshold
2026_07_15_gym,flight_11,B,75,50.0,0.8400,0.4545,0.2248,0.7918
2026_07_15_gym,flight_11,C,75,50.0,0.6267,0.2692,0.1455,0.4875
2026_07_15_gym,flight_11,B,76,16.6,0.8421,0.4545,0.2248,0.7918
2026_07_15_gym,flight_11,C,76,16.6,0.5263,0.2692,0.1455,0.4875
2026_07_15_gym,flight_17,B,29,849.3,0.6207,0.3030,0.1947,0.5951
2026_07_15_gym,flight_17,B,32,782.6,0.5625,0.2821,0.1718,0.5397
2026_07_15_gym,flight_17,B,40,649.4,0.5500,0.2750,0.1659,0.5238
2026_07_15_gym,flight_17,B,41,632.8,0.5366,0.2750,0.1659,0.5238
2026_07_15_gym,flight_17,B,49,482.9,0.6122,0.2708,0.2141,0.5920
2026_07_15_gym,flight_17,B,52,433.0,0.6346,0.2708,0.2141,0.5920
2026_07_15_gym,flight_17,B,53,416.3,0.6038,0.2708,0.2141,0.5920
2026_07_15_gym,flight_17,B,54,399.6,0.6296,0.2903,0.2069,0.6006
2026_07_15_gym,flight_17,B,55,383.0,0.6364,0.2903,0.2069,0.6006
2026_07_15_gym,flight_17,B,56,366.3,0.6429,0.2903,0.2069,0.6006
2026_07_15_gym,flight_17,C,56,366.3,0.5000,0.2295,0.1751,0.4922
2026_07_15_gym,flight_17,B,57,349.7,0.6316,0.2903,0.2069,0.6006
2026_07_15_gym,flight_17,B,58,333.0,0.6034,0.2903,0.2069,0.6006
2026_07_15_gym,flight_17,C,58,333.0,0.5345,0.2295,0.1751,0.4922
2026_07_15_gym,flight_17,B,59,316.4,0.6610,0.2903,0.2069,0.6006
2026_07_15_gym,flight_17,C,59,316.4,0.5085,0.2295,0.1751,0.4922
2026_07_15_gym,flight_17,B,60,283.1,0.6833,0.3134,0.2164,0.6380
2026_07_15_gym,flight_17,C,60,283.1,0.5167,0.2344,0.1627,0.4785
2026_07_15_gym,flight_17,B,61,266.4,0.6885,0.3134,0.2164,0.6380
2026_07_15_gym,flight_17,B,62,249.8,0.6452,0.3134,0.2164,0.6380
2026_07_15_gym,flight_17,C,64,183.2,0.5000,0.2540,0.1598,0.4937
2026_07_15_gym,flight_17,C,65,166.5,0.5231,0.2540,0.1598,0.4937
2026_07_15_gym,flight_17,C,66,149.9,0.5000,0.2540,0.1598,0.4937
2026_07_15_gym,flight_17,C,69,99.9,0.4928,0.2692,0.1455,0.4875
2026_07_15_gym,flight_17,C,70,83.3,0.5000,0.2692,0.1455,0.4875
2026_07_15_gym,flight_17,C,74,16.7,0.5000,0.2692,0.1455,0.4875
2026_07_15_gym,flight_15,A,8,1482.0,0.2500,0.0000,0.1429,0.2143
2026_07_15_gym,flight_15,A,9,1465.4,0.2222,0.0000,0.1429,0.2143
2026_07_15_gym,flight_15,A,10,1448.7,0.3000,0.0000,0.1429,0.2143
2026_07_15_gym,flight_15,B,10,1448.7,0.4000,0.0000,0.1384,0.2076
2026_07_15_gym,flight_15,A,11,1432.1,0.2727,0.0000,0.1429,0.2143
2026_07_15_gym,flight_15,B,11,1432.1,0.2727,0.0000,0.1384,0.2076
2026_07_15_gym,flight_15,A,12,1415.4,0.4167,0.0000,0.1429,0.2143
2026_07_15_gym,flight_15,B,12,1415.4,0.4167,0.0000,0.1384,0.2076
2026_07_15_gym,flight_15,C,12,1415.4,0.3333,0.1000,0.1111,0.2667
2026_07_15_gym,flight_19,A,62,416.3,0.6613,0.2432,0.2088,0.5565
2026_07_15_gym,flight_19,B,62,416.3,0.8065,0.2708,0.2141,0.5920
2026_07_15_gym,flight_19,B,64,383.0,0.9062,0.2903,0.2069,0.6006
2026_07_15_gym,flight_19,A,65,366.3,0.6615,0.2419,0.1954,0.5350
2026_07_15_gym,flight_19,B,65,366.3,0.7846,0.2903,0.2069,0.6006
2026_07_15_gym,flight_19,A,66,349.7,0.5606,0.2419,0.1954,0.5350
2026_07_15_gym,flight_19,B,66,349.7,0.6061,0.2903,0.2069,0.6006
2026_07_15_gym,flight_19,A,67,333.0,0.7015,0.2419,0.1954,0.5350
2026_07_15_gym,flight_19,B,67,333.0,0.8955,0.2903,0.2069,0.6006
2026_07_15_gym,flight_19,B,77,116.6,0.7922,0.3750,0.2276,0.7164
2026_07_15_gym,flight_19,B,78,99.9,0.8077,0.4545,0.2248,0.7918
2026_07_15_gym,flight_12,A,58,516.2,0.6724,0.2500,0.1931,0.5396
2026_07_15_gym,flight_12,A,59,499.6,0.7119,0.2432,0.2088,0.5565
2026_07_15_gym,flight_12,B,59,499.6,0.7627,0.2708,0.2141,0.5920
2026_07_15_gym,flight_12,A,60,482.9,0.7833,0.2432,0.2088,0.5565
2026_07_15_gym,flight_12,B,60,482.9,0.9000,0.2708,0.2141,0.5920
2026_07_15_gym,flight_12,C,67,366.3,0.5075,0.2295,0.1751,0.4922
2026_07_15_gym,flight_12,A,70,299.7,0.5571,0.2535,0.1765,0.5183
2026_07_15_gym,flight_12,A,71,283.1,0.6056,0.2535,0.1765,0.5183
2026_07_15_gym,flight_12,B,71,283.1,0.6901,0.3134,0.2164,0.6380
2026_07_15_gym,flight_12,A,74,233.1,0.5270,0.2535,0.1765,0.5183
2026_07_15_gym,flight_12,A,75,216.5,0.5467,0.2535,0.1765,0.5183
2026_07_15_gym,flight_12,C,75,216.5,0.4800,0.2344,0.1627,0.4785
2026_07_15_gym,flight_12,A,81,83.3,0.5679,0.3000,0.1655,0.5482
2026_07_15_gym,flight_27,B,73,33.3,0.7945,0.4545,0.2248,0.7918
2026_07_15_gym,flight_26,B,82,33.3,0.7927,0.4545,0.2248,0.7918
