session,flight,fps,phase,T_ms,status,airborne,n_detected,n_points_used,cy_own,cz_own,cy_ref,cz_ref,position_error_mm,velocity_error_mm_s,cls_own,hit_miss_match,t_cross_own_ms
2026_07_15_gym,flight_11,60,0,150,ok,True,10,10,1592.459597470924,2958.307846674727,1314.3592502562951,2917.588176914399,281.065641134393,252.94615194916298,MISS_HIGH_WIDE,True,1186.8454525343304
2026_07_15_gym,flight_11,60,0,200,ok,True,13,13,1822.5990618837434,2820.419045538733,1314.3592502562951,2917.588176914399,517.4452108343505,381.76555230516095,MISS_HIGH_WIDE,True,1200.0053733750024
2026_07_15_gym,flight_11,60,0,250,ok,True,16,16,1926.0524581987113,2747.7002151714387,1314.3592502562951,2917.588176914399,634.8468320690129,466.26049071447454,MISS_HIGH_WIDE,True,1198.9529136864521
2026_07_15_gym,flight_11,60,0,300,ok,True,19,19,1678.5575671146714,2711.419606359197,1314.3592502562951,2917.588176914399,418.50435300872255,337.37257979592397,MISS_HIGH_WIDE,True,1215.7322921216944
2026_07_15_gym,flight_11,60,0,350,ok,True,22,22,1686.8764495644766,2698.077304815249,1314.3592502562951,2917.588176914399,432.3818760657536,308.8685874200429,MISS_HIGH_WIDE,True,1205.0626869836585
2026_07_15_gym,flight_11,60,0,400,ok,True,24,24,1737.3709034794647,2699.754260095046,1314.3592502562951,2917.588176914399,475.80507992187285,337.9697418053365,MISS_HIGH_WIDE,True,1195.4452100392236
2026_07_15_gym,flight_11,60,0,450,ok,True,26,26,1601.3539068029515,2721.4570066763386,1314.3592502562951,2917.588176914399,347.6109446281637,253.64760172482568,MISS_HIGH_WIDE,True,1198.8259142737215
2026_07_15_gym,flight_11,60,0,490,ok,True,27,27,1323.4544177769699,2821.2078668899358,1314.3592502562951,2917.588176914399,96.80850289432621,132.64815910229484,MISS_HIGH_WIDE,True,1214.119365220972
2026_07_15_gym,flight_11,60,0,500,ok,True,28,28,1645.9743922399032,2701.7476742247777,1314.3592502562951,2917.588176914399,395.6712334680358,277.16236428973144,MISS_HIGH_WIDE,True,1198.5186307202125
2026_07_15_gym,flight_11,60,0,550,ok,True,29,29,1535.7540394697191,2711.09971749902,1314.3592502562951,2917.588176914399,302.7426903536948,204.4307956628778,MISS_HIGH_WIDE,True,1203.6259796440343
2026_07_15_gym,flight_11,60,0,600,ok,True,31,31,1386.672950965313,2695.70622980757,1314.3592502562951,2917.588176914399,233.36852778845548,245.16840495904432,MISS_HIGH_WIDE,True,1221.7671882266357
2026_07_15_gym,flight_11,60,0,650,ok,True,34,34,1287.2605021049167,2772.751316828154,1314.3592502562951,2917.588176914399,147.3501211096019,204.2656550851853,MISS_HIGH_WIDE,True,1221.4774340147023
2026_07_15_gym,flight_11,60,0,700,ok,True,37,37,1324.380085586611,2751.270072763273,1314.3592502562951,2917.588176914399,166.6197134469448,202.920023381795,MISS_HIGH_WIDE,True,1219.357909648037
2026_07_15_gym,flight_11,60,0,750,ok,True,40,40,1322.989979939785,2739.6239976953725,1314.3592502562951,2917.588176914399,178.1733385778333,207.32126341364435,MISS_HIGH_WIDE,True,1219.3411670690984
2026_07_15_gym,flight_11,60,0,800,ok,True,43,43,1318.0986094719042,2748.9059342744868,1314.3592502562951,2917.588176914399,168.7236847314969,196.7478341726095,MISS_HIGH_WIDE,True,1218.082996864298
2026_07_15_gym,flight_11,60,0,850,ok,True,45,45,1337.6754936816526,2760.2371042691757,1314.3592502562951,2917.588176914399,159.06919019745098,169.7022908439999,MISS_HIGH_WIDE,True,1214.660688185293
2026_07_15_gym,flight_11,60,0,900,ok,True,47,47,1378.0665085299852,2760.324167436025,1314.3592502562951,2917.588176914399,169.67788139284588,176.9440462750226,MISS_HIGH_WIDE,True,1213.1087499036496
2026_07_15_gym,flight_11,60,0,950,ok,True,48,48,1296.7127896961404,2787.9962420614256,1314.3592502562951,2917.588176914399,130.78787080321464,155.24774889454366,MISS_HIGH_WIDE,True,1213.8737547774085
2026_07_15_gym,flight_11,60,0,1000,ok,True,49,49,1360.7586811337708,2757.81941821064,1314.3592502562951,2917.588176914399,166.36995955849002,174.4876490466934,MISS_HIGH_WIDE,True,1214.1242694990626
2026_07_15_gym,flight_11,60,0,1050,ok,True,52,52,1414.5031350471809,2756.6142217007964,1314.3592502562951,2917.588176914399,189.58220359021334,212.15777401134633,MISS_HIGH_WIDE,True,1210.639414591837
2026_07_15_gym,flight_11,60,0,1100,ok,True,54,54,1391.2502517665368,2756.798348695817,1314.3592502562951,2917.588176914399,178.22905198594617,180.76389012009784,MISS_HIGH_WIDE,True,1212.1627701587358
2026_07_15_gym,flight_11,60,0,1150,ok,True,54,54,1391.2502517665368,2756.798348695817,1314.3592502562951,2917.588176914399,178.22905198594617,180.76389012009784,MISS_HIGH_WIDE,True,1212.1627701587358
2026_07_15_gym,flight_11,60,0,1200,ok,True,54,54,1391.2502517665368,2756.798348695817,1314.3592502562951,2917.588176914399,178.22905198594617,180.76389012009784,MISS_HIGH_WIDE,True,1212.1627701587358
2026_07_15_gym,flight_11,60,0,1250,ok,False,56,56,1384.5817236607202,2740.0726920194197,1314.3592502562951,2917.588176914399,190.90034873864104,180.6849583413277,MISS_HIGH_WIDE,True,1215.1840587671074
2026_07_15_gym,flight_12,60,0,150,ok,True,10,10,1220.4263364494986,847.428248163721,415.1586485041634,1259.7583479405307,904.6945122143604,571.5813794727554,HIT,True,1396.5327496787252
2026_07_15_gym,flight_12,60,0,200,ok,True,13,13,887.3896794017272,779.5560619776451,415.1586485041634,1259.7583479405307,673.4956436284921,571.009989518285,HIT,True,1445.0505398990476
2026_07_15_gym,flight_12,60,0,250,ok,True,15,15,1306.0096210652066,972.1744084665105,415.1586485041634,1259.7583479405307,936.1196384845014,578.2922894703216,HIT,True,1374.2605410401163
2026_07_15_gym,flight_12,60,0,300,ok,True,18,18,565.5303691902938,884.6048489882787,415.1586485041634,1259.7583479405307,404.168037031907,386.9605414476808,HIT,True,1427.3045763184643
2026_07_15_gym,flight_12,60,0,350,ok,True,21,21,498.89312303438044,837.171690915192,415.1586485041634,1259.7583479405307,430.8026751549981,429.1226508949397,HIT,True,1433.9103840447374
2026_07_15_gym,flight_12,60,0,400,ok,True,23,23,631.4947689635949,1048.0711379609259,415.1586485041634,1259.7583479405307,302.6760510585318,212.928462977036,HIT,True,1393.9638132584596
2026_07_15_gym,flight_12,60,0,450,ok,True,26,26,215.9973320541659,674.6865326571204,415.1586485041634,1259.7583479405307,618.0406612910845,695.0609145853272,HIT,True,1481.3607720933728
2026_07_15_gym,flight_12,60,0,490,ok,True,28,28,-771.3083554033734,1133.4592340316592,415.1586485041634,1259.7583479405307,1193.17032209802,854.7974342714199,MISS_HIGH_WIDE,False,1492.526874437578
2026_07_15_gym,flight_12,60,0,500,ok,True,29,29,529.1149540269217,1086.0392297603976,415.1586485041634,1259.7583479405307,207.76037059477753,168.41251061606968,HIT,True,1396.2440695335836
2026_07_15_gym,flight_12,60,0,550,ok,True,32,32,-193.10938031016937,460.62528185154906,415.1586485041634,1259.7583479405307,1004.2926128347508,1010.2846304067567,MISS_HIGH_WIDE,False,1529.2550660662462
2026_07_15_gym,flight_12,60,0,600,ok,True,35,35,445.207800153612,1141.602017258189,415.1586485041634,1259.7583479405307,121.9174720668306,88.73892939190891,HIT,True,1385.4521165659016
2026_07_15_gym,flight_12,60,0,650,ok,True,38,38,487.2496763749691,1111.5404080747646,415.1586485041634,1259.7583479405307,164.8201261907087,96.79148753662005,HIT,True,1383.2409352757084
2026_07_15_gym,flight_12,60,0,700,ok,True,41,41,518.4830230815126,1100.629756905274,415.1586485041634,1259.7583479405307,189.7309538970021,127.45808782517081,HIT,True,1384.5988532058338
2026_07_15_gym,flight_12,60,0,750,ok,True,44,44,429.8969381318099,1171.0579541032996,415.1586485041634,1259.7583479405307,89.9165004213815,75.60775451461127,HIT,True,1385.873216222063
2026_07_15_gym,flight_12,60,0,800,ok,True,47,47,347.7946596295096,1223.8889768002548,415.1586485041634,1259.7583479405307,76.31853499054694,65.16966161990719,HIT,True,1387.3176706994404
2026_07_15_gym,flight_12,60,0,850,ok,True,49,49,455.23867452250676,1256.729088724245,415.1586485041634,1259.7583479405307,40.19433911672801,69.4931470405699,HIT,True,1378.3231711964438
2026_07_15_gym,flight_12,60,0,900,fit_failed,True,52,52,,,,,,,,,
2026_07_15_gym,flight_12,60,0,950,ok,True,55,55,259.92822700605194,1237.6765073723275,415.1586485041634,1259.7583479405307,156.79314857914198,118.74550972412689,HIT,True,1391.6243373364257
2026_07_15_gym,flight_12,60,0,1000,ok,True,58,58,244.9278029328988,1245.7481072035182,415.1586485041634,1259.7583479405307,170.80640394732507,130.27155202632142,HIT,True,1391.3956620555646
2026_07_15_gym,flight_12,60,0,1050,ok,True,61,61,377.0747785252098,1311.5752845242819,415.1586485041634,1259.7583479405307,64.30688975139702,63.06689357566909,HIT,True,1376.5326634713565
2026_07_15_gym,flight_12,60,0,1100,fit_failed,True,64,64,,,,,,,,,
2026_07_15_gym,flight_12,60,0,1150,ok,True,67,67,412.1264489948012,1294.7843269122925,415.1586485041634,1259.7583479405307,35.156982760112896,61.90656109452381,HIT,True,1378.0707047774704
2026_07_15_gym,flight_12,60,0,1200,fit_failed,True,69,69,,,,,,,,,
2026_07_15_gym,flight_12,60,0,1250,ok,True,72,72,466.1709251580435,1207.1314222049414,415.1586485041634,1259.7583479405307,73.29287606439819,53.459244005207694,HIT,True,1385.5751318073662
2026_07_15_gym,flight_14,60,0,150,ok,True,10,10,2159.4640611535015,1855.0166838769842,1543.2300851558507,1793.9838819110776,619.248993612168,658.1623258502742,MISS_HIGH_WIDE,False,1185.630262641134
2026_07_15_gym,flight_14,60,0,200,ok,True,13,13,1921.418655248469,1705.4468258457284,1543.2300851558507,1793.9838819110776,388.41396067265396,359.83307051442836,HIT,True,1216.550764597064
2026_07_15_gym,flight_14,60,0,250,ok,True,15,15,1921.4184780304745,1705.447765982905,1543.2300851558507,1793.9838819110776,388.4135738214328,359.8335363000986,HIT,True,1216.5506068243437
2026_07_15_gym,flight_14,60,0,300,ok,True,18,18,1528.0390139414428,1669.2689032364522,1543.2300851558507,1793.9838819110776,125.63675636712959,109.43804943897078,HIT,True,1249.3128250193504
2026_07_15_gym,flight_14,60,0,350,ok,True,21,21,1391.8430225995946,1743.5504853628213,1543.2300851558507,1793.9838819110776,159.5668204759544,165.45521902331043,HIT,True,1248.0321504298138
2026_07_15_gym,flight_14,60,0,400,ok,True,24,24,1442.6029004388827,1732.503078690627,1543.2300851558507,1793.9838819110776,117.92251468101657,128.89089546437995,HIT,True,1247.3691388442755
2026_07_15_gym,flight_14,60,0,450,ok,True,27,27,1407.2256239796639,1715.6811575651298,1543.2300851558507,1793.9838819110776,156.93479569497137,148.88646008351867,HIT,True,1252.8910280120724
2026_07_15_gym,flight_14,60,0,490,ok,True,29,29,1395.1127746468335,1714.4224316021991,1543.2300851558507,1793.9838819110776,168.13316760138898,155.42127307175082,HIT,True,1257.0737991566834
2026_07_15_gym,flight_14,60,0,500,ok,True,30,30,1412.8022187293827,1706.4661561852424,1543.2300851558507,1793.9838819110776,157.06934983243255,147.6472720583022,HIT,True,1258.2475105335418
2026_07_15_gym,flight_14,60,0,550,ok,True,33,33,1404.4419184917047,1720.719299679018,1543.2300851558507,1793.9838819110776,156.9390143196809,150.34073434134797,HIT,True,1260.430334323296
2026_07_15_gym,flight_14,60,0,600,ok,True,36,36,1432.0176674758197,1718.1310259316065,1543.2300851558507,1793.9838819110776,134.61744911593016,134.07562229923138,HIT,True,1262.2736671280572
2026_07_15_gym,flight_14,60,0,650,ok,True,39,39,1463.0338585333589,1724.6616806210463,1543.2300851558507,1793.9838819110776,106.00472798975373,108.17863778739425,HIT,True,1261.1987337826117
2026_07_15_gym,flight_14,60,0,700,ok,True,42,42,1369.9284310505946,1748.545875718791,1543.2300851558507,1793.9838819110776,179.1593584559515,167.00004052885308,HIT,True,1260.7787039206464
2026_07_15_gym,flight_14,60,0,750,ok,True,45,45,1437.3126213731628,1730.211089762988,1543.2300851558507,1793.9838819110776,123.6344537437702,127.29783101802852,HIT,True,1264.5752163864393
2026_07_15_gym,flight_14,60,0,800,ok,True,48,48,1468.634642400254,1720.001555968871,1543.2300851558507,1793.9838819110776,105.06124229097237,114.32241771728862,HIT,True,1266.3910107352383
2026_07_15_gym,flight_14,60,0,850,ok,True,51,51,1462.612420485024,1732.8090752176959,1543.2300851558507,1793.9838819110776,101.20061675182862,110.39085090537795,HIT,True,1266.4154474972106
